cds7_ID,year,baseline_enroll_ratio,baseline_freelunch,studentachievement,baseline_achievement,minoritycandidate_electoral_result
1965029,2008,0.63219512,0.081707314,0.0094979405,0.83540159,0.027196661
1965029,2012,0.64249301,0.078544952,0.016183734,0.83472908,0.052487209
1965029,2016,0.65709764,0.11641049,NA,0.80312133,-0.092046082
1965037,2002,0.9035306,NA,NA,NA,0.035143778
1965037,2010,0.95600182,0.79693139,-0.088354304,-0.22339451,0.066238701
1965045,2006,0.33011872,0.27503708,NA,NA,0.054971322
1965045,2008,0.39505041,0.29257563,-0.11045514,0.43025106,0.052220047
1965045,2016,0.6291734,0.44349223,NA,0.13396762,-0.067703575
1965052,2004,0.63824189,0.29789633,NA,NA,0.0055045784
1965052,2006,0.68203926,0.24590164,NA,NA,-0.074172586
1965052,2008,0.73492706,0.33960274,-0.02245754,0.73160982,0.01134488
1965060,2002,0.50670683,NA,NA,NA,0.056856737
1965060,2006,0.54482126,0.15034415,NA,NA,0.0051445365
1965060,2008,0.57042933,0.16284773,-0.0093730986,0.58273041,0.15637495
1965060,2010,0.59814513,0.16823201,-0.0044645369,0.55756217,0.0017713308
1965060,2012,0.63662606,0.1435068,0.034712195,0.50716466,-0.10214539
1965060,2014,0.67335808,0.18454641,NA,0.52710372,-0.076029979
1965078,2004,0.94331986,0.7651822,NA,NA,-0.094559595
1965078,2006,0.96192694,0.84226882,NA,NA,-0.008547008
1965078,2012,0.98430139,0.80376768,0.12784143,NA,0.16125
1965078,2014,0.98701298,0.7904762,NA,NA,0.067817509
1965094,2004,0.83109528,0.44639111,NA,NA,0.051028803
1965094,2010,0.89373744,0.50743264,0.13894576,0.089427441,-0.018188298
1965094,2014,0.81089813,0.56809533,NA,0.16309859,0.0094093084
1965102,2016,0.58477628,0.40476468,NA,0.17540255,-0.071032435
1965110,2002,0.86252773,NA,NA,NA,-0.069935188
1965110,2016,0.95687413,0.64734668,NA,-0.18965362,-0.082958639
1965128,2010,0.83425289,0.38326657,NA,NA,-0.12039681
1965128,2012,0.85442209,0.43739054,NA,NA,0.16207892
1965136,2008,0.36180079,0.10320072,-0.050143212,0.4718307,0.0010092109
1965136,2012,0.43321818,0.074882805,-0.092288792,0.48570883,0.037428856
1965151,2006,0.62909836,0.70850408,NA,NA,0.032967031
1965151,2008,0.71688187,0.72835964,-0.095533311,-0.25659162,-0.0024096668
1965151,2008,0.71688187,0.72835964,-0.095533311,-0.25659162,-0.039379478
1965169,2002,0.57041419,NA,NA,NA,0.10192373
1965169,2006,0.68372631,0.32719955,NA,NA,-0.022203058
1965169,2010,0.78401524,0.41294006,0.0096160471,0.23008902,0.095789656
1973437,2006,0.99797016,0.74298418,NA,NA,-0.0039555803
1973437,2010,0.99621612,0.95090467,0.23919371,NA,-0.015541278
1973437,2012,0.99733686,0.9617703,0.17506421,NA,0.020397536
1973437,2016,0.99781179,0.83685601,NA,NA,-0.031398103
1973445,2008,0.91895646,0.69063693,0.058283038,-0.023663532,-0.029823095
1973452,2002,0.87776774,NA,NA,NA,-0.13161516
1973452,2010,0.94901085,0.58640289,0.017175235,0.099942088,0.012507319
1973460,2004,0.73912144,0.073877722,NA,NA,0.020833328
1973460,2006,0.77547312,0.065728329,NA,NA,0.0093580931
1973460,2008,0.80292159,0.086213641,0.081298769,0.66910821,0.11487447
1973460,2012,0.85513234,0.10251775,0.11204535,0.71939397,-0.013791904
1975291,2004,0.83519161,0.52369338,NA,NA,0.060018763
1975291,2006,0.84747201,0.46352223,NA,NA,-0.14289574
1975291,2010,0.86471158,0.50939727,-0.025114372,0.26011854,0.046724036
1975291,2012,0.88779366,0.53228194,0.051002875,0.22441131,0.024361253
1975309,2010,0.25579053,0.17724068,-0.062792808,0.41748199,-0.0019491017
1975333,2004,0.18324971,0.052950338,NA,NA,0.015125722
1975333,2010,0.27554858,0.024294671,-0.12217951,1.4311734,-0.0046820566
1975341,2004,0.39219058,0.24169424,NA,NA,0.040063307
1975713,2005,NA,NA,NA,NA,0.11840677
1975713,2005,NA,NA,NA,NA,-0.2796061
1975713,2009,NA,NA,NA,NA,-0.39666247
2065201,2003,0.40762812,NA,NA,NA,0.0018906891
2065201,2007,0.44485295,0.31004903,NA,NA,0.0015775636
2065243,2001,0.73787355,NA,NA,NA,0.035248756
2065243,2004,0.73787355,0.67476112,NA,NA,-0.15349956
2065243,2009,0.82675248,0.77126455,0.14210142,-0.34187856,-0.019493818
2065243,2015,0.88840252,0.80657125,NA,-0.21507964,0.035122603
2075606,2010,0.31043047,0.32698676,-0.063759848,0.41462713,0.11302212
2165318,2002,0.14112049,NA,NA,NA,-0.08483465
2165318,2010,0.22171944,0.081447966,-0.10576707,0.99472237,-0.047859833
2165359,2014,0.15625,0.15972222,NA,NA,0.094228506
2165391,2006,0.19861829,0.025906736,NA,NA,-0.43081853
2165391,2012,0.220985,0.031691648,-0.05692929,1.3055706,-0.050950289
2165417,2006,0.24565411,0.14046441,NA,NA,-0.049029559
2165417,2014,0.39869201,0.28600177,NA,0.19244778,0.056711778
2165425,2002,0.087548614,NA,NA,NA,0.0014858842
2165425,2010,0.13645041,0.028625954,0.08708173,NA,0.058627903
2165433,2008,0.03191489,0,-0.10632795,NA,0.03122361
2173361,2006,0.33167702,0.35900623,NA,NA,0.087105036
2173361,2010,0.43484849,0.35909089,-0.12291001,0.10301764,-0.092830181
2173361,2012,0.52302635,0.48026314,-0.1059258,-0.0066405726,-0.46099293
2175002,2008,0.14581007000000001,0.06703911,-0.031671882,0.93629068,-0.018663198
2365557,2012,0.41780823,0.46917808,-0.07256785,NA,-0.052232139
2365557,2012,0.41780823,0.46917808,-0.07256785,NA,0.086889058
2365565,2002,0.20461786,NA,NA,NA,-0.01200895
2365599,2012,0.49720669,0.57541901,NA,NA,0.09912537
2365599,2014,0.52972972,0.47027028,NA,NA,0.042476222
2365607,2010,0.81696427,0.90401787,-0.085809827,NA,-0.050000012
2365623,2016,0.343476,0.70654976,NA,0.044834606,0.030821145
2375218,2014,0.1610738,0.45637584,NA,NA,-0.017094016
2465631,2012,0.73374027,0.74423963,0.16033468,-0.16263112,0.0067735314
2465649,2010,0.69062501,0.69999999,0.2403286,NA,0.19812205
2465698,2010,0.29333335,0.44083333,0.048378397,0.13268578,-0.447597
2465698,2012,0.33107251,0.48240781,-0.0099407807,0.12611906,-0.10672855
2465722,2004,0.82735425,0.85874438,NA,NA,-0.073459715
2465730,2002,0.89090908,NA,NA,NA,0.038564533
2465730,2008,0.93050849,0.85762709,NA,NA,0.0046728998
2465730,2014,0.90734267,0.93706292,NA,NA,-0.16831681
2465748,2006,0.91420239,0.90212411,NA,NA,0.0030715242
2465748,2010,0.91663259,0.85451573,0.045963451,-0.22022341,-2.6983023e-4
2465755,2002,0.60334319,NA,NA,NA,-0.04314135
2465755,2009,0.74316275,0.5404157,0.039980456,-0.27787495,0.010073379
2465755,2011,0.78147811,0.47308394,0.025148794,-0.19941768000000001,-0.10761362
2465755,2015,0.99922454,0.55090284,NA,-0.21013474,-0.10441273
2465755,2015,0.99922454,0.55090284,NA,-0.21013474,-0.10237584
2465763,2012,0.46535945,0.25098041,-0.073499605,0.41573501,-0.18516131
2465771,2010,0.76273447,0.71864164,0.078959212,-0.27985215,-0.03935203
2465771,2014,0.78585875,0.74898863,NA,-0.25623602,-0.20471466
2465789,2002,0.63648653,NA,NA,NA,-0.24283436
2465789,2006,0.6607573,0.75837165,NA,NA,0.064277336
2465789,2008,0.69265151,0.753456,NA,NA,-0.24475288
2465813,2008,0.33673471,0.45918366,NA,NA,-0.027272746
2465821,2006,0.96103895,0.86363637,NA,NA,-0.071503684
2465821,2010,0.98901099,0.80586082,0.18476096,NA,-0.027027026
2465862,2002,0.64759886,NA,NA,NA,-0.022727281
2465862,2010,0.77230293,0.69139004,0.051603079,-0.20377037,-0.013219625
2465862,2012,0.84696108,NA,0.13311715,-0.25141329,-0.019332141
2465870,2004,0.83222693,0.84731442,NA,NA,0.027027026
2465870,2006,0.84781307,0.79688436,NA,NA,-0.10914454
2465870,2010,0.89415658,0.92392504,0.23483106,-0.43011966,-0.080058247
2465870,2012,0.89889413,0.77883095,0.12374794,-0.30503139,0.0074866265
2465870,2014,0.89520621,0.90858418,NA,-0.23909147,-0.18381113
2473726,2006,0.41552514,0.62557077,NA,NA,0.05665721
2473726,2008,0.44444442,0.63555557,-0.040106531,NA,0.048672557
2475317,2006,0.72296011,0.60303605,NA,NA,-0.076181293
2475317,2008,0.74323332,0.67337233,0.10731487,-0.3478629,-0.094086021
2475317,2008,0.74323332,0.67337233,0.10731487,-0.3478629,-0.054320984
2475366,2006,0.7151463,0.73537004,NA,NA,0.005665727
2573593,2003,0.53641456,NA,NA,NA,0.32086334
2573593,2011,0.60000002,0.75185186,-0.076997943,-0.17746285,-0.15362595
2673668,2003,0.27131784,NA,NA,NA,-0.24608293
2765961,2006,0.94865,0.80166543,NA,NA,0.32142857
2765961,2010,0.95806909,0.87317199,-0.0052570701,-0.4537968,-0.41419071
2765961,2014,0.97800028,0.0071136872,NA,NA,-0.28596699
2765961,2014,0.97800028,0.0071136872,NA,NA,0.076404482
2765995,2008,0.99390244,0.99085367,-0.080344319,NA,-0.375
2765995,2010,0.99096388,0.98192769,0.23974371,NA,0.1047619
2766050,2014,0.90209788,0.98313451,NA,-0.53340536,0.10784653
2766092,2006,0.61990809,0.4081471,NA,NA,0.14551082
2766142,2002,0.76701075,NA,NA,NA,-0.13882864
2766142,2006,0.82036579,0.72622013,NA,NA,-0.23000002
2766142,2008,0.84722984,0.71153212,0.12451994,-0.48811671,-0.081784368
2766159,2005,0.82446456,0.44522241,NA,NA,0.10640299
2766159,2006,0.82692307,0.47928995,NA,NA,0.13688841
2766159,2006,0.82692307,0.47928995,NA,NA,-0.25141239
2766159,2008,0.83300245,0.51018459,0.15155296,-0.4024899,-0.37981355
2766159,2010,0.85335934,0.57292342,-4.1854382e-4,-0.32560894,-0.37890044
2766191,2006,0.80246913,0.45578912,NA,NA,0.0015378743
2766191,2016,0.84168863,0.73680741,NA,-0.15813741,-0.029309481
2766225,2002,0.30973452,NA,NA,NA,0.0076225102
2766225,2004,0.31838077,0.12910284,NA,NA,-0.068758368
2773825,2002,0.5422858,NA,NA,NA,-0.27057245
2773825,2008,0.61368471,0.55099034,-0.16597201,-0.28284115,0.039819121
2773825,2016,0.8048504,0.72529465,NA,-0.40126139,-0.030065358
2775440,2004,0.95195055,0.91960037,NA,NA,0.0038197041
2775440,2006,0.95262522,0.88442969,NA,NA,-0.15286624
2775440,2010,0.96182632,0.90294409,0.065576524,NA,-0.074739277
2775440,2014,0.97205919,0.90749002,NA,NA,0.0090090036
2775473,2001,0.93471611,NA,NA,NA,-0.0015610382
2775473,2004,0.93471611,0.57021421,NA,NA,-0.38348624
2775473,2006,0.93494505,0.73802197,NA,NA,-0.17362639
2775473,2008,0.94526315,0.66821051,-0.047012806,NA,-0.037207156
2866241,2015,0.77320802,0.75088131,NA,NA,0.033142865
2866258,2001,1,NA,NA,NA,0.11391222
2866258,2005,0.41071427,0.44642857,NA,NA,-0.0094554871
2866266,2009,0.51536155,0.37196735,0.094869614,-0.12008796,0.16505131
2866290,2014,0.5099926,0.39452258,NA,0.048856847,0.36669338
2866290,2015,0.50111687,0.38570365,NA,-0.024800526,0.061718747
2966357,2011,0.097665548,0.11386374,NA,NA,0.24316666
3066423,2003,0.85413355,NA,NA,NA,-0.016097963
3066431,2003,0.67654908,NA,NA,NA,-0.013299376
3066431,2005,0.70223874,0.44252533,NA,NA,0.0035695583
3066431,2009,0.75341874,0.44305161,0.017215174,-0.083581492,-0.097330496
3066431,2011,0.78578764,0.47919184,-0.018524308,-0.051046006,-0.0031670779
3066449,2007,0.37921906,0.17968233,NA,NA,-2.2309273e-4
3066449,2011,0.48167288,0.20975295,-0.0573259,0.65420622,-0.32632574
3066456,2007,0.78672093,0.73911685,NA,NA,-0.0053881407
3066456,2015,0.89045411,0.72585726,NA,0.08296068,0.032294959
3066464,2001,0.25165892,NA,NA,NA,0.28698826
3066464,2007,0.27463853,0.1552528,NA,NA,0.1293298
3066464,2013,0.33693451,0.15686199,0.052981526,0.52907914,0.31308344
3066472,2013,0.82258737,0.51102328,0.30388314,0.16505519,-0.10122833
3066472,2015,0.84099865,0.48116514,NA,0.21279386,-0.0024257153
3066506,2001,0.60937375,NA,NA,NA,-0.017441541
3066506,2003,0.58987713,NA,NA,NA,-0.033555999
3066506,2009,0.68534607,0.38082826,0.22820783,0.079421803,0.22497323
3066506,2015,0.76263219,0.4175235,NA,0.3766202,-0.035781637
3066514,2009,0.72899133,0.077570438,NA,NA,0.12148935
3066522,2007,0.81292534,0.58692205,NA,NA,0.0015512407
3066522,2009,0.83221716,0.60414177,0.037092082,0.075869918,0.045129985
3066522,2013,0.86798579,0.63929814,0.10548297,0.088442944,-0.068458602
3066548,2015,0.56162608,0.2106175,NA,NA,-0.079738513
3066555,2001,0.13924545,NA,NA,NA,0.020072982
3066555,2003,0.13697016,NA,NA,NA,0.0061476231
3066563,2009,0.78741968,0.68258339,-0.011856899,-0.15754697,-0.44452778
3066563,2015,0.88231075,0.73286688,NA,-0.19058019,0.0075571239
3066589,2007,0.81547451,0.7187233,NA,NA,-0.055612907
3066589,2015,0.90190172,0.77638668,NA,-0.046362031,-0.034751743
3066597,2003,0.41662961,NA,NA,NA,0.63583791
3066597,2007,0.45700079,0.36986175,NA,NA,0.41715357
3066597,2011,0.47861856,0.40190759,0.066532359,-0.0066744545,0.10515526
3066597,2015,0.49696106,0.40477943,NA,0.066706628,0.19488966
3066613,2015,0.55302799,0.34706426,NA,0.37087572,0.0093844682
3066621,2002,0.51166326,NA,NA,NA,-0.068393707
3066621,2002,0.51166326,NA,NA,NA,-0.025078535
3066621,2006,0.53796184,0.34090105,NA,NA,0.2113812
3066621,2009,0.58413458,0.3435939,0.022114173,0.0292161,-0.081596732
3066621,2011,0.60690594,0.32704443,0.050933897,0.053676628,0.16491309
3066621,2013,0.63162613,0.3572211,0.098917723,0.072910227,-0.13016427
3066621,2015,0.65471697,0.39721945,NA,0.071079582,0.44473159
3066647,2015,0.51427472,0.29367283,NA,0.41918921,0.17882259
3066670,2001,0.96845073,NA,NA,NA,0.037494302
3066670,2008,0.96508408,0.74886024,0.10831827,-0.41909441,-0.4564839
3066670,2009,0.96739513,0.77119321,0.16166924,-0.40415779,-0.1048829
3066746,2009,0.79118305,0.63181508,0.062541179,0.057561696,0.014662459
3066746,2011,0.82531923,0.61602157,0.046194151,0.08836668,0.0071460828
3066746,2013,0.83997989,0.62950653,0.11585052,0.078656234,-0.1480591
3073650,2003,0.37795413,NA,NA,NA,0.052299649
3073650,2005,0.41304719,0.070023939,NA,NA,0.05091282
3073924,2011,0.34739727,0.10213698,0.17237484,0.96337593,0.052631557
3166761,2009,0.11428571,0.25974026,-0.13163912,NA,0.13330477
3166829,2011,0.19931525,0.034482758,-0.12570697,1.3170503,-0.1227022
3166886,2015,0.12973487,0.19128788,NA,NA,-0.071110278
3166910,2007,0.2768302,0.24905661,NA,NA,0.019504994
3166910,2011,0.33633959,0.23075998,0.04064396,0.5732711,0.062211394
3166910,2013,0.34609634,0.25560537,-0.022953838,0.5785293,-0.051398695
3166928,2013,0.3020097,0.17855565,NA,NA,-0.28363428
3366977,2004,0.62739837,0.45162418,NA,NA,-0.14093575
3366977,2014,0.85640925,0.64735502,NA,-0.1352466,0.028452933
3366985,2016,0.84069639,0.90380847,NA,-0.15636756,-0.0031539053
3366993,2006,0.43826181,0.58532059,NA,NA,0.0020310804
3366993,2013,0.61299467,0.49168494,0.11132251,0.06550169,0.0097691715
3366993,2015,0.62099683,0.56405008,NA,0.12111705,-0.010060117
3367033,2002,0.51158226,NA,NA,NA,0.073099211
3367033,2006,0.54845679,0.40176594,NA,NA,0.1333385
3367033,2011,0.62410021,0.38800251,0.11113423,0.054305941,0.073703349
3367058,2011,0.72134954,0.45866135,0.15089035,-0.20746362,0.032060161
3367058,2013,0.72938311,0.53466552,0.053459197,-0.053115241,-6.9980323e-4
3367058,2015,0.74320495,0.56900728,NA,-0.003226707,0.040700927
3367082,2005,0.36535603,0.67045385,NA,NA,-0.092631474
3367082,2015,0.60735583,0.70040888,NA,-0.039865278,0.023086995
3367090,2001,0.6268689,NA,NA,NA,-0.16086632
3367090,2001,0.6268689,NA,NA,NA,0.08686316
3367090,2005,0.64941204,0.52378201,NA,NA,-0.097689718
3367090,2005,0.64941204,0.52378201,NA,NA,0.15751514
3367090,2007,0.69266123,0.56047362,NA,NA,-0.21785405
3367090,2008,0.71586299,0.56534272,0.058811799,-0.23457202,0.015863508
3367090,2009,0.73948574,0.61503536,0.10059567,-0.28268662,0.036116511
3367090,2011,0.79028654,0.60970396,0.086451337,-0.25219157,0.076988578
3367090,2011,0.79028654,0.60970396,0.086451337,-0.25219157,-0.018737584
3367090,2015,0.84479803,0.71662182,NA,-0.18579455,-0.089817584
3367090,2015,0.84479803,0.71662182,NA,-0.18579455,-0.045849562
3367090,2015,0.84479803,0.71662182,NA,-0.18579455,0.0098880827
3367116,2002,0.28591818,NA,NA,NA,-0.14225404
3367116,2006,0.33962655,0.24211618,NA,NA,-0.089475691
3367124,2001,0.67726439,NA,NA,NA,-0.0061112046
3367124,2006,0.72578675,0.55395663,NA,NA,-0.021474004
3367124,2007,0.74936175,0.53824902,NA,NA,-0.012135342
3367124,2011,0.83611119,0.63054109,0.11646734,-0.35765353,0.036711603
3367124,2013,0.87036037,0.64819801,0.061066523,-0.28901675,-0.07808277
3367124,2015,0.88315356,0.69939166,NA,-0.29354665,-0.025031105
3367173,2004,0.65678275,0.63549954,NA,NA,0.07322444
3367173,2008,0.72288942,0.68980831,0.035787851,-0.30407205,0.12358601
3367181,2006,0.64458001,0.55808151,NA,NA,-0.038117647
3367181,2010,0.67211771,0.54946852,-0.069915682,-0.284015,-0.034470111
3367181,2012,0.69076306,0.59759039,-0.062443703,-0.33225027,-0.015407339
3367181,2016,0.72926623,0.648018,NA,-0.37462002,2.7196109e-4
3367199,2002,0.80568832,NA,NA,NA,-0.043196067
3367199,2006,0.87484169,0.83811736,NA,NA,0.0039032102
3367199,2016,0.96654743,0.91091233,NA,-0.36833513,-0.12295082
3367207,2004,0.61820483,0.33104569,NA,NA,-0.043829918
3367207,2012,0.74066818,0.52269018,0.020963758,NA,0.038125262
3367215,2004,0.56198078,0.46939775,NA,NA,-0.042399064
3367215,2006,0.5803169,0.47035989,NA,NA,-0.16722058
3367215,2008,0.60922521,0.48173058,-0.039391376,-0.033382017,-0.027194768
3367215,2012,0.67156726,0.52972573,0.081128702,-0.076183446,-0.023396298
3367249,2013,0.7780211,0.59389013,0.03286323,-0.23667346,-0.033201501
3367249,2015,0.7957958,0.57074839,NA,-0.30029923,-0.018141881
3373676,2007,0.98276776,0.89858043,NA,NA,0.028081954
3373676,2011,0.98684371,0.89487147,0.24451384,-0.66320068,0.30852452
3375176,2004,0.39380866,0.38346866,NA,NA,0.24410073
3375176,2015,0.62684548,0.49456033,NA,0.08329244,-0.056602955
3375192,2015,0.5044893,0.15604293,NA,0.51835108,-0.1125807
3375242,2002,0.71840072,NA,NA,NA,-0.050382815
3375242,2008,0.85172689,0.64248997,0.10157318,-0.16529787,0.052015617
3375242,2013,0.92162478,0.64071214,0.083751753,-0.066342182,0.071776032
3467314,2007,0.63360012,0.35937563,NA,NA,-0.19975331
3467314,2011,0.69837821,0.40179467,-0.056181729,0.097505182,0.14311469
3467348,2007,0.45659083,0.45438984,NA,NA,-0.043968439
3467355,2009,0.4622243,0.3561708,NA,NA,-0.092876747
3467355,2013,0.52040404,0.48040405,NA,NA,0.0047829449
3467413,2011,0.50064075,0,0.14245056,-0.068923742,0.02327624
3467413,2015,0.53302538,0.473903,NA,-0.061360974,-0.38389397
3467421,2003,0.56443417,NA,NA,NA,-0.0034202039
3467439,2003,0.73672664,NA,NA,NA,0.12558585
3467439,2009,0.77630848,0.670614,0.079073116,-0.15658312,0.0029704347
3467439,2013,0.78993106,0.63480991,-0.068272695,-0.10075484,0.49299723
3467447,2003,0.22934133,NA,NA,NA,0.061497092
3467447,2009,0.2929517,0.29566258,-0.069054246,0.47514868,-0.0046954155
3467447,2011,0.31621313,0.30220383,-0.098428823,0.37674528,0.10637596
3467447,2015,0.34963131,0.37012699,NA,0.31611225,0.17917018
3473973,2001,0.36988944,NA,NA,NA,-0.0035161674
3473973,2007,0.42769068,0.29135108,NA,NA,0.0070893764
3473973,2009,0.43390805,0.25862068,-0.047800068,0.2906675,-0.11178425
3473973,2010,0.4285714,0.33447951,-0.10525902,0.28328487,-0.22680661
3473973,2013,0.47530866,0.38906527,-0.064672895,0.16775355,-0.10217848
3475283,2001,0.71856737,NA,NA,NA,0.0069129616
3475283,2013,0.77511835,0.44722077,0.091192298,-0.12092365,0.038632788
3567470,2015,0.78389382,0.6375221,NA,-0.22509125,0.016478717
3567538,2001,0.54661179,NA,NA,NA,-0.037407592
3567538,2015,0.66119158,0.38743961,NA,NA,0.018740281
3575259,2001,0.46902019,NA,NA,NA,0.010516822
3575259,2003,0.44296873,NA,NA,NA,0.093620554
3575259,2005,0.49249464,0.33738384,NA,NA,0.047175974
3575259,2007,0.50146627,0.37829912,NA,NA,-0.11565539
3575259,2015,0.96591789,0.53137106,NA,-0.39479849,8.0710649e-4
3667587,2004,0.62786049,0.64007998,NA,NA,-0.057142854
3667587,2006,0.66646349,0.68962014,NA,NA,0.014523938
3667587,2010,0.76427418,0.6637311,0.16005224,-0.39709124,-0.025859356
3667587,2010,0.76427418,0.6637311,0.16005224,-0.39709124,-0.015375726
3667587,2013,0.8733387,0.74448168,-0.29603723,-0.1465589,0.041058451
3667587,2013,0.8733387,0.74448168,-0.29603723,-0.1465589,-0.027202576
3667587,2015,0.89285713,0.81573325,NA,-0.247527,0.0035801455
3667595,2015,0.51332092,0.29135689,NA,0.41827652,-0.029673681
3667611,2004,0.5578022,0.53421247,NA,NA,-0.0072322637
3667611,2006,0.57485116,0.53035712,NA,NA,-0.0079644918
3667645,2010,0.65779173,0.39291307,-0.029827707,0.16748248,0.011284143
3667645,2015,0.6924656,0.51098335,NA,0.15123004,0.018876195
3667652,2002,0.61702126,NA,NA,NA,0.043798745
3667678,2011,0.6968807,0.24364111,0.054114223,0.21449436,0.0042055249
3667678,2015,0.75409478,0.36065266,NA,0.30823967,-0.048975036
3667686,2002,0.75182629,NA,NA,NA,0.026101112
3667686,2008,0.83349991,0.50266469,-0.03185758,-0.30375117,-0.23533671
3667686,2010,0.85957807,0.58362746,0.10261095,-0.35020512,0.0077237189
3667686,2013,0.89359099,0.65908349,0.081748724,-0.34075555,0.053051829
3667686,2015,0.90791255,0.74682313,NA,-0.25297362,-0.38591921
3667694,2002,0.76496065,NA,NA,NA,-0.017206475
3667694,2003,0.78674465,NA,NA,NA,-0.12706736
3667694,2006,0.8067047,0.65620542,NA,NA,-0.01941748
3667694,2008,0.83506227,0.63934994,0.10020161,-0.24204777,0.0083217919
3667694,2013,0.89245415,0.71368122,0.0038609803,-0.13514291,0.025151983
3667702,2006,0.58729219,0.14988123,NA,NA,-0.10477027
3667702,2010,0.68390608,0.21036066,0.26195377,0.22293995,-0.042991489
3667710,2006,0.86105144,0.74718076,NA,NA,-0.019987196
3667710,2015,0.94093257,0.73080677,NA,-0.18714412,-0.0048170835
3667777,2004,0.29682195,0.50498819,NA,NA,-0.024137706
3667777,2008,0.32481253,0.3556565,-0.038167428,0.3340649,0.037892088
3667777,2015,0.41864848,0.61697221,NA,0.19427878,0.066383362
3667801,2002,0.35334241,NA,NA,NA,-0.1120476
3667801,2005,0.34723276,0.57846856,NA,NA,-0.039770693
3667819,2002,0.8282361,NA,NA,NA,0.0297281
3667819,2004,0.85137767,0.7954753,NA,NA,-0.070580795
3667819,2008,0.90234691,0.76600659,0.19978404,-0.50779831,-0.14598666
3667819,2010,0.91883773,0.78682542,0.25331312,-0.44895807,0.0074098408
3667827,2013,0.66006887,NA,0.25602135,-0.29886934,0.061224461
3667843,2004,0.51387036,0.35344231,NA,NA,-0.076084793
3667843,2011,0.58853042,0.43486825,0.063775338,0.10493301,-0.18808644
3667850,2008,0.89811748,0.63403153,-0.0064790547,-0.28305173,-0.12899177
3667850,2011,0.92547613,0.59973955,0.07995756,-0.32621884,-0.036972389
3667850,2015,0.94585943,0.80828118,NA,-0.19306314,0.032917991
3667868,2013,0.2824074,0.40123457,-0.10653027,0.50274622,-0.45155966
3667876,2004,0.77217984,0.75077188,NA,NA,-0.081502758
3667876,2006,0.79717863,0.74816936,NA,NA,0.011913642
3667876,2008,0.82512122,0.80470979,-0.048030287,-0.39676797,-0.024435133
3667876,2011,0.87074888,0.79144579,0.12852138,-0.47235236,0.0016886145
3667918,2006,0.59447366,0.53428793,NA,NA,-0.0017315894
3667934,2008,0.63881427,0.48138911,0.0060483813,-0.20890383,-0.041456014
3667934,2011,0.7144357,0.45536795,-0.023486868,-0.15253544,0.0062165707
3667934,2013,0.77536392,0.48511449,0.070855692,-0.22417244,0.0065746307
3667959,2010,0.34643006,0.29985639,0.041333772,0.25550362,-0.044413865
3673858,2012,0.74876845,0.4848485,NA,NA,-0.090909094
3675069,2006,0.52409399,0.28936404,NA,NA,0.10235889
3675077,2006,0.35758352,0.40791455,NA,NA,0.076911181
3675077,2015,0.54161406,0.59958935,NA,0.0078364611,0.0062238872
3767975,2015,0.4633283,0.34446129,NA,0.23442854,-0.086045519
3767983,2003,0.5958904,NA,NA,NA,0.04756242
3767991,2007,0.37219518,0.49063295,NA,NA,-0.031181887
3768007,2001,0.26222223,NA,NA,NA,0.035027891
3768023,2005,0.78141212,0.45350778,NA,NA,-0.19468433
3768023,2005,0.78141212,0.45350778,NA,NA,-0.14797649
3768023,2007,0.80465114,0.45623296,NA,NA,-0.069384933
3768023,2009,0.83002532,0.4547683,0.23578319,-0.090856671,-0.037087828
3768023,2011,0.85399669,0.39188576,0.26526016,-7.2523591e-4,-0.15749943
3768023,2011,0.85399669,0.39188576,0.26526016,-7.2523591e-4,0.39591241
3768023,2011,0.85399669,0.39188576,0.26526016,-7.2523591e-4,-0.29051909
3768023,2013,0.87654048,0.39264232,0.15952018,0.10782718,0.08651197
3768023,2013,0.87654048,0.39264232,0.15952018,0.10782718,0.12531078
3768023,2015,0.60870671,0.42456231,NA,0.22734679,-0.31627226
3768023,2015,0.60870671,0.42456231,NA,0.22734679,-0.20665756
3768049,2001,0.29787236,NA,NA,NA,-0.034408599
3768098,2011,0.72555208,0.58858246,-0.086520016,-0.30382475,-0.54176354
3768098,2015,0.77307749,0.66142631,NA,-0.34761506,-0.0022560358
3768114,2011,0.56745148,0.45849803,-0.076023966,-0.041725382,-0.10483037
3768114,2015,0.60463482,0.60656601,NA,-0.078783974,-0.096984327
3768163,2005,0.19354838,0.050691243,NA,NA,0.0067390501
3768213,2005,0.37555802,0.55636162,NA,NA,0.24284843
3768213,2007,0.40129799,0.56462955,NA,NA,-0.21345517
3768213,2007,0.40129799,0.56462955,NA,NA,0.16076294
3768213,2009,0.42396563,0.54809242,-0.088175684,-0.041299224,-0.46652773
3768213,2011,0.4697057,0.51298326,-0.074093334,-0.024417043,0.07859078
3768213,2011,0.4697057,0.51298326,-0.074093334,-0.024417043,-0.14806068
3768213,2013,0.50884688,0.59487492,-0.13730289,-0.10733338,-0.15276274
3768213,2015,0.53807741,0.44985434,NA,-0.15826038,-0.15088141
3768221,2001,0.94577497,NA,NA,NA,0.038358837
3768221,2005,0.9528358,0.99552238,NA,NA,-0.022927046
3768221,2015,0.99116814,0.84285951,NA,-0.12340467,0.0061134249
3768304,2011,0.31816244,0.3383587,-0.0262153,0.29904068,0.004475221
3768338,2001,0.71818858,NA,NA,NA,0.055721253
