id,send_date,resp_date,days_to_resp,t_mohammad,t_good,treatments,resp_true,reject1,unclear1,accept1,school_type,bigcity,region,above_median_student,above_median_grades,above_median_non_danes
1394,2017-03-08,2017-03-17,9,1,1,0,1,1,0,0,0,0,Region Syddanmark,0,1,0
1395,2017-03-08,2017-03-10,2,1,0,1,1,0,1,0,1,0,Region Midtjylland,1,1,1
1396,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Nordjylland,1,1,0
1397,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Syddanmark,0,NA,0
1398,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Syddanmark,1,0,1
1399,2017-03-08,2017-03-10,2,0,0,3,1,0,0,1,1,0,Region Syddanmark,1,0,0
1400,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Sjælland,1,1,1
1401,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,1,0,0
1402,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Sjælland,0,NA,1
1403,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Nordjylland,0,NA,1
1404,2017-03-08,NA,NA,1,1,0,0,1,0,0,0,1,Region Hovedstaden,0,1,1
1405,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,0,Region Midtjylland,1,1,1
1406,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,0,Region Midtjylland,0,NA,0
1407,2017-03-08,2017-03-10,2,0,1,2,1,0,1,0,1,0,Region Midtjylland,1,0,1
1408,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Midtjylland,1,0,1
1409,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,0,1,Region Hovedstaden,0,1,0
1410,2017-03-08,2017-03-08,0,1,0,1,1,1,0,0,0,0,Region Syddanmark,0,NA,1
1411,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Syddanmark,0,1,0
1412,2017-03-08,2017-03-15,7,0,0,3,1,0,0,1,1,0,Region Sjælland,0,NA,0
1413,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,0,1
1414,2017-03-08,2017-03-10,2,1,1,0,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1415,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,1,0,0
1416,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Nordjylland,0,NA,0
1417,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,0,NA,1
1418,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,0,0
1419,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Sjælland,0,1,0
1420,2017-03-08,2017-03-08,0,0,0,3,1,0,0,1,1,0,Region Syddanmark,0,0,0
1421,2017-03-08,2017-03-10,2,1,1,0,1,1,0,0,1,1,Region Hovedstaden,1,0,0
1422,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Syddanmark,1,0,1
1423,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,0,Region Syddanmark,1,1,1
1424,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,1,Region Hovedstaden,1,1,1
1425,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1426,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Hovedstaden,1,NA,0
1427,2017-03-08,2017-03-15,7,1,1,0,1,0,1,0,0,0,Region Midtjylland,0,1,1
1428,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Nordjylland,NA,NA,NA
1429,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,1,Region Midtjylland,1,1,1
1430,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,1,0,Region Syddanmark,1,0,1
1431,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Midtjylland,1,0,1
1432,2017-03-08,2017-03-10,2,0,0,3,1,1,0,0,0,0,Region Sjælland,1,1,1
1433,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Sjælland,0,NA,0
1434,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Midtjylland,0,NA,1
1435,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,1,0,Region Nordjylland,1,1,0
1436,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Midtjylland,1,1,0
1437,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Midtjylland,0,NA,0
1438,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,0,Region Syddanmark,0,0,0
1439,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,NA,1
1440,2017-03-08,NA,NA,1,0,1,0,1,0,0,0,0,Region Syddanmark,0,NA,1
1441,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,1,Region Nordjylland,0,NA,0
1442,2017-03-08,NA,NA,1,0,1,0,1,0,0,0,0,Region Sjælland,0,1,0
1443,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1444,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,0,0,1
1445,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,1,0
1446,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1447,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1448,2017-03-08,NA,NA,1,1,0,0,1,0,0,0,0,Region Midtjylland,0,0,1
1449,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1450,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1451,2017-03-08,2017-03-08,0,1,0,1,1,1,0,0,0,1,Region Hovedstaden,NA,NA,NA
1452,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,0,Region Midtjylland,0,NA,0
1453,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Midtjylland,1,0,1
1454,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Syddanmark,0,0,0
1455,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,1,Region Hovedstaden,1,1,1
1456,2017-03-08,2017-03-13,5,0,0,3,1,0,1,0,0,0,Region Sjælland,0,1,0
1457,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Syddanmark,0,NA,1
1458,2017-03-08,2017-03-13,5,0,1,2,0,1,0,0,1,1,Region Midtjylland,1,0,1
1459,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Sjælland,1,1,0
1460,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1461,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Midtjylland,1,1,0
1462,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,1,0,Region Sjælland,1,0,1
1463,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Midtjylland,1,0,1
1464,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,1,0
1465,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Midtjylland,0,NA,0
1466,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Sjælland,0,1,0
1467,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,1,0
1468,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,0,0,Region Nordjylland,0,0,1
1469,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Sjælland,1,0,1
1470,2017-03-08,2017-03-10,2,1,0,1,1,1,0,0,0,1,Region Nordjylland,0,1,0
1471,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1472,2017-03-08,NA,NA,0,1,2,0,1,0,0,0,1,Region Hovedstaden,0,0,1
1473,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,0,0
1474,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1475,2017-03-08,2017-03-08,0,1,1,0,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1476,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,0,Region Sjælland,1,1,0
1477,2017-03-08,2017-03-10,2,0,1,2,1,0,1,0,0,1,Region Hovedstaden,0,NA,1
1478,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Nordjylland,0,NA,0
1479,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,1,1,0
1480,2017-03-08,2017-03-10,2,1,1,0,1,0,1,0,1,1,Region Nordjylland,0,NA,0
1481,2017-03-08,NA,NA,1,1,0,0,1,0,0,0,1,Region Syddanmark,0,1,0
1482,2017-03-08,2017-03-08,0,0,0,3,0,1,0,0,1,0,Region Nordjylland,0,NA,1
1483,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Sjælland,0,0,0
1484,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Midtjylland,0,NA,0
1485,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,0,NA,0
1486,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Midtjylland,1,0,0
1487,2017-03-08,2017-03-10,2,0,0,3,1,0,0,1,0,0,Region Midtjylland,0,1,1
1488,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,1,Region Hovedstaden,1,1,1
1489,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,1,Region Hovedstaden,1,1,0
1490,2017-03-08,2017-03-14,6,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1491,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Midtjylland,0,NA,0
1492,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1493,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,1,1,0
1494,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1495,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Midtjylland,0,NA,0
1496,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,1,Region Hovedstaden,1,0,1
1497,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1498,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Midtjylland,0,0,1
1499,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Midtjylland,0,NA,0
1500,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,1,Region Hovedstaden,0,0,1
1501,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Sjælland,1,1,1
1502,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Midtjylland,0,0,0
1503,2017-03-08,NA,NA,0,0,3,0,1,0,0,0,1,Region Syddanmark,0,0,1
1504,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Sjælland,1,0,0
1505,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Sjælland,0,NA,0
1506,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Sjælland,1,0,0
1507,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Sjælland,0,0,0
1508,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1509,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1510,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Midtjylland,1,0,1
1511,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Sjælland,0,1,0
1512,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Hovedstaden,1,1,1
1513,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Nordjylland,1,NA,0
1514,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Nordjylland,0,NA,0
1515,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Syddanmark,0,NA,0
1516,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Midtjylland,0,NA,0
1517,2017-03-08,NA,NA,0,1,2,0,1,0,0,0,0,Region Sjælland,0,0,0
1518,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Syddanmark,0,1,0
1519,2017-03-08,2017-03-08,0,1,1,0,1,0,1,0,1,0,Region Nordjylland,1,NA,1
1520,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1521,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,1,0
1522,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Midtjylland,0,0,1
1523,2017-03-08,2017-03-08,0,0,1,2,1,0,0,1,1,0,Region Syddanmark,1,0,1
1524,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Syddanmark,0,1,1
1525,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,1,1,Region Hovedstaden,1,0,1
1526,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,1,0,1
1527,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1528,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Nordjylland,0,NA,0
1529,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Sjælland,0,0,0
1530,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,1,Region Hovedstaden,1,0,1
1531,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,0,NA,0
1532,2017-03-08,NA,NA,1,1,0,0,1,0,0,0,1,Region Midtjylland,0,NA,1
1533,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1534,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,0,0,0
1535,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Midtjylland,0,0,0
1536,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Midtjylland,1,1,0
1537,2017-03-08,2017-03-16,8,0,0,3,1,0,1,0,1,0,Region Midtjylland,1,0,1
1538,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,0,Region Nordjylland,1,1,0
1539,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1540,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Syddanmark,1,1,1
1541,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,0,Region Midtjylland,1,1,0
1542,2017-03-08,2017-03-10,2,1,0,1,1,1,0,0,1,0,Region Syddanmark,0,NA,1
1543,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,0,0,Region Midtjylland,0,NA,1
1544,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Midtjylland,1,1,0
1545,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Midtjylland,1,0,1
1546,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Midtjylland,0,NA,0
1547,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,NA,0
1548,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,NA,0
1549,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,1,Region Midtjylland,1,0,1
1550,2017-03-08,2017-03-14,6,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,NA,0
1551,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,1,0,0
1552,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1553,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Syddanmark,1,0,0
1554,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Midtjylland,1,0,1
1555,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Midtjylland,1,0,1
1556,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Syddanmark,0,1,1
1557,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Syddanmark,0,NA,1
1558,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,1,0,0
1559,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Midtjylland,0,NA,0
1560,2017-03-08,2017-03-08,0,0,1,2,1,0,1,0,1,1,Region Hovedstaden,0,NA,1
1561,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Sjælland,0,NA,0
1562,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Midtjylland,1,0,1
1563,2017-03-08,2017-03-09,1,1,1,0,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1564,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Sjælland,1,0,1
1565,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1566,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Sjælland,1,0,1
1567,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,0,NA,0
1568,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,1,0,1
1569,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,1,0,1
1570,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Nordjylland,1,0,1
1571,2017-03-08,2017-03-08,0,1,1,0,0,1,0,0,1,0,Region Syddanmark,0,0,0
1572,2017-03-08,2017-03-13,5,0,1,2,1,0,1,0,1,0,Region Midtjylland,1,0,1
1573,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,NA,1
1574,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Nordjylland,1,1,1
1575,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Sjælland,0,0,0
1576,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Sjælland,1,NA,0
1577,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,1,0,1
1578,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,1,1,Region Hovedstaden,1,0,1
1579,2017-03-08,2017-03-09,1,1,1,0,0,1,0,0,1,1,Region Midtjylland,1,1,1
1580,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Sjælland,0,1,0
1581,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Hovedstaden,1,1,0
1582,2017-03-08,2017-03-17,9,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1583,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Syddanmark,1,0,0
1584,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Syddanmark,0,NA,0
1585,2017-03-08,2017-03-10,2,0,1,2,1,0,1,0,1,1,Region Syddanmark,1,0,1
1586,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1587,2017-03-08,2017-03-14,6,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,1,0
1588,2017-03-08,2017-03-08,0,0,1,2,1,0,0,1,1,0,Region Midtjylland,0,NA,0
1589,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,0,0,1
1590,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,0,Region Midtjylland,1,1,1
1591,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1592,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,1,Region Hovedstaden,0,1,1
1593,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1594,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1595,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,1,Region Hovedstaden,0,NA,1
1596,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,1,0
1597,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1598,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,1
1599,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Midtjylland,1,1,1
1600,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Nordjylland,1,0,0
1601,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,1,0,1
1602,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1603,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,1,Region Hovedstaden,1,1,1
1604,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,0,Region Sjælland,0,0,0
1605,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Syddanmark,1,1,1
1606,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Midtjylland,0,1,1
1607,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Midtjylland,0,NA,1
1608,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,0,Region Syddanmark,0,0,0
1609,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1610,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Nordjylland,0,NA,1
1611,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,0,Region Nordjylland,0,NA,1
1612,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Midtjylland,0,NA,1
1613,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Midtjylland,1,1,1
1614,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,0,0,Region Midtjylland,0,NA,1
1615,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,1,Region Hovedstaden,0,0,1
1616,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,1,Region Midtjylland,1,1,1
1617,2017-03-08,2017-03-08,0,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,1,0
1618,2017-03-08,2017-03-08,0,0,1,2,1,0,1,0,1,0,Region Sjælland,1,0,1
1619,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Midtjylland,1,0,1
1620,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Syddanmark,1,0,0
1621,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1622,2017-03-08,2017-03-10,2,0,1,2,1,0,0,1,1,1,Region Hovedstaden,1,0,1
1623,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Midtjylland,1,0,1
1624,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Sjælland,1,0,1
1625,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,0,1,Region Nordjylland,0,1,0
1626,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,1,1,0
1627,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Syddanmark,0,0,1
1628,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,1,Region Midtjylland,0,0,1
1629,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Nordjylland,0,1,1
1630,2017-03-08,2017-03-13,5,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,0,0
1631,2017-03-08,2017-03-08,0,0,0,3,1,0,0,1,1,0,Region Syddanmark,0,NA,0
1632,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,1,Region Hovedstaden,1,1,1
1633,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,0,NA,0
1634,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1635,2017-03-08,2017-03-09,1,1,0,1,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1636,2017-03-08,2017-03-20,12,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,0,1
1637,2017-03-08,2017-03-10,2,1,1,0,1,0,1,0,1,0,Region Sjælland,1,0,1
1638,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,1,0
1639,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Syddanmark,0,0,0
1640,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,0,0,Region Syddanmark,0,NA,0
1641,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Nordjylland,1,1,0
1642,2017-03-08,2017-03-14,6,0,1,2,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1643,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1644,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,1,Region Syddanmark,1,0,1
1645,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Nordjylland,0,NA,0
1646,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Sjælland,1,0,0
1647,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,0,0,1
1648,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,1,Region Hovedstaden,0,NA,1
1649,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1650,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Midtjylland,1,1,0
1651,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Syddanmark,0,NA,1
1652,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1653,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,1,0
1654,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Syddanmark,0,NA,1
1655,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,1,Region Syddanmark,1,1,1
1656,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,0,0
1657,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Midtjylland,1,1,1
1658,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Syddanmark,0,0,0
1659,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Nordjylland,1,1,0
1660,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,1,Region Midtjylland,0,0,1
1661,2017-03-08,2017-03-10,2,1,1,0,1,1,0,0,0,0,Region Sjælland,0,1,1
