id,send_date,resp_date,days_to_resp,t_mohammad,t_good,treatments,resp_true,reject1,unclear1,accept1,school_type,bigcity,region,above_median_student,above_median_grades,above_median_non_danes
1127,2017-03-08,NA,NA,0,0,3,0,1,0,0,0,0,Region Syddanmark,0,0,1
1128,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Syddanmark,0,NA,0
1129,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,1,1,Region Syddanmark,1,1,0
1130,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,0,1
1131,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1132,2017-03-08,2017-03-10,2,1,0,1,1,1,0,0,1,0,Region Sjælland,1,NA,1
1133,2017-03-08,2017-03-10,2,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1134,2017-03-08,NA,NA,0,1,2,0,1,0,0,0,1,Region Midtjylland,1,1,0
1135,2017-03-08,2017-03-10,2,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1136,2017-03-08,2017-03-23,15,1,0,1,1,1,0,0,0,0,Region Sjælland,0,0,0
1137,2017-03-08,2017-03-08,0,1,1,0,1,0,1,0,1,0,Region Syddanmark,1,0,0
1138,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,0,0,0
1139,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Syddanmark,0,NA,0
1140,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Midtjylland,1,0,1
1141,2017-03-08,NA,NA,1,0,1,0,1,0,0,0,0,Region Midtjylland,0,1,0
1142,2017-03-08,2017-03-13,5,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,0,1
1143,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,0,Region Syddanmark,0,NA,0
1144,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,0,0,Region Nordjylland,0,1,0
1145,2017-03-08,2017-03-08,0,0,1,2,1,0,0,1,1,0,Region Nordjylland,1,0,1
1146,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,1,Region Nordjylland,0,NA,0
1147,2017-03-08,2017-03-08,0,0,1,2,1,0,1,0,0,0,Region Nordjylland,0,NA,0
1148,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1149,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,0,Region Nordjylland,0,NA,1
1150,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,1,Region Syddanmark,1,1,0
1151,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,1,0,Region Syddanmark,1,0,1
1152,2017-03-08,2017-03-08,0,1,0,1,1,0,0,1,1,0,Region Syddanmark,0,1,0
1153,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Sjælland,0,0,1
1154,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Sjælland,0,1,0
1155,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,1,1,0
1156,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,0,0
1157,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Midtjylland,1,1,0
1158,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,1,Region Hovedstaden,0,1,1
1159,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Syddanmark,1,0,1
1160,2017-03-08,NA,NA,0,1,2,0,1,0,0,0,0,Region Syddanmark,0,0,0
1161,2017-03-08,2017-03-09,1,1,1,0,0,1,0,0,1,0,Region Midtjylland,0,1,0
1162,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Midtjylland,0,1,0
1163,2017-03-08,2017-03-08,0,1,0,1,1,0,0,1,1,0,Region Nordjylland,1,NA,1
1164,2017-03-08,2017-03-09,1,1,0,1,0,1,0,0,0,0,Region Syddanmark,0,0,0
1165,2017-03-08,2017-03-13,5,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1166,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,1,1,1
1167,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Syddanmark,0,NA,0
1168,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Midtjylland,1,0,1
1169,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Midtjylland,1,0,1
1170,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Sjælland,0,NA,0
1171,2017-03-08,2017-03-21,13,0,0,3,1,0,0,1,1,0,Region Midtjylland,0,0,1
1172,2017-03-08,2017-04-04,27,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1173,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Nordjylland,0,0,0
1174,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Nordjylland,0,0,0
1175,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,0,NA,1
1176,2017-03-08,2017-03-08,0,1,1,0,1,0,1,0,1,0,Region Syddanmark,1,1,0
1177,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1178,2017-03-08,2017-03-10,2,0,0,3,1,0,0,1,1,0,Region Midtjylland,0,NA,0
1179,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Syddanmark,1,0,1
1180,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Syddanmark,1,1,0
1181,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Midtjylland,1,0,0
1182,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1183,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,1,1,Region Hovedstaden,1,1,0
1184,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Syddanmark,0,0,0
1185,2017-03-08,2017-03-16,8,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1186,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Midtjylland,0,NA,1
1187,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Nordjylland,1,1,0
1188,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Midtjylland,1,0,0
1189,2017-03-08,2017-03-10,2,1,0,1,1,0,1,0,1,0,Region Nordjylland,1,0,1
1190,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Sjælland,1,NA,1
1191,2017-03-08,NA,NA,1,1,0,0,1,0,0,0,0,Region Syddanmark,0,1,1
1192,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Syddanmark,1,1,1
1193,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Nordjylland,0,NA,0
1194,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,0,0
1195,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Nordjylland,0,0,1
1196,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,0,1,Region Hovedstaden,0,0,1
1197,2017-03-08,2017-03-10,2,1,0,1,1,1,0,0,0,0,Region Sjælland,0,NA,0
1198,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1199,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Nordjylland,0,NA,0
1200,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Sjælland,0,1,0
1201,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Nordjylland,1,NA,0
1202,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Syddanmark,0,0,0
1203,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,0,Region Sjælland,0,0,0
1204,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,1,Region Hovedstaden,1,1,1
1205,2017-03-08,2017-03-14,6,0,1,2,1,0,1,0,1,0,Region Syddanmark,0,0,1
1206,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Nordjylland,1,0,0
1207,2017-03-08,2017-03-14,6,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1208,2017-03-08,2017-03-08,0,0,1,2,1,0,0,1,0,0,Region Midtjylland,0,NA,0
1209,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,1,Region Hovedstaden,1,1,0
1210,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Sjælland,0,NA,0
1211,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,0,0,Region Sjælland,0,1,1
1212,2017-03-08,2017-03-08,0,1,1,0,0,1,0,0,1,0,Region Sjælland,0,NA,0
1213,2017-03-08,2017-03-13,5,0,0,3,1,0,0,1,0,0,Region Midtjylland,0,0,1
1214,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1215,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Midtjylland,0,1,1
1216,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Nordjylland,1,0,0
1217,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Nordjylland,1,0,0
1218,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1219,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Sjælland,0,0,0
1220,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Syddanmark,0,1,0
1221,2017-03-08,2017-03-09,1,1,1,0,0,1,0,0,1,0,Region Sjælland,0,1,0
1222,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1223,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,0,0,Region Syddanmark,0,NA,1
1224,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1225,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,0,1
1226,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Midtjylland,1,0,1
1227,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,NA,0
1228,2017-03-08,2017-03-08,0,0,0,3,0,1,0,0,1,0,Region Midtjylland,0,NA,0
1229,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1230,2017-03-08,NA,NA,0,1,2,0,1,0,0,0,0,Region Syddanmark,0,NA,0
1231,2017-03-08,2017-03-10,2,0,0,3,0,1,0,0,1,1,Region Hovedstaden,1,0,1
1232,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Syddanmark,1,1,1
1233,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Syddanmark,0,NA,0
1234,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,1,0,Region Sjælland,0,NA,0
1235,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1236,2017-03-08,2017-03-08,0,0,1,2,1,1,0,0,0,0,Region Syddanmark,1,1,0
1237,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Sjælland,1,0,1
1238,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,0,NA,1
1239,2017-03-08,2017-03-08,0,0,1,2,1,0,0,1,1,0,Region Nordjylland,0,0,0
1240,2017-03-08,2017-03-14,6,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,0,0
1241,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Midtjylland,1,1,1
1242,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Syddanmark,1,0,0
1243,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1244,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Hovedstaden,NA,NA,NA
1245,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Nordjylland,1,0,1
1246,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Midtjylland,1,1,0
1247,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Hovedstaden,0,1,0
1248,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,1,1,Region Hovedstaden,0,NA,1
1249,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Midtjylland,1,0,0
1250,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Sjælland,0,0,1
1251,2017-03-08,2017-03-10,2,1,1,0,1,0,0,1,1,1,Region Nordjylland,0,0,0
1252,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,0,Region Syddanmark,0,1,1
1253,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1254,2017-03-08,2017-03-08,0,1,1,0,1,0,0,1,1,0,Region Syddanmark,0,0,0
1255,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,1,1,Region Hovedstaden,1,1,1
1256,2017-03-08,2017-03-16,8,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,1,1
1257,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,1,Region Hovedstaden,1,1,1
1258,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,1,Region Hovedstaden,0,0,1
1259,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,1,Region Hovedstaden,1,0,0
1260,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Sjælland,1,0,0
1261,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Midtjylland,0,NA,0
1262,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,0,0,Region Midtjylland,0,NA,0
1263,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Syddanmark,0,NA,0
1264,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,0,Region Sjælland,1,1,0
1265,2017-03-08,2017-03-09,1,1,0,1,0,1,0,0,0,0,Region Nordjylland,NA,NA,NA
1266,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Midtjylland,0,NA,0
1267,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,1,Region Hovedstaden,1,1,1
1268,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Midtjylland,0,0,0
1269,2017-03-08,2017-03-13,5,0,1,2,1,0,0,1,0,0,Region Nordjylland,0,NA,0
1270,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,1,0
1271,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Sjælland,0,NA,0
1272,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Sjælland,1,0,0
1273,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Midtjylland,0,0,0
1274,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Nordjylland,0,NA,0
1275,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1276,2017-03-08,2017-03-08,0,0,0,3,1,0,0,1,0,1,Region Nordjylland,0,1,1
1277,2017-03-08,2017-03-08,0,0,0,3,1,0,1,0,1,0,Region Sjælland,0,NA,0
1278,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,0,1,Region Hovedstaden,0,1,1
1279,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Syddanmark,1,0,0
1280,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Sjælland,0,0,0
1281,2017-03-08,2017-03-08,0,0,1,2,1,0,0,1,0,0,Region Midtjylland,0,0,0
1282,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,1,0,Region Midtjylland,1,1,1
1283,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Syddanmark,0,0,0
1284,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Syddanmark,1,1,0
1285,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Midtjylland,0,1,0
1286,2017-03-08,2017-03-10,2,1,0,1,1,0,1,0,0,0,Region Syddanmark,0,NA,1
1287,2017-03-08,2017-03-14,6,0,0,3,1,0,1,0,0,1,Region Midtjylland,0,1,1
1288,2017-03-08,2017-03-13,5,1,0,1,1,0,1,0,1,0,Region Nordjylland,0,0,0
1289,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Midtjylland,1,1,0
1290,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,NA,1
1291,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,0,0,Region Syddanmark,0,NA,1
1292,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Midtjylland,1,1,1
1293,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Sjælland,0,NA,0
1294,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,1,Region Hovedstaden,0,1,1
1295,2017-03-08,2017-03-10,2,1,1,0,1,0,0,1,0,1,Region Nordjylland,0,1,0
1296,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Sjælland,1,NA,0
1297,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,0,1,Region Hovedstaden,0,1,0
1298,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,1,Region Hovedstaden,1,1,1
1299,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,0,0,Region Nordjylland,0,NA,0
1300,2017-03-08,2017-03-10,2,0,0,3,1,0,0,1,1,0,Region Midtjylland,0,NA,1
1301,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,1,Region Midtjylland,0,1,0
1302,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,0,0,Region Nordjylland,0,NA,0
1303,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Hovedstaden,1,1,0
1304,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Midtjylland,0,NA,0
1305,2017-03-08,2017-03-08,0,1,1,0,1,0,1,0,1,0,Region Nordjylland,1,0,1
1306,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Syddanmark,0,1,0
1307,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Midtjylland,0,0,0
1308,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Sjælland,1,1,0
1309,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Midtjylland,1,0,1
1310,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,0,Region Nordjylland,0,0,0
1311,2017-03-08,2017-03-09,1,0,1,2,1,0,0,1,1,1,Region Syddanmark,0,0,1
1312,2017-03-08,2017-03-13,5,1,0,1,1,0,1,0,1,1,Region Hovedstaden,1,1,0
1313,2017-03-08,2017-03-12,4,0,0,3,1,0,0,1,1,0,Region Midtjylland,1,0,1
1314,2017-03-08,2017-03-13,5,1,0,1,1,0,0,1,1,0,Region Midtjylland,0,NA,0
1315,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,1,0,1
1316,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,1,Region Hovedstaden,1,1,1
1317,2017-03-08,2017-03-13,5,1,1,0,1,1,0,0,1,1,Region Hovedstaden,1,1,0
1318,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Midtjylland,0,NA,1
1319,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Nordjylland,0,NA,0
1320,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Nordjylland,0,1,0
1321,2017-03-08,2017-03-09,1,0,1,2,0,1,0,0,1,0,Region Midtjylland,1,1,0
1322,2017-03-08,2017-03-13,5,1,0,1,1,0,0,1,0,1,Region Midtjylland,NA,NA,NA
1323,2017-03-08,2017-03-10,2,1,0,1,1,1,0,0,0,1,Region Hovedstaden,0,1,1
1324,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Sjælland,0,NA,0
1325,2017-03-08,2017-03-11,3,0,0,3,1,0,0,1,1,0,Region Sjælland,0,NA,0
1326,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Sjælland,0,0,0
1327,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,1,Region Midtjylland,1,1,0
1328,2017-03-08,NA,NA,1,1,0,0,1,0,0,0,0,Region Syddanmark,0,NA,1
1329,2017-03-08,NA,NA,1,0,1,0,1,0,0,0,0,Region Sjælland,0,NA,0
1330,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,0,Region Syddanmark,1,0,1
1331,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,0,0,Region Midtjylland,0,NA,0
1332,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,0,1,Region Hovedstaden,0,NA,1
1333,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Midtjylland,1,1,0
1334,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Midtjylland,1,1,0
1335,2017-03-08,2017-03-10,2,1,1,0,1,0,1,0,0,0,Region Nordjylland,0,NA,1
1336,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,1,0,Region Midtjylland,1,0,1
1337,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,1,1
1338,2017-03-08,2017-03-09,1,1,1,0,1,1,0,0,1,1,Region Syddanmark,1,0,1
1339,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,1,1
1340,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Midtjylland,0,0,0
1341,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Sjælland,1,0,1
1342,2017-03-08,2017-03-09,1,0,1,2,1,1,0,0,0,0,Region Syddanmark,1,1,1
1343,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,0,Region Nordjylland,0,0,1
1344,2017-03-08,2017-03-09,1,0,0,3,1,1,0,0,0,1,Region Hovedstaden,1,1,0
1345,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Sjælland,1,1,0
1346,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,1,0,Region Midtjylland,1,0,1
1347,2017-03-08,2017-03-09,1,1,0,1,1,1,0,0,0,0,Region Syddanmark,0,1,0
1348,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,1,Region Hovedstaden,1,1,0
1349,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,1,Region Midtjylland,1,1,1
1350,2017-03-08,2017-03-09,1,1,1,0,1,0,1,0,1,1,Region Nordjylland,0,0,0
1351,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Nordjylland,0,NA,0
1352,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,0,Region Sjælland,0,NA,0
1353,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,1,Region Hovedstaden,1,0,1
1354,2017-03-08,2017-03-09,1,0,0,3,1,0,0,1,1,0,Region Midtjylland,1,0,0
1355,2017-03-08,2017-03-09,1,1,1,0,0,1,0,0,1,0,Region Nordjylland,0,0,0
1356,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,0,0,0
1357,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,1,1,Region Hovedstaden,1,0,0
1358,2017-03-08,2017-03-08,0,0,0,3,1,1,0,0,0,0,Region Midtjylland,0,NA,0
1359,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,1,Region Hovedstaden,1,NA,1
1360,2017-03-08,2017-03-09,1,0,0,3,1,0,1,0,1,0,Region Syddanmark,1,0,1
1361,2017-03-08,2017-03-13,5,1,0,1,1,0,1,0,1,0,Region Sjælland,0,NA,0
1362,2017-03-08,2017-03-10,2,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1363,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,0,0
1364,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Syddanmark,0,NA,1
1365,2017-03-08,2017-03-10,2,0,1,2,1,0,1,0,1,0,Region Syddanmark,0,NA,1
1366,2017-03-08,2017-03-09,1,1,0,1,1,0,0,1,1,0,Region Midtjylland,1,0,1
1367,2017-03-08,2017-03-13,5,1,1,0,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1368,2017-03-08,2017-03-13,5,0,0,3,1,0,1,0,1,0,Region Midtjylland,0,NA,0
1369,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,0,0,Region Nordjylland,0,NA,0
1370,2017-03-08,2017-03-10,2,1,1,0,1,0,0,1,1,1,Region Hovedstaden,1,0,1
1371,2017-03-08,NA,NA,0,0,3,0,1,0,0,0,0,Region Nordjylland,NA,NA,NA
1372,2017-03-08,NA,NA,0,0,3,0,1,0,0,0,1,Region Syddanmark,0,1,1
1373,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Nordjylland,1,0,1
1374,2017-03-08,NA,NA,0,1,2,0,1,0,0,1,0,Region Syddanmark,1,0,0
1375,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,1,0,0
1376,2017-03-08,2017-03-13,5,1,1,0,1,1,0,0,1,0,Region Midtjylland,0,NA,0
1377,2017-03-08,2017-03-09,1,1,1,0,1,0,0,1,1,0,Region Midtjylland,1,1,0
1378,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,1,Region Hovedstaden,1,0,0
1379,2017-03-08,2017-03-09,1,1,0,1,1,0,1,0,1,0,Region Sjælland,1,0,0
1380,2017-03-08,2017-03-10,2,0,1,2,1,0,1,0,1,0,Region Midtjylland,0,1,0
1381,2017-03-08,2017-03-09,1,1,1,0,0,1,0,0,1,1,Region Hovedstaden,1,1,1
1382,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Nordjylland,1,0,1
1383,2017-03-08,2017-03-08,0,1,0,1,1,0,1,0,0,1,Region Hovedstaden,0,0,1
1384,2017-03-08,NA,NA,0,0,3,0,1,0,0,1,1,Region Midtjylland,1,0,1
1385,2017-03-08,2017-03-10,2,1,0,1,1,1,0,0,0,0,Region Sjælland,0,1,1
1386,2017-03-08,2017-03-10,2,1,1,0,1,0,1,0,0,0,Region Nordjylland,0,0,0
1387,2017-03-08,2017-03-13,5,0,1,2,1,0,1,0,1,1,Region Syddanmark,1,1,0
1388,2017-03-08,NA,NA,1,0,1,0,1,0,0,1,0,Region Syddanmark,0,NA,0
1389,2017-03-08,NA,NA,1,1,0,0,1,0,0,1,1,Region Midtjylland,1,1,1
1390,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,1,0,Region Midtjylland,1,1,1
1391,2017-03-08,2017-03-09,1,0,1,2,1,0,1,0,0,1,Region Hovedstaden,0,1,1
1392,2017-03-08,2017-03-09,1,0,0,3,0,1,0,0,1,0,Region Syddanmark,1,0,1
1393,2017-03-08,2017-03-13,5,1,1,0,0,1,0,0,1,1,Region Midtjylland,1,0,1
