baseline_age,baseline_previousinvest,baseLine_female,treatment,baseline_cons_vote,baseline_lab_vote,baseline_noedu,baseline_SocioeconomicValues,SocioeconomicValues_post
67,0,0,1,0,1,0,-0.50382358,-0.29976112
63,0,1,1,0,0,0,0.11762471,-0.31878862
63,0,1,1,0,1,0,-1.1508276,-1.3718296
62,1,1,1,1,0,0,1.5066699,1.0387793
37,1,0,0,0,1,0,1.0563517,1.2884482
62,0,0,1,0,0,0,-0.097192183,1.1892909
64,0,1,1,0,1,0,-1.0046791,-2.7842555
30,1,1,1,0,1,0,3.3965704,2.9830048
58,0,1,1,1,0,0,1.5572072,1.4664563
65,0,1,1,1,0,1,-0.015635539,-0.74646568
63,1,1,1,1,0,0,2.3946388,1.0493377
45,1,0,1,0,0,0,1.8742651,0.82494074
60,1,1,0,0,0,0,-0.70028865,0.82494074
29,0,0,1,0,1,0,0.56816363,0.14471886
70,1,0,1,1,0,0,1.0563517,1.0387793
42,0,0,0,0,1,0,0.77147937,0.098329917
62,0,1,1,0,0,0,-1.7722759,-1.890195
63,0,0,0,0,0,0,1.3734096,1.9489913
56,1,1,1,1,0,0,-0.066172905,-0.57133341
54,1,1,0,1,0,0,3.0795126,3.1968434
70,1,1,0,1,0,0,1.3228723,1.7900107
45,0,1,0,0,0,0,-0.43376815,-1.009569
66,1,0,0,0,0,0,-1.4678855,-1.9943178
50,1,1,1,1,0,0,-0.015635539,-0.31878862
40,0,1,1,0,0,0,-0.88430709,-0.11341906
64,1,0,1,0,0,0,1.3538915,2.8345828
57,1,1,1,1,0,0,-0.64997208,-0.4123528
55,1,0,1,0,0,0,2.762234,3.410682
64,1,1,0,0,1,0,-1.2206622,-0.57133341
69,0,1,0,1,0,0,1.1390746,1.0936371
66,0,1,1,0,0,0,-2.8948004,-0.060650703
55,0,1,0,0,1,0,0.50495887,-0.031064659
51,0,1,0,1,0,0,1.3605213,1.2990067
42,0,1,0,1,0,0,0.68853569,-0.46721071
64,0,0,0,1,0,0,1.6077446,1.000073
68,1,1,1,1,0,0,1.3228723,1.0936371
57,1,0,1,0,0,0,-0.33269343,1.0936371
71,0,1,0,0,0,0,-0.38323078,-0.31878862
68,1,0,1,1,0,0,2.229193,1.9848217
58,0,1,0,1,0,0,0.0041033486,0.27411345
49,0,1,1,1,0,0,0.0036617406,1.2631763
69,0,0,1,0,0,0,-0.57991666,-0.85905737
84,1,1,1,0,0,0,0.73907304,0.035003025
41,0,0,0,0,1,0,-0.70028865,-1.3225648
54,0,0,1,0,1,0,-1.9560735,-1.212849
66,0,1,1,1,0,0,0.27040306,0.67651862
77,0,1,1,1,0,0,1.7410048,1.7351527
64,0,1,1,0,1,0,-1.4356999,-1.695384
67,0,0,1,0,0,0,0.43490341,-1.20438
63,1,0,1,1,0,0,1.5066699,1.4664563
69,1,1,1,0,0,0,-1.0177882,-2.1785703
61,1,0,1,0,0,0,0.99292612,0.4626801
64,0,1,1,0,0,0,-0.015635539,0.10888845
39,0,0,1,0,0,0,0.42201516,-0.68104923
72,1,0,1,1,0,0,0.82201672,-1.4266876
68,0,0,1,1,0,0,0.50473803,0.93465656
20,0,1,1,0,1,0,-0.37034252,0.29314095
40,0,1,0,0,1,0,0.82201672,-1.212849
56,0,1,0,0,0,0,0.77147937,-1.20438
55,0,1,1,0,0,0,0.37147778,0.3585574
37,1,0,0,0,0,0,1.0368336,-0.57133341
54,0,0,1,0,0,0,0.85303599,0.79470342
57,0,1,1,0,0,0,-1.1379393,-1.9858488
59,1,1,1,1,0,0,1.2399285,1.3074757
42,1,0,1,1,0,0,0.20719825,2.0235279
39,0,1,1,0,1,0,-1.220883,0.45421112
64,0,0,1,0,0,0,-0.6938796,0.44365257
69,0,1,1,1,0,0,-0.12959851,-0.59595406
46,0,1,1,0,0,0,-3.1107836,-1.6130296
61,1,0,1,1,0,0,1.0563517,0.50697947
33,0,0,1,0,1,1,-0.015635539,-0.28295821
19,1,1,1,1,0,0,-1.2843087,-0.62619132
56,0,1,1,0,1,1,0.53714436,0.34240574
58,0,1,1,0,1,0,-0.89093691,0.98392135
56,0,1,1,0,1,0,-0.43376815,-0.63674986
31,0,1,1,0,1,0,-0.90360439,0.10888845
73,0,1,1,0,0,0,0.59918296,0.013234722
61,1,1,1,0,1,0,-2.3937242,-2.4219947
69,1,1,1,1,0,0,0.11762471,0.10888845
71,1,0,1,0,0,0,1.6904675,0.34799886
32,0,1,1,0,1,0,0.77147937,1.4115984
21,0,1,1,0,0,0,0.60581279,0.72081798
53,0,1,1,0,1,0,-0.40296966,-1.6657979
71,1,1,1,0,0,0,-2.4066124,-1.9943178
75,1,0,1,1,0,0,1.1896119,0.73137653
18,0,1,1,0,0,0,0.87255406,-1.2486794
27,1,0,1,0,0,0,0.62533087,0.70179051
30,0,1,1,0,0,0,-1.9753708,-0.63674986
25,0,1,0,1,0,0,-0.18013588,1.1977599
18,0,1,1,0,0,0,0.95527697,-1.462518
27,1,0,1,0,1,0,-2.3937242,-0.33781612
57,0,0,1,1,0,0,1.5066699,1.6254369
28,1,0,1,0,1,0,1.3423903,1.2230318
33,1,0,0,0,1,0,-1.1069201,-0.84849882
67,0,1,1,1,0,0,0.68853569,0.40494633
52,1,0,1,0,0,0,1.0432427,1.6802949
44,0,1,1,0,1,0,1.8937832000000001,0.82703024
63,0,0,1,0,1,0,-0.34558165,0.82703024
49,0,1,1,0,1,0,-1.5057554,-0.88641882
38,0,0,1,0,1,0,-0.33291423,-1.212849
24,0,1,0,1,0,0,0.61870104,0.10888845
41,0,0,1,0,0,0,0.491629,0.5386551
58,1,1,1,0,0,0,0.32094043,0.67651862
23,0,0,1,1,0,0,-0.47906274,1.9792286
35,0,0,0,0,0,0,-0.75104684,-0.69160777
51,1,0,0,0,1,0,0.32094043,0.24884155
58,0,1,1,0,1,0,-0.23708227,-1.5173758
54,1,1,1,0,1,0,0.87255406,0.51753801
56,0,1,0,1,0,0,0.61870104,-0.45874172
63,0,1,0,0,0,0,-1.4552181,-1.3035374
49,1,1,1,1,0,0,0.55527538,0.3775849
66,1,1,1,0,1,0,-1.4552181,-2.4114363
45,0,1,0,1,0,0,1.3228723,-0.26393071
57,1,1,0,1,0,0,0.054419909,1.1484951
50,0,1,0,0,1,0,-0.31317532,-0.73590714
75,1,0,1,1,0,1,-0.57991666,1.3433061
74,1,0,0,0,1,1,-1.4423298,-2.934767
51,0,0,1,1,0,0,0.10495728,0.26577953
57,0,1,0,0,1,0,-1.57559,-1.890195
30,0,0,0,1,0,0,0.11762471,-0.050092168
64,0,1,0,0,0,0,0.27062386,-0.68313879
35,1,0,1,0,0,0,1.9248024,3.0927207
69,1,0,1,1,0,0,1.423947,0.29314095
66,1,1,1,1,0,0,0.92287064,0.82494074
47,1,0,1,0,1,0,1.5066699,-0.68104923
27,1,1,1,0,1,0,0.87255406,0.2594001
65,0,1,1,0,1,0,-2.2731314,-1.4815454
68,0,0,1,1,0,0,0.1373636,0.58933389
41,0,1,1,0,1,0,1.1390746,0.67651862
33,0,0,1,1,0,0,1.6904675,1.5213143
64,0,1,0,0,1,0,2.191323,0.69554615
70,1,0,1,1,0,0,0.32094043,0.0047657462
51,1,0,1,1,0,0,0.95527697,0.82494074
18,0,1,0,0,0,0,0.37125698,0.82494074
58,0,1,1,0,0,0,0.68875647,0.66596007
58,1,1,1,0,1,0,-1.3346252,-1.212849
72,0,1,1,1,0,1,-0.2694886,0.96424258
37,0,1,1,0,1,1,-0.033766575,-2.5725064
46,1,0,1,1,0,0,0.92287064,1.1041957
35,0,0,0,0,1,0,-1.9562943,-0.73590714
63,1,0,1,1,0,0,1.6904675,0.77008277
30,0,1,0,0,0,0,-0.83376974,-0.20907278
55,1,1,0,0,0,0,0.054419909,-0.53262717
60,0,1,1,1,0,0,0.68853569,1.820248
59,1,1,1,0,1,0,-1.8549988,-1.9943178
54,0,0,1,0,0,0,1.075649,0.21013531
33,0,1,1,1,0,0,-0.70028865,-0.89488775
55,1,1,1,1,0,0,2.2613785,2.247925
67,1,0,0,1,0,0,0.60581279,-0.78517193
47,1,0,1,0,1,0,-1.5057554,-1.3035374
51,0,1,1,1,0,0,-0.38323078,-0.33781612
31,0,1,1,0,1,0,-0.82088149,1.1872014
69,0,0,1,1,0,0,0.87233329,1.4579873
41,0,0,1,1,0,0,-0.57991666,-0.44193882
74,1,0,1,1,0,0,2.6291945,2.506063
33,0,1,1,0,0,0,1.9948579,1.7161252
73,0,0,1,1,0,0,0.82201672,0.50697947
21,0,0,1,0,0,0,-0.93462366,1.1294676
69,0,0,1,1,0,0,0.11762471,0.51753801
66,1,0,1,0,0,0,0.77147937,-1.2697965
42,1,0,1,0,0,0,-0.12937771,0.77008277
53,1,1,1,1,0,0,2.4957135,-0.0037032294
69,1,0,1,1,0,0,1.3228723,1.6802949
66,1,1,0,1,0,0,0.30142233,-0.096481107
54,0,1,1,0,1,0,-3.6116393,-2.9980938
45,0,1,1,0,1,0,-1.3851626,-0.31878862
23,0,1,0,0,1,0,-2.7742078,-2.4219947
62,1,1,1,0,0,0,0.30164313,0.15318783
34,0,1,0,0,1,0,1.0055935,-0.039533634
46,0,0,1,0,1,1,-1.5689602,-1.695384
52,1,1,1,0,0,0,1.5066699,0.10888845
67,1,0,1,0,0,0,0.75196129,1.2526178
29,0,1,1,0,1,0,0.68853569,0.67651862
23,0,1,1,0,0,0,0.90473962,0.4626801
49,0,0,1,0,1,0,-0.49697295,-0.69160777
58,1,0,0,1,0,0,0.94260955,2.4617636
53,0,0,1,0,0,0,0.47255251,0.67651862
42,0,1,1,0,0,0,-0.43376815,-0.085922576
45,0,0,1,0,1,0,-1.6323858,0.28467196
54,0,1,1,1,0,0,0.85303599,1.5213143
67,0,1,1,0,0,0,0.32094043,0.4626801
23,0,0,1,0,1,0,-0.56724918,-0.11341906
64,1,1,1,0,0,0,-1.239014,-0.80979258
63,0,1,1,1,0,0,-1.3541433,-0.069119677
57,1,1,1,0,1,0,1.1896119,1.9489913
40,1,0,1,1,0,0,0.35195971,0.3775849
56,1,1,0,0,1,0,-0.88430709,0.32272699
56,1,0,0,0,0,0,0.95527697,0.61110216
57,0,1,1,1,0,0,-0.12959851,0.4626801
58,0,0,0,0,1,0,-3.0785983,0.34240574
60,1,1,1,1,0,0,3.2127728,1.5128453
62,0,0,0,0,0,0,-1.6519039,-0.95821464
40,0,1,1,0,0,0,-0.015635539,-0.30823007
29,0,1,1,0,0,0,1.423947,0.73137653
51,0,1,1,0,0,0,-2.260464,0.76161385
48,0,0,1,0,0,0,-0.70028865,-0.11550862
49,0,1,0,0,1,0,-0.61756575,-1.0728959
51,0,1,1,1,0,0,0.42201516,0.3585574
56,0,1,0,0,1,0,-1.8099251,-1.3689538
70,1,0,1,0,0,0,-0.24472773,-0.90335673
70,1,0,1,0,0,0,-2.7110028,-3.0887823
68,1,0,0,1,0,0,1.2723348,0.82494074
57,0,0,0,0,1,0,0.82179594,0.87979865
40,0,1,1,0,0,0,1.0058143,0.3585574
45,1,1,1,0,0,0,-0.70028865,-1.2782655
76,0,1,0,0,1,0,0.40388411,-0.48832777
66,1,0,1,0,0,0,-3.6116393,-3.7247047
68,1,1,0,0,1,0,-0.19965397,-1.009569
57,0,1,1,1,0,0,1.5572072,0.36911592
66,0,0,1,1,0,0,1.4366144,1.1126647
71,1,0,1,0,1,1,1.2528168,2.8345828
53,0,1,1,0,0,0,-1.1755885,-3.0887823
35,1,0,0,0,1,0,1.5767252,1.7709832
55,0,1,0,0,1,0,-0.015635539,0.33393675
49,1,0,1,0,0,0,-0.24997053,-0.31878862
56,1,0,1,1,0,0,0.91624081,1.4664563
60,1,1,1,1,0,1,-0.49697295,0.2825824
56,1,0,0,0,1,0,0.30142233,-0.47567967
68,0,0,1,0,0,1,0.87255406,0.50697947
38,1,0,1,1,0,0,-0.59943473,-0.35749486
38,1,0,1,0,0,0,1.7099855,1.3074757
77,0,1,0,1,0,0,2.0580628,0.82494074
47,1,0,1,0,1,0,-3.4278417,-1.6405261
55,1,0,0,1,0,1,0.48521996,0.25731054
57,0,0,0,0,0,0,-1.9055362,-2.2081563
69,0,0,1,0,1,0,-3.6116393,-2.7293975
60,1,1,0,1,0,0,0.48544076,0.72081798
50,0,1,1,0,0,0,0.30164313,1.0387793
40,1,0,1,1,0,0,-1.0678838,0.27411345
55,1,1,1,0,0,0,0.48521996,1.3074757
56,1,1,1,0,1,0,0.68875647,1.0387793
45,0,0,0,1,0,0,1.6582819,-0.79364091
41,1,0,0,1,0,0,1.4432442,0.93674612
48,0,0,1,0,0,0,2.4957135,1.4579873
56,1,1,1,0,0,0,-0.82088149,-1.6763564
24,1,1,1,1,0,0,0.034901828,-0.57133341
71,0,0,0,1,0,1,1.1896119,-0.26393071
65,0,0,1,0,0,0,1.423947,0.90729511
84,0,0,1,1,0,0,0.80890769,2.4069057
34,1,1,1,1,0,0,1.423947,0.98951447
55,0,1,1,1,0,0,1.8237277,0.2594001
60,0,1,1,0,1,0,-3.2440438,-1.5856682
59,0,1,0,0,0,0,0.98607546,3.410682
41,0,1,1,0,0,0,-0.0092265056,-2.521152
60,0,0,1,0,0,1,0.18768017,-0.47776923
44,0,1,1,0,0,0,1.5572072,1.0936371
69,1,0,0,1,0,0,1.1068891,1.4664563
67,0,1,0,0,1,0,-0.44687721,-2.0934751
45,1,1,1,0,1,0,0.32094043,-0.31878862
68,1,0,1,1,0,0,0.73244321,0.26786906
49,0,1,1,1,0,0,1.3228723,1.0387793
67,0,1,1,1,0,0,1.7281166,1.1400261
59,0,1,1,1,0,0,2.5281198,1.1041957
50,0,0,1,0,0,0,0.18105033,0.40782219
66,1,1,1,0,0,0,0.047569267,-0.66202176
35,0,0,1,1,0,0,1.0758698,0.079302408
34,1,0,1,1,0,0,-0.65019292,0.83549923
47,0,1,0,1,0,0,1.2399285,-0.92512506
78,0,1,1,1,0,0,1.1896119,1.1041957
55,1,0,0,1,0,0,-0.38323078,0.16374637
64,0,0,1,0,0,0,1.0058143,0.024444493
23,0,1,1,1,0,0,-0.11671027,-0.87586027
34,1,1,1,0,1,0,1.7607437,2.9337399
25,0,1,1,0,1,0,-1.9055362,-1.1551152
25,0,1,1,0,1,0,1.1195565,1.1041957
69,1,1,1,1,0,1,-0.0659521,-0.12397759
35,0,0,1,1,0,0,1.2401494,1.5107557
26,1,1,1,0,0,0,-0.19965397,0.77008277
58,1,0,1,0,0,0,0.23821753,-0.27448922
47,1,0,1,1,0,0,1.3228723,0.82494074
59,0,1,1,1,0,0,1.6904675,0.54503447
54,0,0,0,1,0,0,-1.1884767,1.3925709
36,0,1,1,1,0,0,-2.4893353,-0.85905737
55,0,1,1,0,1,0,-0.50338197,3.410682
53,0,1,1,0,1,0,-3.2440438,-3.0831892
31,0,0,1,0,1,0,0.50495887,-0.060650703
51,0,0,1,0,0,0,0.84131402,0.97545236
61,0,1,1,0,0,1,1.1080554,1.96867
29,0,1,1,0,1,1,-3.0785983,-0.58748507
57,0,1,1,0,0,0,-0.18654491,0.93465656
56,0,1,1,1,0,0,1.1896119,0.6849876
45,0,1,1,0,1,0,1.9946371,1.4664563
50,0,1,1,0,1,0,-3.0785983,-0.39267403
64,1,1,1,1,0,0,-2.026129,-1.9943178
38,0,1,1,0,1,0,-0.8335489,-0.85058838
54,1,1,1,0,0,0,-0.19943316,-0.84002984
28,0,1,1,1,0,0,-1.7656461,-1.5448724
26,0,1,1,0,1,0,-0.14911661,0.31425801
27,0,1,1,0,1,0,0.80249864,0.30369946
53,0,0,0,0,1,0,-1.4678855,-2.9980938
49,0,0,1,0,1,0,-2.0066109,-1.890195
60,0,1,1,0,0,0,-3.2440438,-2.9432361
63,1,1,1,1,0,0,1.3228723,0.93465656
34,0,1,1,0,0,0,1.8742651,2.4069057
31,1,0,1,0,1,0,-3.0407283,-3.5657241
50,1,1,1,1,0,0,1.0561309,0.93465656
58,1,0,1,0,1,0,0.11784552,-0.53262717
52,1,0,1,0,0,0,-2.9773026,-3.1570745
38,0,0,1,0,0,0,0.87233329,0.19957677
44,0,0,1,0,1,0,-1.0678838,-0.69160777
39,1,0,1,0,0,0,0.054419909,2.0783858
57,1,0,0,0,0,0,-3.478379,-2.0133452
28,0,1,1,0,0,0,1.0561309,1.1041957
62,0,1,1,1,0,0,0.30142233,1.1484951
69,0,0,1,0,0,0,0.11762471,0.10888845
49,0,0,1,0,1,0,0.067087352,-1.0644269
33,0,1,1,0,1,0,0.07393799,0.4626801
53,1,0,1,0,1,0,0.38436604,0.29314095
61,0,0,1,0,1,1,-2.1400919,-0.59595406
60,1,0,1,1,0,0,0.25110579,0.526007
43,0,0,1,0,0,0,-1.7090712,-0.23369342
35,0,1,1,0,0,0,0.45420069,1.4664563
38,0,1,1,0,0,0,0.32094043,-0.10495009
23,0,1,1,1,0,0,0.42179435,0.66596007
68,1,1,1,1,0,1,0.58768171,0.39726365
27,0,0,0,0,1,0,0.1373636,0.079302408
45,0,0,0,0,1,0,0.75837028,-0.46721071
23,0,1,1,1,0,0,-1.2011442,0.59207469
70,1,0,0,1,0,0,0.48521996,0.74193507
48,0,0,1,0,0,0,-1.1315303,0.40782219
33,0,0,1,0,0,0,-0.24997053,-0.31878862
34,0,1,1,0,0,0,-0.11787651,1.5403417
22,1,0,1,0,1,0,0.80249864,-0.89488775
56,0,1,1,1,0,0,0.73907304,1.2526178
56,0,0,1,1,0,0,-0.19943316,0.16374637
72,0,1,1,1,0,1,0.42201516,1.0851682
28,0,1,0,0,1,0,-0.57991666,-0.54109615
60,1,0,1,1,0,0,1.0055935,-0.0037032294
66,0,0,1,0,0,0,-1.0678838,-1.9964073
53,1,0,1,0,0,0,2.2613785,2.506063
51,0,1,1,0,1,0,0.034901828,2.3470824
62,0,0,0,0,1,0,0.33382866,0.4817076
54,0,1,1,0,0,0,-0.066172905,-0.46721071
43,0,1,1,0,1,0,-1.4423298,-1.4730765
61,0,1,0,0,0,0,-0.61756575,0.26786906
37,0,0,0,1,0,0,-0.75104684,0.043471999
80,1,1,1,0,1,1,0.37169859,0.19957677
61,0,0,1,0,0,0,0.68875647,-0.6346603
62,0,1,1,0,1,0,0.43468261,-0.38211551
48,1,0,1,0,1,0,-2.9074681,-2.7842555
72,1,0,1,1,0,0,1.4871517,1.6802949
43,0,1,0,1,0,0,1.6077446,1.6802949
59,1,1,1,1,0,0,0.034901828,0.93465656
28,1,1,0,0,1,0,0.68875647,-0.079678215
63,0,1,0,0,0,0,0.067087352,0.40782219
50,1,0,0,0,0,0,0.38436604,0.526007
62,1,1,0,1,0,0,0.45420069,1.4664563
28,0,1,1,1,0,0,0.32094043,-0.90335673
19,0,0,1,1,0,0,-0.59943473,-0.9990105
40,1,0,1,0,0,0,-0.58013743,0.82703024
35,0,1,0,0,1,0,0.70805377,-1.3689538
40,0,0,1,0,1,0,-0.04665482,0.22981405
46,1,0,1,1,0,0,1.0758698,0.50697947
45,0,1,1,0,1,1,0.0038825446,0.28467196
29,1,1,1,1,0,0,-1.0173465,-2.0027866
67,1,0,1,1,0,0,1.8742651,1.6254369
56,0,1,0,0,1,0,-3.478379,-2.8391132
65,0,0,1,0,1,0,-0.24997053,-0.85058838
30,0,0,1,0,0,0,-1.3722743,-1.6405261
43,1,0,1,0,0,0,1.7423918,2.1332438
73,1,1,1,0,0,1,0.20056841,-0.63674986
44,1,0,1,1,0,0,0.68853569,0.94521511
41,1,1,1,1,0,0,1.9443206,1.0851682
74,0,0,1,1,0,0,1.1896119,-0.61772233
60,0,0,1,1,0,0,0.87233329,-0.57133341
61,1,1,1,1,0,0,-0.12959851,1.8751059
49,0,1,0,0,0,0,-0.24974972,-0.70216632
64,1,1,1,0,1,0,-0.66810316,-0.15980799
54,1,0,1,0,1,0,0.90473962,1.0303103
74,0,0,1,0,1,0,-1.9367763,-3.0887823
61,0,0,0,0,0,1,0.25088498,-0.72743815
53,0,0,1,1,0,0,-0.53600913,0.47114906
56,1,0,1,0,0,0,0.80249864,1.4474288
26,1,0,0,0,1,0,1.2093508,0.85021257
70,0,0,1,1,0,0,0.87233329,0.43309405
53,0,1,1,0,1,0,-0.90360439,-0.20907278
52,0,1,1,0,1,0,-1.1250511,-2.4219947
37,0,1,1,0,0,0,-0.11648946,-0.68313879
47,0,1,1,0,0,0,1.2089093,0.61319172
52,0,1,1,1,0,0,-1.2714204,-1.5666406
51,1,0,1,1,0,0,0.33382866,0.69554615
44,0,1,1,1,0,0,0.32094043,0.47114906
37,0,1,1,0,0,0,0.25773561,0.18342511
67,0,1,0,0,1,0,-0.68762124,0.20245261
24,0,1,1,0,0,1,-0.93462366,-0.050092168
50,1,0,1,0,1,0,1.0368336,1.8392755
40,1,0,1,1,0,0,0.61870104,-0.050092168
67,0,0,0,1,0,0,-0.750826,-1.1192849
60,0,0,1,1,0,0,0.63821912,0.51544845
64,0,0,1,0,1,0,0.18768017,0.4626801
32,0,1,1,0,1,0,-0.24974972,0.36702636
58,0,0,1,0,1,0,0.97479504,1.3074757
66,0,0,0,0,0,1,-1.0678838,-0.47776923
42,0,1,0,0,1,0,-3.0785983,-2.6611052
58,0,0,1,0,0,0,1.3605213,0.94521511
59,0,0,0,0,0,0,0.48544076,1.4664563
45,0,1,1,0,1,0,1.8432459,0.83549923
59,1,0,1,1,0,0,-1.1508276,0.98392135
51,0,0,1,0,0,0,-0.43376815,-1.259238
31,0,1,0,1,0,0,0.23799673,0.82494074
49,0,0,1,0,0,0,0.2575148,-0.69160777
58,1,0,1,0,0,0,-1.537941,-1.212849
22,0,1,0,0,0,0,1.423947,-0.27448922
53,0,1,1,0,1,0,0.42179435,1.1041957
70,0,1,1,0,1,0,-1.4552181,-1.4182186
69,1,1,1,1,0,0,1.0561309,1.6254369
41,0,1,0,0,0,0,0.87255406,0.50697947
49,0,0,1,0,0,0,-0.73793781,-0.68313879
31,0,1,1,0,1,0,-0.13622835,-0.45874172
42,0,1,0,1,0,0,2.6613801,3.410682
35,0,1,1,0,1,0,1.423947,-1.462518
50,0,1,1,0,0,0,-2.4442616,-1.1551152
56,1,0,1,0,0,0,1.3228723,-1.212849
38,0,1,1,0,0,0,-0.51671183,-0.45874172
35,0,0,1,0,1,0,-3.478379,-2.5619478
64,1,1,1,1,0,0,0.50473803,-0.3272576
60,1,0,0,0,1,0,-0.82088149,-0.72743815
57,0,1,1,0,1,1,-0.44017717,-0.9990105
51,0,1,1,0,0,0,-0.77056491,1.2884482
58,1,1,1,0,1,0,-0.88430709,-1.7804792
59,0,1,1,0,0,0,0.47371876,1.8308065
51,0,1,1,0,0,0,-1.2011442,-0.73590714
53,1,0,1,1,0,0,-0.19943316,0.73137653
45,0,0,0,0,0,0,0.66923839,0.29314095
52,0,1,1,0,0,0,0.68875647,0.82494074
64,1,1,1,1,0,0,1.3228723,-0.45874172
34,0,0,0,1,0,0,1.1390746,0.47114906
47,0,1,1,0,1,0,-0.015635539,-0.47776923
29,0,1,1,1,0,0,1.4561325,1.1977599
44,1,1,1,0,1,0,-0.88408631,0.079302408
43,0,0,1,1,0,0,1.6091316,1.9299638
64,0,1,1,1,0,0,-0.70028865,-0.37364653
57,0,0,1,0,1,0,-0.097192183,-2.7209284
37,0,1,1,0,1,0,-0.78323233,-0.41444236
71,1,1,1,0,0,0,0.58768171,1.8941333
69,1,1,0,0,0,0,-2.2731314,-0.79285461
49,0,0,1,0,0,0,-0.51671183,-1.462518
33,0,0,1,0,1,0,-1.2711996,-1.1087263
65,1,0,1,1,0,0,2.895715,1.346182
49,1,1,1,1,0,0,2.1915438,0.36702636
51,0,1,1,1,0,0,0.23136689,0.53656554
52,1,1,1,1,0,0,1.3423903,1.2631763
70,1,1,1,0,1,0,0.56816363,0.25731054
28,0,0,1,0,1,0,0.97340804,1.9299638
50,0,1,0,1,0,0,-1.8733506,-0.27239969000000003
68,0,0,1,0,0,0,-0.28215605,-0.31878862
48,1,1,0,0,1,0,0.23821753,0.93465656
58,1,0,0,1,0,0,1.8110603,0.3775849
55,0,0,1,0,0,0,0.27040306,1.0387793
36,1,0,1,0,0,0,2.3948596,1.9489913
62,1,0,1,1,0,0,1.6904675,1.6802949
38,1,0,1,0,0,0,-0.630454,1.6064094
45,0,1,1,0,1,0,1.3734096,0.87979865
58,0,1,1,0,0,0,-3.0785983,1.1401612
40,0,1,1,0,1,0,-1.5057554,-2.4029672
68,1,0,1,0,0,0,0.87233329,1.0493377
62,1,0,1,1,0,0,1.7915422,1.6254369
64,1,0,1,0,0,0,-1.537941,-0.80979258
38,0,1,0,0,0,0,0.80912846,0.054030534
35,0,1,1,0,0,0,0.48544076,-0.86739129
56,1,1,0,0,0,0,-0.71980673,1.0936371
31,1,1,1,0,1,0,-0.76371425,-0.27239969000000003
44,1,0,1,0,0,0,0.18768017,0.50697947
45,0,1,1,0,0,0,0.18768017,0.043471999
50,0,1,1,0,0,0,-0.5670284,-0.47776923
53,1,0,1,1,0,0,0.27062386,-0.050092168
51,0,1,1,0,1,0,-1.9055362,-2.1532984
27,0,1,1,0,1,0,-0.015635539,-0.40388381
46,1,0,0,0,0,0,-0.206063,-1.462518
70,0,0,1,0,1,0,0.30827299,1.337713
56,1,0,0,0,0,0,-0.11671027,-0.26393071
64,1,0,1,0,1,0,1.6399301,0.56392694
32,0,1,1,0,1,0,-0.28215605,2.9830048
56,0,0,1,0,0,0,-0.89093691,-3.0887823
37,0,0,1,1,0,0,1.3734096,1.5571446
47,0,0,1,0,0,0,-0.31339613,-1.1087263
51,0,0,1,0,0,0,-0.3005079,0.4817076
49,1,0,1,1,0,0,2.0075254,2.6207442
75,1,1,1,1,0,0,-1.537941,0.4626801
35,0,1,1,0,1,0,1.0495011,1.6339059
74,1,1,1,0,0,0,0.50473803,-0.27239969000000003
40,0,1,1,1,0,0,-0.028523784,0.10041948
59,1,0,0,1,0,0,1.8237277,1.4664563
44,1,0,1,0,1,0,-0.6874004,0.45212156
30,1,1,1,0,0,0,0.78961039,-1.2486794
32,1,1,1,0,0,0,0.92309147,-0.014261764
75,1,0,1,0,0,0,-1.239014,-2.4135258
36,0,0,1,0,1,0,-0.70028865,-1.9943178
34,0,0,1,0,0,0,-3.6116393,-3.7247047
45,0,1,1,1,0,0,0.87255406,-0.68313879
48,1,1,1,0,0,0,0.92287064,1.000073
66,1,1,1,0,0,0,0.067087352,0.49017659
54,0,1,1,0,1,0,-0.053284656,-0.38211551
48,1,1,1,0,0,0,-1.5252734,-1.3120064
58,1,0,1,0,0,0,0.73929381,0.56183738
49,0,0,1,0,1,0,-2.5076871,-1.1466463
53,1,0,1,1,0,0,-0.38323078,-0.63674986
68,0,0,1,0,0,0,1.6399301,1.4664563
70,1,1,0,1,0,0,1.2401494,1.1484951
59,1,1,1,0,1,0,-0.87141883,-0.67258024
61,0,1,1,0,1,0,1.1585927,2.0340865
36,1,1,1,0,0,0,-1.7217386,-1.4266876
39,0,1,1,1,0,0,-0.75104684,-1.462518
60,1,1,1,0,0,0,-0.51649106,-1.9943178
56,0,1,0,0,1,0,-1.4356999,-0.10495009
36,0,1,0,1,0,0,0.11762471,-0.78517193
48,0,1,1,0,1,0,-2.356075,-0.9990105
49,1,0,1,0,0,0,1.9248024,-0.68104923
72,0,1,1,1,0,0,1.9248024,1.7815417
35,0,0,0,1,0,0,-0.17991507,-0.26393071
47,1,0,1,1,0,0,0.80227786,0.21013531
86,1,0,1,0,0,0,0.034681022,-0.54109615
43,0,1,1,0,1,0,-1.4549972,-1.7312144
41,0,0,1,0,0,0,-2.692651,-1.7804792
45,0,1,1,1,0,0,-0.51649106,-0.40388381
31,1,1,1,1,0,0,2.1786556,-0.3272576
53,0,0,1,1,0,0,0.93575889,0.67651862
39,1,1,1,1,0,0,0.56153381,1.5213143
46,1,1,1,0,0,0,0.054419909,0.089860938
