"","taxrich","effort_rich","proso_rich","Age","female","Income","Education","party_left","party_right"
"405",0.30000001,0.5,0.33333334,52,1,0.80000001,0.66666669,0,0
"406",0.5,1,0.66666669,66,1,0.60000002,0.66666669,0,1
"407",0.5,0.66666669,0.66666669,47,1,0.40000001,0.66666669,0,0
"408",0.60000002,0.66666669,0.5,32,1,NA,0.16666667,0,0
"409",0.40000001,0.66666669,0.5,69,1,0.1,0.16666667,1,0
"410",0.40000001,0.83333331,0.5,48,1,0.80000001,0.66666669,1,0
"411",0.5,0.83333331,0.5,40,1,NA,0.66666669,0,0
"412",0.40000001,0.83333331,0.66666669,68,0,0.2,0,1,0
"413",0,0.66666669,0,41,0,0.69999999,0.16666667,1,0
"414",0,0.66666669,0.5,34,1,0.80000001,0.33333334,1,0
"415",0.89999998,1,0.83333331,44,1,0.80000001,0.33333334,0,1
"416",1,1,1,30,0,0.89999998,0.66666669,0,1
"417",0.5,0.83333331,0.5,65,0,0.30000001,0.16666667,0,0
"418",0.5,NA,NA,50,1,0.60000002,0.66666669,0,1
"419",0.40000001,0.66666669,0.66666669,26,1,0.69999999,0.66666669,1,0
"420",1,0.16666667,0.16666667,55,1,0.2,0,0,1
"421",0.40000001,0.66666669,0.83333331,45,0,NA,0,0,1
"422",0.5,0.33333334,0.33333334,20,1,NA,0.33333334,1,0
"423",0.60000002,0.66666669,0.5,36,0,0.2,0.5,1,0
"424",0.30000001,0.83333331,0.5,60,1,0.2,0.5,1,0
"425",0.1,0.5,0.16666667,43,1,0.60000002,0.16666667,0,1
"426",0.5,0.83333331,0.5,68,1,0.1,0,0,0
"427",0.2,0,0.5,42,1,0.69999999,0.66666669,0,0
"428",0,NA,NA,43,1,0.40000001,0,1,0
"429",0.5,0.5,NA,26,0,0.1,0.5,0,0
"430",0,0.16666667,0,56,0,0.1,0,1,0
"431",0.2,0.66666669,0.83333331,46,1,0.30000001,0.16666667,0,1
"432",0.30000001,0.83333331,0.66666669,31,0,0.2,0.16666667,1,0
"433",0.69999999,0.83333331,0.83333331,51,1,0.89999998,0.66666669,0,1
"434",0.30000001,0.5,0.5,50,0,0.60000002,0.66666669,0,0
"435",0.60000002,0.5,0.16666667,49,1,NA,0.5,0,0
"436",1,0.83333331,0.5,60,1,0.2,0.33333334,0,0
"437",0.30000001,0.83333331,0.5,53,0,0.69999999,0.16666667,1,0
"438",0.5,0.5,0.5,25,0,0.1,0.83333331,0,1
"439",0.5,1,1,45,1,0.30000001,0.16666667,1,0
"440",0.30000001,1,0.66666669,31,0,0.5,0.5,0,1
"441",0.30000001,0.83333331,1,46,1,0.89999998,0.83333331,0,1
"442",0.69999999,0.16666667,0.5,40,0,1,0.16666667,0,1
"443",0.2,0.5,0.33333334,63,0,0.30000001,0.16666667,1,0
"444",0,0.16666667,0.16666667,63,0,0.69999999,0.16666667,0,0
"445",0.5,0.83333331,0.66666669,65,1,NA,0.66666669,1,0
"446",0.5,NA,NA,47,1,1,0.5,1,0
"447",0.30000001,0.83333331,0.5,25,1,0.2,0.33333334,0,1
"448",0.5,0.83333331,0.5,57,1,0.2,0.66666669,1,0
"449",0.5,0.5,0.83333331,49,0,0.40000001,0.16666667,1,0
"450",0.30000001,0.83333331,0.66666669,35,0,0.30000001,0.16666667,0,1
"451",0.69999999,1,0.83333331,49,0,0.80000001,0.5,0,1
"452",0.89999998,0.83333331,0.66666669,41,1,0.2,0,0,0
"453",0.1,0.5,0.33333334,55,0,0.60000002,0.16666667,1,0
"454",0.30000001,0.83333331,0.66666669,27,1,0.2,0.66666669,0,0
"455",0.5,1,0.5,23,1,NA,0.5,1,0
"456",0.30000001,0.83333331,0.66666669,40,1,0.2,0.5,0,1
"457",0.5,0.33333334,0.16666667,63,1,NA,0.66666669,0,0
"458",0,0.83333331,0.66666669,69,1,NA,0.16666667,0,0
"459",0.5,0.83333331,0.66666669,63,1,0.5,0.16666667,1,0
"460",0.5,0.5,0.66666669,38,0,0.30000001,0.5,0,0
"461",0.40000001,0.33333334,0.33333334,25,1,0.30000001,0.33333334,1,0
"462",0,0.16666667,0,45,0,0.30000001,0.16666667,1,0
"463",0.30000001,0.66666669,0.66666669,48,1,NA,0.16666667,0,0
"464",0,0.33333334,0.16666667,67,1,NA,0.16666667,1,0
"465",0.2,0.66666669,0.33333334,44,0,NA,0,0,1
"466",0.5,0,0.16666667,51,0,0.2,0,0,0
"467",0.69999999,0.5,0.16666667,55,0,0.60000002,0.16666667,0,1
"468",0.30000001,0.33333334,0.16666667,43,1,0.89999998,1,1,0
"469",0,0.66666669,0.5,47,1,NA,0.66666669,0,0
"470",1,0.83333331,0.83333331,22,0,0.1,0.33333334,0,1
"471",0.2,0.16666667,0.16666667,30,0,0.2,0,0,0
"472",0.30000001,NA,0.33333334,41,0,0.69999999,0.16666667,0,0
"473",0.30000001,0.5,0.66666669,45,1,NA,0.66666669,1,0
"474",0.5,0.16666667,0.33333334,65,1,0.2,0,0,0
"475",0.30000001,0.33333334,0.5,49,0,0.60000002,0.16666667,1,0
"476",0,0.33333334,0.16666667,38,1,NA,0.16666667,0,0
"477",0.40000001,0.66666669,0.33333334,45,0,0.30000001,0.16666667,1,0
"478",0.40000001,0.16666667,0.5,61,1,0.30000001,0.16666667,0,1
"479",0.40000001,0.83333331,0.5,18,1,0.1,0.33333334,1,0
"480",0.30000001,0.66666669,0.5,62,1,0.40000001,0.66666669,1,0
"481",0.30000001,0.66666669,0,61,0,0.5,0.66666669,1,0
"482",0.60000002,0.66666669,0.5,19,0,0.1,0,0,1
"483",0.2,0.83333331,0.5,49,1,0.2,0.16666667,1,0
"484",0.69999999,0.66666669,0.66666669,61,1,0.1,0.5,0,1
"485",NA,0.5,0.66666669,60,1,NA,0.5,NA,NA
"486",0.5,0.83333331,0.66666669,45,0,0.40000001,0.66666669,0,1
"487",0,0.83333331,0.66666669,67,1,0.30000001,0.16666667,1,0
"488",0.40000001,0.83333331,0.66666669,56,1,NA,0.66666669,0,0
"489",0.40000001,0.66666669,0.66666669,63,1,0.69999999,0.16666667,1,0
"490",0.30000001,0.5,0.83333331,62,0,NA,0,0,0
"491",0.5,0.83333331,NA,38,0,0.60000002,0.33333334,1,0
"492",1,0.83333331,0.83333331,18,0,0.69999999,0.33333334,0,1
"493",1,0.5,0.5,51,0,0.1,0.16666667,0,1
"494",0.5,0.83333331,0.66666669,47,1,NA,0.16666667,1,0
"495",0.40000001,0.83333331,0.83333331,61,0,0.69999999,0.16666667,1,0
"496",0.2,1,1,46,1,0.5,0.83333331,0,0
"497",0.5,0.83333331,0.5,52,0,0.30000001,0.16666667,1,0
"498",0.30000001,0.83333331,0.5,48,0,0.60000002,0.83333331,1,0
"499",0.30000001,0.83333331,0.5,63,0,0.5,0.66666669,0,0
"500",0.5,0.83333331,NA,28,1,0.30000001,0.66666669,1,0
"501",0.5,1,0.5,36,1,0.40000001,0.16666667,1,0
"502",0.5,0.5,0.5,35,0,0.60000002,0.16666667,0,0
"503",0.5,0.5,0.5,65,1,0.40000001,0,1,0
"504",0.1,0.5,0.33333334,61,1,0.1,0,1,0
"505",0.5,0.5,0.66666669,43,0,0.40000001,0.16666667,1,0
"506",0.30000001,NA,NA,44,1,NA,0.16666667,1,0
"507",0.30000001,0.5,0.33333334,34,1,0.60000002,0,0,1
"508",0.5,0.5,0.5,66,1,0.40000001,0.33333334,1,0
"509",0.1,1,1,49,1,0.1,0,1,0
"510",0,0.33333334,0.33333334,29,1,0.40000001,0.16666667,0,0
"511",0,0,0.16666667,46,1,0.69999999,0.16666667,0,1
"512",0.60000002,0.83333331,1,38,1,0.30000001,0.66666669,0,1
"513",0.5,1,0.5,35,1,1,1,0,0
"514",0.40000001,0.83333331,0.66666669,50,1,0.80000001,0.16666667,1,0
"515",0.30000001,0.66666669,0.66666669,51,0,0.69999999,0.16666667,0,1
"516",0.40000001,0.83333331,0.5,29,0,0.40000001,0.66666669,1,0
"517",0.2,0.16666667,0.5,28,1,0.2,0.33333334,1,0
"518",0.5,0.66666669,1,40,1,1,0.66666669,1,0
"519",0.5,0.83333331,0.66666669,51,0,1,0.83333331,0,1
"520",0.5,1,NA,73,1,0.2,0.5,0,0
"521",0.69999999,0.66666669,0.5,39,0,1,0.83333331,0,1
"522",0.40000001,0.5,0.16666667,71,0,0.40000001,0.83333331,1,0
"523",0,0,0.16666667,56,0,0.2,0,1,0
"524",0.5,0.83333331,0.83333331,28,0,0.60000002,0.5,0,1
"525",0.5,1,0.66666669,58,1,0.80000001,0.66666669,0,1
"526",0.40000001,1,0.5,52,1,0.5,0.5,1,0
"527",0.60000002,0.66666669,NA,44,1,NA,0,0,0
"528",0.5,0.66666669,0.33333334,28,0,0.60000002,0.33333334,1,0
"529",0.60000002,0.5,0.66666669,48,0,NA,0.66666669,0,1
"530",0.2,0.83333331,0.66666669,22,1,0,0.33333334,1,0
"531",0.2,0.83333331,0.5,58,0,0.80000001,0.66666669,1,0
"532",1,1,1,56,1,0.5,0.66666669,0,1
"533",0.40000001,0.83333331,1,40,1,0.60000002,0.16666667,0,1
"534",0.5,0.5,0.5,30,0,0.2,0.83333331,0,1
"535",0.5,0.33333334,0.66666669,47,0,0.60000002,0.16666667,0,1
"536",0.80000001,0.33333334,0.83333331,50,1,0.5,0.66666669,1,0
"537",0.30000001,0.66666669,0.5,46,0,0.69999999,0.16666667,0,0
"538",0.5,0.66666669,0.66666669,20,1,NA,0.33333334,0,0
"539",0.60000002,0.83333331,0.66666669,61,1,0.1,0.5,0,1
"540",0.5,0.66666669,0.66666669,49,1,NA,0.33333334,0,1
"541",0.40000001,0.5,0.66666669,71,0,0.2,0.16666667,1,0
"542",0.60000002,1,0.83333331,76,0,0.2,0.66666669,0,1
"543",0.5,NA,0.5,48,1,0.89999998,0.66666669,0,0
"544",0.60000002,0.83333331,0.5,48,0,0.5,0.16666667,1,0
"545",0.60000002,0.66666669,0.5,59,0,0.80000001,0.5,0,1
"546",1,1,0.83333331,34,0,0.30000001,0.16666667,0,1
"547",NA,0.66666669,0.5,35,1,NA,0.83333331,NA,NA
"548",0.2,0.83333331,0.66666669,49,0,0.60000002,0.16666667,0,1
"549",0.60000002,0.83333331,0.83333331,48,0,0.5,0.16666667,0,1
"550",0.40000001,0.66666669,0.66666669,40,1,0.40000001,0.16666667,0,1
"551",0.40000001,0.5,NA,32,1,0.69999999,0.5,0,0
"552",0.80000001,0.5,0.5,42,0,1,0.83333331,0,0
"553",0.40000001,0.66666669,0.66666669,54,0,0.89999998,0.66666669,0,0
"554",0.80000001,0.83333331,0.66666669,38,0,0.80000001,0,0,1
"555",0.2,1,0.66666669,57,1,1,0.16666667,0,0
"556",0.40000001,0.66666669,0.83333331,50,1,0.1,0.16666667,0,0
"557",0,0.66666669,0.16666667,29,0,0.2,0.66666669,1,0
"558",0.5,1,0.83333331,60,0,NA,0.16666667,0,1
"559",0,0.16666667,0.5,63,0,0.30000001,0,1,0
"560",0.5,NA,0.5,25,1,0.2,0.66666669,1,0
"561",0,0.83333331,0.5,48,0,0.40000001,0.16666667,0,1
"562",0.2,NA,0.66666669,64,0,0.69999999,0.5,0,1
"563",0.5,0.83333331,0.66666669,40,0,0.40000001,0.66666669,1,0
"564",0.80000001,0.5,0.5,21,1,0.30000001,0.33333334,0,1
"565",0,0.83333331,0.83333331,59,1,NA,0.66666669,0,0
"566",0.5,0.5,0.66666669,29,1,0.1,0.33333334,1,0
"567",0.5,NA,NA,36,1,0,0,0,1
"568",0.69999999,0.83333331,0.66666669,42,1,0.80000001,0.83333331,0,1
"569",0.2,0.5,0.66666669,40,0,0.60000002,0.16666667,0,1
"570",0.30000001,1,NA,61,0,0.2,0,0,1
"571",0.80000001,NA,NA,38,0,0.40000001,0.66666669,0,1
"572",1,0,0.66666669,69,0,0.5,0.33333334,0,1
"573",0.30000001,0.66666669,0.5,35,1,0.30000001,0.16666667,0,0
"574",0.40000001,1,0.66666669,69,0,0.40000001,0.16666667,1,0
"575",0.89999998,0.5,0.66666669,49,0,1,0.66666669,0,1
"576",0.40000001,0.83333331,0.83333331,54,1,0.30000001,0.66666669,1,0
"577",0,NA,0.66666669,42,0,0.30000001,0.16666667,0,1
"578",0.5,0.83333331,0.33333334,37,1,0.2,0.16666667,0,0
"579",0.5,1,0.66666669,72,0,0.40000001,0.16666667,1,0
"580",0.5,1,0.66666669,21,1,0.1,0.33333334,1,0
"581",0.5,0.66666669,1,47,1,0.40000001,0.16666667,0,1
"582",0.69999999,0.66666669,0.66666669,23,1,0.40000001,0.33333334,0,1
"583",0.5,1,0.83333331,70,0,0.2,0.16666667,0,1
"584",0.5,0.66666669,0.66666669,30,1,0.2,0.5,0,0
"585",0.1,1,0.83333331,25,1,NA,0.33333334,0,0
"586",0.30000001,0.83333331,0,57,0,0.40000001,0.16666667,0,1
"587",0.40000001,NA,NA,32,0,NA,0.16666667,0,0
"588",0.60000002,0.83333331,0.83333331,73,1,NA,0.16666667,0,1
"589",0.30000001,NA,NA,49,0,0.2,0.33333334,0,0
"590",0.5,0.83333331,0.83333331,47,0,0.2,0.16666667,1,0
"591",0.1,0.5,0.5,26,1,0.30000001,0.66666669,1,0
"592",0.30000001,0.5,0.16666667,50,0,0.60000002,0.83333331,1,0
"593",0.5,0.66666669,0.5,52,1,0.30000001,0.5,0,0
"594",0.5,1,1,61,1,0.60000002,0.16666667,0,1
"595",0.60000002,1,0.83333331,48,1,0.30000001,0.66666669,0,1
"596",0.60000002,0.83333331,0.5,63,0,0.80000001,0.66666669,0,1
"597",0.69999999,1,0.83333331,54,0,1,0.66666669,0,1
"598",0.5,0.83333331,0.5,74,0,0.2,0.16666667,1,0
"599",0.40000001,0.83333331,0.83333331,37,0,0.89999998,0.83333331,1,0
"600",0.40000001,1,NA,70,1,0.1,0.16666667,1,0
"601",0.80000001,1,0.66666669,63,0,0.60000002,0.16666667,0,1
"602",0.5,0.33333334,0.5,44,0,0.69999999,0.16666667,1,0
"603",0.40000001,0.66666669,0.5,58,0,0.40000001,0.16666667,0,0
"604",0.1,0.83333331,0.83333331,73,1,NA,0.16666667,0,1
"605",1,0.66666669,0.5,46,0,0.1,0.16666667,0,0
"606",0.60000002,NA,NA,55,1,0.40000001,0.66666669,1,0
"607",0.5,0.66666669,0.83333331,36,0,NA,0,0,0
"608",0,0.83333331,0.16666667,58,1,0.40000001,0.16666667,1,0
"609",0.5,0.83333331,0.66666669,61,1,NA,0.66666669,0,0
"610",0.69999999,0.66666669,0.83333331,29,1,0.2,0.16666667,0,1
"611",0.5,0.33333334,0.33333334,73,1,0.60000002,0.5,1,0
"612",0.60000002,1,0.83333331,18,1,1,0.33333334,1,0
"613",0.69999999,0.5,0.5,28,0,0.30000001,0.33333334,0,1
"614",0.5,0.83333331,0.83333331,62,1,0.2,0.16666667,0,0
"615",0.2,0.66666669,0.33333334,48,1,0.5,0.16666667,0,1
"616",0.5,0.16666667,0.33333334,35,0,0.30000001,0.33333334,0,0
"617",1,0.5,0.5,49,0,0.60000002,0.5,1,0
"618",0.5,0.66666669,0.5,20,0,0.1,0.33333334,0,1
"619",0.80000001,0.5,0.16666667,22,1,0,0.33333334,1,0
"620",0.69999999,0.66666669,0.66666669,27,1,0.60000002,0.16666667,0,1
"621",0.60000002,0.83333331,0.5,37,1,NA,0.16666667,1,0
"622",0.2,0,0.33333334,56,0,1,0,0,1
"623",0.80000001,1,0.83333331,66,1,NA,0.66666669,0,1
"624",0.69999999,1,0.83333331,44,1,0.89999998,0.5,0,0
"625",0.5,1,0.83333331,73,0,0.40000001,0.66666669,0,1
"626",0.80000001,1,1,64,1,NA,0.66666669,0,1
"627",0.30000001,0.66666669,0.66666669,30,1,0.2,0.16666667,0,1
"628",0.40000001,0.83333331,0.5,37,1,0.40000001,0,1,0
"629",0.60000002,0.83333331,0.83333331,50,1,NA,0.16666667,0,0
"630",0.5,0.5,0.5,25,0,0.1,0.83333331,0,0
"631",0.5,0.5,0.5,20,1,0.1,0.33333334,1,0
"632",0.5,0,0,26,1,0,0.16666667,1,0
"633",0.30000001,NA,0.5,71,1,0.5,0.66666669,1,0
"634",0.2,0.66666669,0.66666669,61,1,0.60000002,0.66666669,1,0
"635",0,0.66666669,0,49,0,NA,0.16666667,0,0
"636",0.1,0.66666669,0.66666669,64,0,0.40000001,0.66666669,1,0
"637",0.30000001,0.66666669,0.5,27,1,0.2,0.66666669,1,0
"638",0.1,1,0.5,66,1,0.2,0,0,1
"639",0.5,0.66666669,0,62,0,0.2,0.66666669,1,0
"640",0,1,1,52,1,0.1,0.16666667,1,0
"641",0.30000001,0.33333334,0.33333334,56,1,0.2,0.83333331,0,0
"642",0.30000001,0.66666669,0.33333334,37,0,0.30000001,0.16666667,0,1
"643",0.5,0.83333331,NA,71,0,0.89999998,0.83333331,1,0
"644",0.60000002,0.83333331,NA,19,0,NA,0.33333334,0,1
"645",1,0.83333331,0.83333331,63,0,0.40000001,0.16666667,0,1
"646",0.69999999,0.33333334,0.33333334,45,0,1,0.5,0,1
"647",0.40000001,1,0.66666669,33,1,0.2,0,0,0
"648",0.5,0.83333331,0.5,23,1,0.30000001,0.66666669,0,1
"649",0.5,1,0.66666669,63,0,NA,0.16666667,1,0
"650",0.69999999,0.83333331,0.5,64,1,0.30000001,0,0,0
"651",1,1,0.5,22,0,NA,0.33333334,0,1
"652",0.60000002,0.5,0.66666669,62,1,0.30000001,0.5,0,0
"653",0.5,0.83333331,0.83333331,18,0,0.80000001,0,1,0
"654",0.40000001,0.66666669,0.66666669,44,1,0.30000001,0.33333334,1,0
"655",0.40000001,0.83333331,0.5,71,0,NA,0.66666669,1,0
"656",0.30000001,0.33333334,0.66666669,51,1,0.5,0.66666669,0,0
"657",0,0.66666669,0.83333331,47,1,0.30000001,0.83333331,1,0
"658",0.60000002,1,0.66666669,71,1,0.1,0,0,1
"659",0.40000001,0.83333331,0.5,52,1,0.80000001,0.33333334,0,0
"660",0.5,0.83333331,0.16666667,43,1,0.2,0.33333334,0,1
"661",0.5,0.33333334,0.33333334,64,0,0.69999999,0.66666669,0,0
"662",0.80000001,0.5,0.16666667,59,1,0.5,0.66666669,1,0
"663",1,0.33333334,0.5,40,0,0.30000001,0.16666667,0,1
"664",0.5,0.5,0.5,20,0,0.69999999,0.33333334,0,1
"665",0.5,0.66666669,0.66666669,30,0,0.30000001,0.16666667,0,1
"666",1,0.83333331,1,34,0,0.30000001,0.83333331,0,1
"667",0.5,0.66666669,0.66666669,53,0,NA,0.33333334,0,0
"668",0.60000002,0.83333331,0.66666669,25,0,0.1,0.83333331,0,1
"669",0.69999999,0.66666669,0.83333331,22,1,0.1,0.66666669,0,1
"670",0.80000001,0.83333331,1,62,0,0.69999999,0.16666667,0,1
"671",0.40000001,0.83333331,0.5,66,0,0.80000001,0.66666669,1,0
"672",0.5,NA,0.5,46,1,0.30000001,0.16666667,0,0
"673",0.5,0.5,0.66666669,68,0,0.69999999,0.66666669,1,0
"674",0.5,0.83333331,0.83333331,55,1,0.60000002,0.33333334,1,0
"675",0.5,1,1,65,0,NA,0.5,1,0
"676",0.30000001,1,0.66666669,72,0,0.30000001,0,1,0
"677",0.5,0.83333331,0.66666669,20,1,NA,0.33333334,1,0
"678",0.5,1,0.66666669,72,0,0.40000001,0.66666669,1,0
"679",0.5,0.83333331,NA,49,1,1,0.66666669,1,0
"680",0.60000002,1,0.83333331,26,1,0.80000001,0.83333331,0,1
"681",0.1,0.16666667,0.16666667,20,1,0.2,0.33333334,1,0
"682",0.30000001,1,0.83333331,57,1,0.40000001,0.66666669,1,0
"683",0.69999999,1,0.83333331,38,1,NA,0.66666669,0,1
"684",0.5,1,0.5,74,0,0.1,0.83333331,0,1
"685",0.69999999,NA,NA,46,1,1,0.66666669,0,0
"686",0.69999999,0.83333331,0.83333331,64,0,0.80000001,0.5,0,1
"687",0.30000001,0.33333334,0.16666667,21,0,0.1,0.16666667,0,1
"688",0.40000001,0.5,0.5,35,0,0.60000002,0.33333334,0,1
"689",1,0.83333331,0.66666669,40,1,0.40000001,0.33333334,1,0
"690",0.2,0.5,0.16666667,63,0,0.40000001,0.16666667,1,0
"691",0.30000001,NA,0.5,58,1,NA,0.5,1,0
"692",0.80000001,0.5,0.33333334,19,1,NA,0.33333334,0,0
"693",0.5,0.83333331,0.83333331,59,0,0.80000001,0,0,0
"694",0.5,0,0.16666667,43,1,0.40000001,0.16666667,0,0
"695",0.60000002,0.5,0.5,18,1,0.1,0,0,0
"696",1,1,0.83333331,63,1,NA,0.5,0,1
"697",0.80000001,0.83333331,0.66666669,35,1,NA,0.16666667,0,1
"698",0.30000001,0.33333334,0.16666667,43,0,0.60000002,0,0,0
"699",0.69999999,0.83333331,0.66666669,27,0,0.40000001,0.83333331,0,1
"700",0,0.83333331,0.5,66,0,NA,0.16666667,0,0
"701",0.5,1,0.83333331,45,0,0.60000002,0.16666667,0,0
"702",0,0.5,0,26,1,0.2,0.16666667,1,0
"703",0.69999999,0.66666669,0.66666669,18,1,NA,0.33333334,1,0
"704",0.69999999,0.66666669,0.5,40,0,0.69999999,0.16666667,1,0
"705",0.5,0.66666669,0.5,49,1,0.30000001,0,0,0
"706",0.5,NA,NA,25,1,0.30000001,0.66666669,0,0
"707",0.5,NA,NA,27,0,0.1,0,0,1
"708",0.5,0.83333331,0.83333331,48,0,NA,0.66666669,0,1
"709",0.5,NA,1,46,1,NA,0.16666667,1,0
"710",0.5,0.5,0.5,28,0,0.2,0.66666669,0,1
"711",0.60000002,0.66666669,0.66666669,23,1,0.1,0.33333334,0,1
"712",0.5,1,0.66666669,27,1,0.30000001,0.5,0,1
"713",0.5,0.66666669,0.66666669,57,1,NA,0.5,0,1
"714",0.69999999,0.66666669,0.66666669,19,1,NA,0.33333334,0,1
"715",0.40000001,0.5,0.5,61,1,1,0.16666667,1,0
"716",0.60000002,0.83333331,0.83333331,70,0,0.69999999,0.66666669,0,1
"717",0.5,1,0.66666669,18,1,NA,0,0,1
"718",0.69999999,1,1,50,1,NA,0.83333331,0,0
"719",0.1,0.66666669,0.66666669,48,1,0.2,0.16666667,0,1
"720",0,0.33333334,0,67,1,0.2,0.16666667,0,1
"721",0,0.66666669,0.66666669,25,0,0.2,0.16666667,1,0
"722",0,0.83333331,0.33333334,49,1,0.1,0.16666667,0,1
"723",0.60000002,0.83333331,1,21,0,0,0.33333334,1,0
"724",0,0.16666667,0.33333334,22,0,0.30000001,0.33333334,1,0
"725",0.2,1,0.83333331,50,1,0.40000001,0.5,0,0
"726",0.69999999,0.66666669,0.5,37,0,1,0.16666667,0,0
"727",0.40000001,0.83333331,0.83333331,37,1,NA,0.5,1,0
"728",0.5,1,0.83333331,39,0,0.60000002,0.33333334,0,1
"729",0.60000002,0.5,1,19,0,NA,0.33333334,1,0
"730",0.89999998,1,0.5,19,1,NA,0.33333334,0,1
"731",0.5,0.83333331,0.83333331,38,0,0.69999999,0.16666667,0,1
"732",1,1,0.66666669,42,0,0.5,0.16666667,0,1
"733",0.5,0.83333331,0.83333331,23,0,0.30000001,0.33333334,0,1
"734",0.60000002,0.66666669,0.5,26,0,0.30000001,0.66666669,0,1
"735",0.30000001,0.83333331,NA,19,1,NA,0.33333334,1,0
"736",1,1,1,24,0,0.60000002,0.5,0,1
"737",0.89999998,0,0.5,18,1,0.1,0,0,1
"738",0.2,0.66666669,1,21,1,NA,0.33333334,1,0
"739",0.80000001,1,0.5,44,0,NA,0.83333331,0,1
"740",0.60000002,0.83333331,0.83333331,25,1,0.40000001,0.66666669,1,0
"741",0.5,0.33333334,0.66666669,44,1,0.60000002,0.16666667,0,1
"742",0.40000001,NA,0.5,20,1,NA,0.33333334,0,0
"743",0.2,0.5,0.5,55,0,1,0.83333331,1,0
"744",0.2,0.83333331,0.83333331,43,0,0.89999998,0.16666667,0,0
"745",0.5,0.83333331,0.66666669,53,0,0.5,0.33333334,1,0
"746",0,1,0.66666669,31,1,0.89999998,0.83333331,1,0
"747",1,1,0.83333331,20,0,0.1,0.33333334,0,1
"748",0.30000001,1,1,61,1,NA,0.16666667,1,0
"749",0.30000001,0.5,0.33333334,29,0,0.40000001,0,1,0
"750",0.40000001,0.5,0.5,25,1,0,0.33333334,1,0
"751",0.5,1,0.83333331,39,0,0.30000001,0.33333334,0,1
"752",0.2,0.66666669,0.5,44,1,0.30000001,0.66666669,0,0
"753",0.30000001,NA,0.5,73,1,0.1,0.5,1,0
"754",0.40000001,0.66666669,0.66666669,32,1,0.69999999,0.5,0,1
"755",0.2,0,0.33333334,19,1,0.60000002,0.33333334,0,1
"756",0.40000001,0.66666669,0.33333334,32,0,0.60000002,0.16666667,1,0
"757",0.5,0,0.16666667,29,0,0.30000001,0.33333334,1,0
"758",0.5,1,0.66666669,45,0,NA,0.66666669,0,1
"759",0,0.5,0,60,1,0.30000001,0.16666667,1,0
"760",0.40000001,0.66666669,0.66666669,33,0,0.30000001,0.66666669,1,0
"761",0.30000001,0.5,0.83333331,21,0,0.40000001,0.16666667,0,0
"762",0.5,0.5,1,73,1,0.30000001,0.16666667,1,0
"763",0.30000001,1,1,53,0,0.69999999,0.16666667,0,0
"764",0.5,0.66666669,0.83333331,47,0,0.40000001,0.16666667,0,1
"765",0.30000001,0.66666669,NA,54,1,0.2,0.16666667,1,0
"766",0,NA,NA,53,0,0.40000001,0,0,1
"767",0.5,0.83333331,0.83333331,72,0,0.40000001,0.83333331,0,1
"768",0.5,0.83333331,0.66666669,43,0,0.40000001,0.16666667,0,0
"769",0.60000002,0.83333331,0.66666669,51,0,0.5,0.83333331,0,1
"770",1,0.66666669,0.5,52,0,0.5,0.16666667,0,1
"771",0.5,0.83333331,0.66666669,18,1,NA,0,1,0
"772",0.30000001,0.33333334,0.66666669,69,0,0.89999998,0.66666669,0,1
"773",0.80000001,1,0.83333331,53,1,0.2,0.16666667,0,1
"774",0.5,0.83333331,0.5,54,0,1,0.33333334,1,0
"775",0.40000001,0.83333331,0.83333331,52,1,0.30000001,0.66666669,0,0
"776",0.2,0.66666669,0.5,55,1,0.30000001,0.66666669,1,0
"777",0.5,0.66666669,0.83333331,53,0,1,0.66666669,0,0
"778",0.5,1,0.83333331,67,0,0.2,0.16666667,0,1
"779",1,0.33333334,0.33333334,38,1,0.89999998,0.83333331,0,1
"780",0.80000001,0.83333331,0.16666667,19,1,1,0.33333334,0,0
"781",0.69999999,0.66666669,1,29,0,0.30000001,0.16666667,0,1
"782",0.80000001,0.83333331,0.83333331,19,1,0.60000002,0.33333334,0,0
"783",0.30000001,0.5,0.33333334,37,0,0.80000001,0.16666667,0,1
"784",0.69999999,0.83333331,0.66666669,59,1,1,0.16666667,1,0
"785",1,0.66666669,0.83333331,30,0,0.60000002,0.5,0,1
"786",0.40000001,0.33333334,0,32,0,0,0.33333334,1,0
"787",0.40000001,1,0.83333331,33,0,0.5,0.16666667,0,0
"788",0.5,1,1,41,1,0.2,0.16666667,1,0
"789",0.30000001,0.83333331,NA,27,1,NA,0.66666669,1,0
"790",0.5,0.33333334,0.33333334,72,0,0.30000001,0.16666667,1,0
"791",0.40000001,0.5,0.33333334,51,0,0.80000001,0.16666667,0,1
"792",0.2,0.66666669,0.66666669,66,0,0.69999999,0.83333331,1,0
"793",0.5,0.83333331,0.83333331,50,1,0.1,0.16666667,0,1
"794",0.40000001,0.83333331,0.83333331,29,1,0.30000001,0.83333331,1,0
"795",0.40000001,0.66666669,0.5,20,0,0.1,0,0,0
"796",0.5,1,1,29,0,0.69999999,0.83333331,0,1
"797",0.40000001,0.5,0.33333334,70,0,0.60000002,0.83333331,1,0
"798",0.69999999,0.83333331,0.5,22,1,0,0.33333334,0,1
"799",0.40000001,0.66666669,0.16666667,22,1,0.1,0.33333334,1,0
"800",0.5,0.83333331,0.83333331,63,0,0.5,0.16666667,0,1
