"","taxrich","effort_rich","proso_rich","Age","female","Income","Education","party_left","party_right"
"1192",0.69999999,0.83333331,1,23,1,0.1,0.33333334,0,0
"1193",0.5,1,0.33333334,33,1,0.89999998,0.83333331,1,0
"1194",1,0.83333331,0.83333331,65,1,0.40000001,0.16666667,1,0
"1195",0.5,0.5,0.5,72,0,0.2,0.5,1,0
"1196",0.5,0.66666669,NA,30,1,0.30000001,0.83333331,1,0
"1197",0.80000001,0.33333334,1,26,0,0.60000002,0.16666667,0,0
"1198",0.30000001,0.5,0.66666669,18,1,0.89999998,0.33333334,1,0
"1199",0.5,0.5,0.83333331,47,1,0.80000001,0.16666667,0,1
"1200",0.30000001,0.33333334,0.16666667,50,1,NA,0.5,0,0
"1201",0,0.83333331,1,65,0,0.40000001,0.66666669,1,0
"1202",1,1,0.83333331,65,1,NA,NA,0,0
"1203",0.60000002,0.16666667,0.5,19,0,NA,0.33333334,0,0
"1204",0.5,0.83333331,0.5,34,1,NA,0.83333331,0,0
"1205",0.5,1,0.83333331,67,1,NA,0.16666667,1,0
"1206",0.5,0.5,0.5,64,0,0.30000001,0,1,0
"1207",0.1,0.83333331,NA,67,1,0.30000001,0.66666669,1,0
"1208",1,0.16666667,1,23,0,0.2,0.33333334,0,1
"1209",0.2,0.66666669,NA,51,1,NA,0.16666667,1,0
"1210",0,NA,NA,58,0,0.40000001,0.16666667,0,1
"1211",0.69999999,0.83333331,0.5,42,0,1,0.83333331,0,0
"1212",0.5,0.66666669,0.5,73,1,0.2,0.16666667,1,0
"1213",0.5,1,0.5,50,1,NA,0,0,1
"1214",0.5,0.5,0.83333331,19,0,0.1,0.33333334,0,1
"1215",0.5,0.5,0.16666667,57,1,0.60000002,0.16666667,0,1
"1216",1,0.5,0.5,41,0,0.5,0.16666667,0,1
"1217",0.30000001,0.66666669,0.16666667,43,1,0.89999998,0.66666669,1,0
"1218",0.89999998,0.83333331,0.83333331,70,1,0.89999998,0.66666669,0,1
"1219",0.69999999,0.83333331,0.66666669,74,1,0.60000002,0.66666669,0,1
"1220",0.60000002,0.66666669,0.66666669,53,1,0.30000001,0.16666667,0,0
"1221",0.69999999,1,0,44,0,0.30000001,0.66666669,1,0
"1222",0.2,0.5,0.33333334,24,1,0.30000001,0.5,0,1
"1223",0.30000001,0.83333331,NA,20,1,NA,0.33333334,1,0
"1224",0.80000001,0.83333331,NA,64,1,0.1,0,0,1
"1225",0.40000001,0.66666669,0.33333334,44,0,NA,0.66666669,0,1
"1226",0.69999999,1,0.83333331,23,1,0.1,0.33333334,0,1
"1227",0.89999998,1,0.5,38,1,NA,0.16666667,0,1
"1228",0.40000001,0.66666669,NA,40,0,0.60000002,0.66666669,1,0
"1229",0.80000001,1,0.5,55,0,0.80000001,0.33333334,0,0
"1230",0.5,0.66666669,0.33333334,29,1,0.30000001,0.66666669,1,0
"1231",0.30000001,0.66666669,0.66666669,42,0,0.89999998,0.83333331,1,0
"1232",0.5,0.66666669,0.66666669,19,1,0.1,0.33333334,0,1
"1233",0.5,0.5,0.5,24,1,NA,0.66666669,0,0
"1234",0.69999999,NA,NA,22,1,0.2,0.33333334,0,0
"1235",1,0.66666669,0.66666669,25,1,NA,0.33333334,0,1
"1236",0.5,NA,NA,20,1,0,0.33333334,0,0
"1237",0.80000001,1,1,27,0,0.60000002,0.16666667,0,1
"1238",0.5,0.33333334,0.33333334,39,1,0.30000001,0.16666667,0,1
"1239",0,0.5,0.33333334,19,0,NA,NA,1,0
"1240",0.5,0.5,0.5,31,0,0.5,0.66666669,1,0
"1241",0,0.66666669,0.5,56,0,0.40000001,0.5,1,0
"1242",0.5,0.83333331,0.16666667,27,0,0.30000001,0.66666669,1,0
"1243",0.40000001,NA,NA,30,1,0.1,0,1,0
"1244",0.60000002,1,1,62,0,0.5,0.16666667,0,1
"1245",0.2,0.5,0.33333334,66,1,0,0,0,0
"1246",0.60000002,0.83333331,0.83333331,73,0,0.30000001,0.16666667,1,0
"1247",0.5,1,1,44,1,1,0.16666667,0,1
"1248",0,0.83333331,0.66666669,61,0,NA,0.33333334,0,1
"1249",1,0.33333334,0.5,49,1,0.89999998,0.33333334,0,1
"1250",0.5,NA,NA,71,1,0.1,0.66666669,0,1
"1251",0,1,1,74,0,0.40000001,0.66666669,1,0
"1252",1,0.5,0.5,19,1,0.1,0.33333334,0,1
"1253",1,1,0.83333331,32,0,0.30000001,0.33333334,0,1
"1254",1,0.83333331,0.83333331,48,1,0.60000002,0.16666667,0,0
"1255",1,0.83333331,0.83333331,56,1,0.69999999,0.16666667,0,1
"1256",0.5,1,0.66666669,59,0,0.60000002,0.66666669,1,0
"1257",0.5,0.83333331,0.66666669,62,0,0.69999999,0.5,1,0
"1258",0.5,0.83333331,0.66666669,58,1,0.40000001,0.16666667,1,0
"1259",1,1,0.5,29,0,0.1,0.66666669,0,1
"1260",0.2,1,0.5,63,1,0.40000001,0,0,1
"1261",0.40000001,0.83333331,0.66666669,57,1,0.69999999,0.16666667,1,0
"1262",0.40000001,0.5,0.33333334,36,1,0.30000001,0,1,0
"1263",0.2,1,0,64,0,0.1,0.16666667,1,0
"1264",0,0.16666667,0.33333334,51,0,0.30000001,0.33333334,1,0
"1265",0.40000001,0.83333331,0.83333331,64,1,NA,0,0,1
"1266",1,0.83333331,0.66666669,50,1,1,0.83333331,0,1
"1267",0,0.66666669,0.66666669,61,1,NA,0.83333331,1,0
"1268",0.69999999,0.83333331,0.66666669,18,1,NA,0,0,1
"1269",0.5,1,1,59,1,0.60000002,0.66666669,0,0
"1270",0.40000001,0.66666669,0.66666669,27,1,NA,0.83333331,1,0
"1271",0,0.66666669,0.33333334,70,1,NA,0,0,1
"1272",0.5,0.33333334,0.5,19,0,0.69999999,0,0,1
"1273",0.5,0.5,0.5,72,0,0.5,0.66666669,0,1
"1274",0,0,0.66666669,60,1,0.69999999,0.83333331,0,1
"1275",0.60000002,0.66666669,0.5,63,1,1,0.66666669,0,1
"1276",0.60000002,0.83333331,0.83333331,53,0,1,0.66666669,0,1
"1277",0.30000001,0.33333334,0.33333334,18,1,0.30000001,0.33333334,1,0
"1278",0.89999998,0.83333331,0.66666669,47,1,0.1,NA,0,0
"1279",0.69999999,1,0.5,41,0,0.69999999,0.5,0,1
"1280",0.1,0.83333331,0.5,58,1,NA,0,0,1
"1281",0.5,0.5,0.5,61,0,0.30000001,0,1,0
"1282",0.2,0.33333334,0.16666667,74,0,0.40000001,0.83333331,1,0
"1283",0.40000001,0.83333331,0.83333331,59,1,1,0.66666669,0,0
"1284",0.5,0.66666669,0.33333334,66,0,0.5,0.16666667,1,0
"1285",0.5,1,0.16666667,22,1,0,0.33333334,1,0
"1286",0.69999999,NA,0.66666669,38,1,0.2,0.66666669,1,0
"1287",0,0.16666667,0.33333334,47,1,0.40000001,0.83333331,1,0
"1288",0,0.5,0.5,39,1,0,0,0,0
"1289",0.5,0.5,0.5,47,1,NA,0,0,0
"1290",0.5,0.83333331,0.5,63,0,0.60000002,0.66666669,1,0
"1291",0.2,0.33333334,0.16666667,55,0,0.69999999,0.16666667,1,0
"1292",0.5,0.5,0.66666669,62,0,0.5,0.16666667,1,0
"1293",0.2,1,1,61,1,0.80000001,0.83333331,1,0
"1294",0,0.16666667,0.16666667,62,0,0.5,0.16666667,0,1
"1295",0.5,0.5,NA,35,1,0.40000001,0.33333334,0,0
"1296",0,0.66666669,0.5,59,1,0.2,0.5,1,0
"1297",0.40000001,NA,0.5,23,1,0,0.16666667,0,0
"1298",0.5,0.33333334,0.5,51,1,0.30000001,0.5,0,0
"1299",0.40000001,0.5,0.16666667,25,1,0.2,0.66666669,0,0
"1300",0.5,NA,NA,53,1,NA,0.16666667,0,0
"1301",0,NA,0.33333334,65,1,NA,0.83333331,0,0
"1302",0,0.33333334,0.16666667,64,0,0.40000001,0.66666669,1,0
"1303",0.60000002,0.66666669,0.5,38,0,NA,0.33333334,0,0
"1304",0,0.5,0.33333334,45,1,0.69999999,0.5,0,0
"1305",0.5,0.5,0.83333331,39,1,0.69999999,0.16666667,0,0
"1306",0.5,0.83333331,0.66666669,21,0,0.2,0.33333334,1,0
"1307",0.2,0.66666669,0.66666669,39,0,0.30000001,0.33333334,1,0
"1308",0.60000002,0.33333334,0.33333334,44,0,0.60000002,0.16666667,0,0
"1309",0.40000001,0.5,0.33333334,49,0,0.30000001,0.5,0,0
"1310",0.30000001,0.66666669,NA,50,1,0.30000001,0.66666669,1,0
"1311",0.69999999,0.83333331,1,20,1,0,0.33333334,0,0
"1312",0.69999999,0.5,0.33333334,54,0,0.69999999,0.33333334,0,1
"1313",0.5,0.83333331,0.5,27,1,0.80000001,0.83333331,1,0
"1314",0.30000001,0.5,0,24,1,0,0.16666667,1,0
"1315",0.40000001,0.83333331,0.83333331,61,1,NA,0.16666667,1,0
"1316",0.80000001,1,0.66666669,31,1,1,0.33333334,0,1
"1317",0.40000001,0.83333331,0.66666669,25,0,0.1,0.16666667,1,0
"1318",0.5,NA,NA,19,0,NA,NA,0,0
"1319",0.60000002,0.5,1,56,0,0.69999999,0.16666667,0,0
"1320",0.80000001,0.5,0.83333331,53,1,0.89999998,0.5,0,1
"1321",0.60000002,0.66666669,0.83333331,54,1,1,0.33333334,0,1
"1322",0.5,0.5,0.33333334,34,0,0.30000001,0.66666669,0,0
"1323",0.30000001,0,0.16666667,38,0,0.40000001,0,1,0
"1324",0.2,1,0.5,35,1,0.5,0,0,1
"1325",0.5,0.16666667,0.5,47,0,0.69999999,0.33333334,0,1
"1326",0.69999999,0.5,0.33333334,52,0,0.60000002,0.16666667,0,1
"1327",0.30000001,0.5,0.33333334,20,1,0.69999999,0.33333334,0,0
"1328",0.80000001,0.66666669,0.5,69,1,0.1,0.66666669,1,0
"1329",0.69999999,0.33333334,0.5,41,0,0.69999999,0.5,0,1
"1330",0.5,0.5,0.33333334,35,0,0.5,0.16666667,1,0
"1331",0.40000001,0.83333331,0.5,68,0,0.2,0.33333334,1,0
"1332",0.40000001,0.66666669,NA,35,1,0.69999999,0.33333334,0,0
"1333",0.60000002,0.83333331,0.66666669,37,0,0.60000002,0.16666667,0,1
"1334",0.30000001,0.66666669,0.33333334,29,1,0.60000002,0.16666667,0,0
"1335",0.2,0.66666669,0.5,35,0,0.2,0,1,0
"1336",1,0.66666669,1,23,0,0.2,0.66666669,0,1
"1337",0,0.33333334,0.66666669,26,1,0.5,0.66666669,0,1
"1338",0.30000001,0.66666669,0.66666669,25,1,0.5,0.16666667,1,0
"1339",0.60000002,0.66666669,0.5,19,1,NA,0.33333334,0,1
"1340",0.60000002,0.5,0.33333334,21,0,0.80000001,0.33333334,1,0
"1341",0,0,0.5,60,0,0.80000001,0.83333331,1,0
"1342",0.5,1,NA,70,1,NA,NA,0,1
"1343",0.1,1,0.83333331,55,0,0.69999999,0.16666667,0,1
"1344",0.5,0.16666667,0.66666669,27,1,0.5,0.83333331,1,0
"1345",0.69999999,0.83333331,0.66666669,60,0,1,0.16666667,0,1
"1346",0.40000001,0.5,0.5,38,0,0.69999999,0.16666667,0,1
"1347",0.5,0.5,0.5,35,0,NA,0.66666669,0,0
"1348",0.5,0.83333331,0.66666669,70,0,0.30000001,0.5,1,0
"1349",0.30000001,1,0.83333331,28,0,0.60000002,0.66666669,1,0
"1350",0.5,0.66666669,0.83333331,29,1,0.30000001,0.66666669,0,1
"1351",0.5,0.83333331,0.83333331,55,1,0.2,0.5,0,1
"1352",0.2,NA,0.5,69,0,0.1,0.16666667,1,0
"1353",0.5,0.5,0.5,21,1,0.5,0.66666669,0,0
"1354",0.5,NA,NA,22,1,NA,0.33333334,0,0
"1355",0.30000001,0.83333331,0,26,0,0,0,0,1
"1356",0.5,0.83333331,0.66666669,47,0,0.80000001,0.66666669,1,0
"1357",0.30000001,0.66666669,0.5,36,0,0.60000002,0.16666667,0,1
"1358",0.69999999,0.83333331,0.5,35,1,0.69999999,0.33333334,0,0
"1359",0.40000001,0.33333334,0.66666669,22,1,0.2,0.16666667,1,0
"1360",1,1,0.66666669,47,1,0.1,0.66666669,0,1
"1361",1,0.83333331,0.66666669,27,0,0.2,0.5,0,1
"1362",0.69999999,0.66666669,0.66666669,19,1,1,0,0,1
"1363",0.40000001,NA,NA,38,0,NA,0.83333331,1,0
"1364",0.2,0.66666669,0.16666667,18,0,0.60000002,0,1,0
"1365",1,1,1,45,0,NA,0.66666669,0,1
"1366",0.80000001,1,0.66666669,23,1,0.30000001,0,0,1
"1367",1,0.83333331,0.83333331,74,0,0.30000001,0.66666669,0,1
"1368",0.60000002,0.5,0.66666669,29,0,0.2,0.83333331,0,0
"1369",0.2,0.66666669,0.16666667,32,0,0.60000002,0.33333334,0,1
"1370",0.5,1,0.66666669,46,1,0.2,0.16666667,0,1
"1371",0.5,NA,1,49,1,0.69999999,0.83333331,0,0
"1372",0,0.33333334,0,56,0,0.1,0.83333331,1,0
"1373",0,0.66666669,0,64,0,0.30000001,0.66666669,1,0
"1374",0.5,NA,NA,24,0,0.1,0.33333334,1,0
"1375",0.30000001,0.83333331,0.5,71,0,NA,0.66666669,0,1
"1376",0.30000001,1,0.66666669,41,1,0.69999999,0.16666667,1,0
"1377",0.80000001,1,0.83333331,73,0,0.89999998,0.66666669,0,1
"1378",0,0,0,54,1,0.2,0.5,1,0
"1379",0.40000001,1,0.33333334,19,0,0.80000001,0,1,0
"1380",0.5,0.83333331,0.83333331,71,0,NA,0.83333331,0,1
"1381",0.60000002,NA,0.5,45,1,0.60000002,0,1,0
"1382",0.40000001,NA,NA,29,0,0.1,0.66666669,1,0
"1383",0.69999999,0.66666669,0.5,21,1,0.30000001,0.33333334,0,1
"1384",0.5,0.66666669,0.5,52,0,0.60000002,0.16666667,0,1
"1385",1,0.5,0.83333331,45,0,NA,0.16666667,0,1
"1386",0.89999998,0.66666669,0.66666669,42,0,0.60000002,0.33333334,0,1
"1387",0.30000001,0.83333331,0.66666669,24,1,0.1,0.66666669,1,0
"1388",0.80000001,0.83333331,0.83333331,36,0,0.30000001,0.16666667,0,1
"1389",0.40000001,0.66666669,0.83333331,25,0,0.1,0.66666669,1,0
"1390",0.5,0.83333331,0.5,70,1,0.5,0.66666669,1,0
"1391",0.5,0.66666669,0.66666669,55,0,0.5,0.16666667,1,0
"1392",0.5,0.66666669,0.66666669,44,0,NA,0.83333331,0,0
"1393",0.5,0.83333331,0.66666669,29,1,0.69999999,0.66666669,1,0
"1394",1,1,1,23,0,0.60000002,0.33333334,0,1
"1395",0.40000001,0.83333331,0.83333331,24,1,0.2,0.66666669,1,0
"1396",0.80000001,0.66666669,0.83333331,20,1,NA,0.66666669,0,1
"1397",0.5,0.83333331,NA,41,1,0.30000001,0.33333334,0,1
"1398",0,0.33333334,0.16666667,62,0,0.2,0.33333334,1,0
"1399",0.5,0.83333331,0.16666667,32,1,0.40000001,0.33333334,1,0
"1400",0.5,0.83333331,0.83333331,29,1,0.69999999,0.83333331,0,0
"1401",0.5,1,0.5,41,0,0.80000001,0.66666669,0,1
"1402",0.40000001,0.66666669,0.66666669,63,0,0.1,0.16666667,1,0
"1403",0.60000002,0.83333331,0.83333331,44,0,1,0.83333331,0,0
"1404",0.5,0.83333331,0.5,59,0,0.5,0.16666667,0,1
"1405",0,0.66666669,0.66666669,69,1,0.40000001,0.5,1,0
"1406",0.60000002,0,0.16666667,33,1,0.30000001,0.16666667,0,0
"1407",0.30000001,0.83333331,0.33333334,42,0,0.60000002,0.33333334,1,0
"1408",0.30000001,0.66666669,0.5,48,1,1,0.66666669,0,0
"1409",0.5,0.83333331,0.66666669,68,0,0.2,0.16666667,0,1
"1410",0.30000001,0.83333331,0.5,73,0,NA,0.83333331,1,0
"1411",0.5,0.66666669,0.5,60,1,0.69999999,0.16666667,0,1
"1412",0,0.5,0.5,59,0,0.30000001,0,1,0
"1413",0.1,0.83333331,0.83333331,54,1,0.2,0.16666667,0,1
"1414",0.1,NA,0.66666669,29,0,0,0.33333334,1,0
"1415",0.69999999,0.66666669,0.33333334,27,1,0,0.66666669,1,0
"1416",0.5,0.83333331,0.5,55,0,0.89999998,0.66666669,1,0
"1417",0.40000001,0.83333331,0.5,47,1,0.60000002,0.5,1,0
"1418",0.60000002,0.83333331,0.66666669,65,0,0.30000001,0.16666667,0,1
"1419",0,0.66666669,NA,54,1,NA,0.16666667,1,0
"1420",0.5,0.83333331,0.66666669,58,1,0.5,0.5,0,0
"1421",0.60000002,0.83333331,0.83333331,66,1,0.30000001,0,0,1
"1422",0.2,0.33333334,0.5,58,0,0.40000001,0.83333331,1,0
"1423",0.30000001,0.33333334,0.16666667,48,1,0.2,0.5,0,1
"1424",0.5,0.33333334,0.16666667,49,0,0.1,0,1,0
"1425",0.5,0.66666669,0.66666669,57,0,1,0.16666667,0,1
"1426",0.40000001,0.83333331,0.33333334,51,1,0.60000002,0.83333331,1,0
"1427",0.5,1,0.83333331,29,1,0.1,0.16666667,0,0
"1428",0.2,0.83333331,0.33333334,30,1,0.40000001,0.66666669,0,0
"1429",1,1,NA,26,0,0.80000001,0.83333331,0,1
"1430",0.5,0.83333331,1,72,0,0.60000002,0.83333331,0,1
"1431",0,0.5,0.5,45,0,0.2,0,1,0
"1432",0.30000001,0.83333331,0.83333331,63,1,0.1,0.66666669,0,0
"1433",0.89999998,NA,1,57,1,0.89999998,0.16666667,0,1
"1434",0.5,0.5,0.5,49,0,NA,0.16666667,0,0
"1435",0.2,0.83333331,0.66666669,49,1,0.40000001,0.16666667,1,0
"1436",0.30000001,0,0.16666667,59,0,0.80000001,0.16666667,1,0
"1437",0.30000001,0.83333331,0.33333334,31,1,0.30000001,0.83333331,1,0
"1438",0.5,1,0.33333334,18,0,NA,0,1,0
"1439",0.69999999,0.83333331,0.66666669,56,0,0.60000002,0.5,0,1
"1440",0.5,1,0.66666669,19,1,0.2,0.33333334,1,0
"1441",0.5,1,0.33333334,56,0,0.30000001,0.66666669,1,0
"1442",0.60000002,0.83333331,NA,62,1,NA,0.16666667,0,1
"1443",0.5,0.5,0.5,65,0,0.2,0.33333334,1,0
"1444",0.60000002,1,0.5,47,1,0.30000001,0.16666667,0,1
"1445",0.5,0.83333331,0.83333331,64,0,0.30000001,0.5,0,1
"1446",0.60000002,1,0.5,60,1,0.69999999,0.66666669,1,0
"1447",0.5,NA,0.5,45,1,0.1,0.5,0,0
"1448",0.5,1,0.66666669,24,1,0.1,0.33333334,1,0
"1449",0.69999999,0.83333331,0.66666669,38,1,0.30000001,0.66666669,1,0
"1450",0.5,0.66666669,0.5,65,1,0.60000002,0.16666667,0,1
"1451",0.80000001,1,0.83333331,54,0,0.69999999,0.16666667,0,1
"1452",0.5,0.83333331,0.83333331,45,0,1,0.33333334,1,0
"1453",1,0.66666669,0.5,46,0,0.69999999,0.66666669,0,1
"1454",0.60000002,1,0.66666669,34,1,0.80000001,0.83333331,0,1
"1455",0.5,0.66666669,0.33333334,68,1,0.2,0.5,0,0
"1456",0.69999999,0.83333331,0.83333331,68,0,0.60000002,0.5,0,1
"1457",1,0.33333334,0.5,35,0,0.80000001,0.16666667,0,1
"1458",0,0.66666669,0,20,0,0.69999999,0.33333334,1,0
"1459",0.69999999,0.16666667,0.33333334,47,1,0.5,0.83333331,0,1
"1460",0.80000001,0.5,0.66666669,54,0,NA,0,0,1
"1461",0.2,0.66666669,0.16666667,46,0,1,0.83333331,0,1
"1462",0.5,0.66666669,NA,21,1,NA,0.33333334,0,1
"1463",0.89999998,1,0.66666669,65,0,0.30000001,0.16666667,1,0
"1464",0.5,0.83333331,0.83333331,72,0,0.80000001,0.66666669,1,0
"1465",0.5,0.5,0.5,61,1,0.2,0.66666669,1,0
"1466",0.5,0.83333331,0.5,32,0,0.30000001,0.16666667,0,1
"1467",0.40000001,0.66666669,0.66666669,43,0,0.40000001,0.5,1,0
"1468",1,0.83333331,0.66666669,38,0,0.2,0.33333334,0,0
"1469",0.60000002,1,0.5,44,0,0.69999999,0.16666667,0,1
"1470",0.5,0.5,0.5,31,0,0.80000001,0.83333331,0,1
"1471",1,1,0.66666669,19,0,1,0.33333334,0,1
"1472",1,1,0.66666669,65,0,0.69999999,0.66666669,0,1
"1473",0.30000001,0.83333331,0.66666669,38,1,0.40000001,0.66666669,1,0
"1474",0.5,NA,1,40,1,NA,0.5,0,0
"1475",0.60000002,0.5,0.66666669,43,1,0.2,0.33333334,1,0
"1476",1,0.83333331,0.66666669,48,0,1,0.66666669,0,1
"1477",0.5,1,0.83333331,65,1,0.5,0.66666669,0,1
"1478",0.80000001,1,0.83333331,21,1,NA,0.33333334,0,0
"1479",0.5,0.83333331,0.66666669,22,1,0.1,0.33333334,0,1
"1480",0.30000001,0.66666669,0.66666669,50,0,NA,0.66666669,0,0
"1481",0.80000001,0.66666669,0.5,46,0,0.5,0.16666667,1,0
"1482",0.69999999,0.83333331,0.33333334,41,1,0.5,0.66666669,1,0
"1483",0.5,1,0.66666669,51,1,0.60000002,0,0,0
"1484",0.5,0.5,0.33333334,20,1,NA,0.33333334,1,0
"1485",0,NA,0.66666669,60,0,1,0.83333331,1,0
"1486",0.5,0.83333331,1,62,0,1,1,1,0
"1487",0.69999999,1,0.66666669,27,0,0.30000001,0.33333334,1,0
"1488",0.2,0.5,0.5,36,0,0.1,0,0,0
"1489",0.5,0.83333331,0.5,21,1,0.1,0.33333334,0,0
"1490",0.30000001,0.83333331,0.5,53,1,0.60000002,0.33333334,0,0
"1491",0.5,0.83333331,NA,37,1,0.5,0.66666669,1,0
"1492",0.5,1,0.5,49,0,1,0.83333331,0,0
"1493",0.40000001,NA,NA,36,1,NA,0.5,0,0
"1494",0.5,1,0.5,20,1,NA,0.16666667,1,0
"1495",0.80000001,0.83333331,NA,19,1,NA,0.33333334,1,0
"1496",0.69999999,NA,NA,51,1,0.60000002,0.66666669,0,1
"1497",0.80000001,0.5,0.33333334,50,1,NA,NA,0,0
"1498",0.40000001,0.5,0.5,58,1,0.40000001,0.66666669,1,0
"1499",0.80000001,0.66666669,0.5,45,1,0.60000002,0.5,0,1
"1500",0.5,0.5,0.83333331,40,0,0.5,0.83333331,0,1
"1501",0.30000001,1,NA,19,0,NA,0,0,0
"1502",0.5,0.5,1,37,0,0.40000001,0.66666669,1,0
"1503",0.5,NA,NA,31,0,NA,NA,0,0
"1504",0.5,0.66666669,0.5,34,0,0.2,0.16666667,0,1
"1505",0.5,0.33333334,0.5,19,1,NA,0.33333334,0,0
"1506",0.60000002,0.5,0.5,21,0,NA,0.33333334,0,0
"1507",0.2,1,0.83333331,62,1,0.40000001,0.5,1,0
"1508",0.30000001,0.83333331,0.5,19,1,NA,0.33333334,0,0
"1509",0.2,0.66666669,0.66666669,40,1,0.80000001,0.16666667,1,0
"1510",0.5,0.83333331,0.5,24,1,0.1,0.33333334,1,0
"1511",0.5,0.83333331,0.83333331,67,1,0.1,0,0,0
"1512",0.5,1,0.83333331,55,1,NA,0.16666667,0,0
"1513",0.80000001,0.83333331,NA,20,1,NA,0.33333334,0,1
"1514",0.40000001,1,0.83333331,73,0,0.2,0,0,1
"1515",0.5,0.83333331,0.83333331,67,1,NA,0,NA,NA
"1516",0.5,1,0.33333334,35,1,0.5,0.83333331,0,1
"1517",0.40000001,0.83333331,0.66666669,68,1,NA,0.33333334,1,0
"1518",0.5,1,0.83333331,49,0,0.69999999,0.16666667,0,0
"1519",0.5,0.66666669,NA,30,1,0.30000001,0.66666669,1,0
"1520",0.40000001,0.33333334,0.33333334,29,0,0.30000001,0.66666669,0,0
"1521",0.5,NA,NA,48,0,0.5,0,0,1
"1522",0.5,0.5,0.5,21,1,NA,0.33333334,0,0
"1523",0.69999999,0.83333331,0.5,44,0,0.30000001,0.16666667,1,0
"1524",0.5,0.83333331,0.5,20,0,NA,0.33333334,0,1
"1525",0.5,NA,NA,32,0,0.69999999,0.16666667,0,1
"1526",0.5,0.33333334,0.33333334,33,1,NA,0.66666669,1,0
"1527",0.5,0.66666669,0.66666669,21,0,NA,0.33333334,1,0
"1528",0.40000001,1,0.5,41,0,0.2,0,1,0
"1529",0.30000001,0.5,0.33333334,39,0,0.40000001,0.33333334,1,0
"1530",0.5,0.66666669,0.5,57,1,NA,0,0,0
"1531",1,1,0.83333331,61,0,0.69999999,0.83333331,0,1
"1532",0.60000002,0.83333331,0.83333331,38,0,0.30000001,0.16666667,0,0
"1533",0.5,0.5,0.5,21,0,0.40000001,0.33333334,0,1
"1534",0.5,NA,NA,23,1,NA,0.66666669,0,0
"1535",0.5,NA,0.5,41,1,NA,0.16666667,1,0
"1536",0.60000002,0.66666669,NA,22,1,0,0.33333334,0,1
"1537",0.5,0.83333331,0.5,57,0,0.5,0,0,1
"1538",0.5,0.83333331,0.66666669,68,0,0.40000001,0.5,0,1
"1539",0,NA,NA,40,1,0.5,0,0,0
"1540",0.80000001,0.5,0.5,43,0,NA,0,0,0
"1541",0.69999999,NA,NA,19,1,1,0.33333334,0,1
"1542",0.80000001,NA,NA,69,1,0.2,0,0,1
"1543",0.5,NA,NA,39,0,0.2,0,0,0
"1544",0.5,0.83333331,0.66666669,26,0,NA,0.33333334,1,0
"1545",0,0.5,0.66666669,44,1,0.30000001,0.33333334,1,0
"1546",0.69999999,NA,NA,72,1,NA,0.16666667,0,1
"1547",0.40000001,NA,0,19,1,NA,0.16666667,1,0
"1548",0.5,0.83333331,0.66666669,48,0,0.40000001,0.66666669,1,0
"1549",0.5,0.66666669,0.5,23,1,0.1,0.33333334,0,1
"1550",0.69999999,0.5,0.5,46,0,0.5,0.5,0,0
"1551",0.5,0.5,0.5,42,1,NA,0.5,0,1
"1552",0.5,1,0.5,24,1,0.1,0.16666667,1,0
"1553",0.5,0.33333334,0.16666667,48,0,0.2,0,0,0
"1554",0.2,NA,NA,27,1,0.2,0,0,1
"1555",0.5,0.83333331,0.5,24,1,0.40000001,0,0,0
"1556",0,0.33333334,0.5,40,1,NA,0,1,0
"1557",1,0.5,0.5,38,0,0.5,0.16666667,0,0
"1558",0.5,0.66666669,0.83333331,43,0,0.69999999,0.16666667,0,1
"1559",0.30000001,0.83333331,0,29,1,0.1,0.16666667,0,0
"1560",0.5,1,1,59,1,0.69999999,0.16666667,0,0
"1561",0.40000001,1,1,31,1,NA,0.33333334,0,0
"1562",0,0.5,0.5,25,1,0.40000001,0.16666667,0,0
"1563",0.2,0,0.16666667,23,0,0.2,0.16666667,1,0
"1564",0.80000001,NA,0.5,24,1,0.1,0.66666669,0,1
"1565",0,NA,NA,63,1,0.2,0.16666667,0,0
"1566",0.5,1,0.66666669,65,1,NA,0.16666667,0,1
"1567",0.5,NA,NA,46,1,NA,0.16666667,1,0
"1568",0.5,0.33333334,0.5,19,1,0,0.33333334,0,0
"1569",0,0.16666667,0.33333334,41,0,0.1,0.66666669,1,0
"1570",0.5,0,0.33333334,33,0,0.1,0,1,0
"1571",0.5,0.16666667,0.5,18,1,0.69999999,0,0,0
"1572",0.30000001,0.16666667,1,41,0,0.5,0,0,1
"1573",0.5,0.66666669,0.66666669,32,1,NA,0.5,0,0
"1574",0.5,0.33333334,0.33333334,18,1,NA,0,0,0
"1575",0.5,1,NA,52,1,NA,0,0,1
"1576",0.5,0.16666667,0.5,37,0,0.5,0,0,1
"1577",0.5,NA,NA,31,0,0.60000002,NA,0,1
"1578",0.5,0.66666669,0.83333331,19,1,NA,0.33333334,0,0
"1579",1,0.83333331,0.66666669,50,1,0.60000002,0.16666667,1,0
"1580",0.80000001,0.66666669,0.5,73,1,NA,0,0,0
"1581",0.80000001,0.83333331,0.83333331,45,0,NA,0.66666669,0,1
"1582",0.5,0.33333334,0.5,20,0,1,0.33333334,1,0
"1583",0.80000001,0.66666669,0.33333334,31,0,0.30000001,0.16666667,0,0
"1584",0.60000002,NA,NA,24,1,0,0.33333334,0,0
