techzip2,groupcat1,groupcat2,group_placzcat21,group_placzcat22,group_placzcat23,indian_traits,threatened2,dscore2,female,age,married,pid,educ,racewhite,income2,h1bvisas_scale,agesq,h1bvisas_indicator
1,0,0,0,1,0,.40000001,.25,.63456267,0,.40277779,0,.60000002,.60000002,1,.33333334,.25,.16222996,0
1,0,0,0,0,0,.60000002,.75,.79907811,1,.31944445,0,.40000001,.2,1,0,0,.10204475,0
1,0,0,0,0,0,.050000001,.25,.60479248,1,.6111111,1,0,.80000001,1,.8888889,.5,.37345678,1
1,0,0,0,0,0,.44999999,.25,.57705772,0,.65277779,1,1,.80000001,1,.44444445,.5,.42611885,1
1,0,0,0,1,0,,.75,.58613551,1,.5,0,.60000002,.40000001,1,0,0,.25,0
1,0,0,0,0,0,.34999999,.5,.60088772,0,.43055555,1,.60000002,.80000001,1,.8888889,1,.18537809,1
1,0,0,0,1,0,.5,1,.53634834,1,.33333334,0,.40000001,.60000002,0,.55555558,0,.11111112,0
1,1,0,1,0,0,.5,.25,.67614996,1,.7638889,0,1,.40000001,1,.22222222,.5,.58352625,1
1,0,0,0,1,0,.30000001,.75,.91416001,0,.6388889,0,1,1,1,.33333334,0,.40817901,0
1,0,0,0,0,0,.30000001,.25,.73338044,1,.47222221,0,0,.40000001,1,.77777779,.5,.22299382,1
1,0,0,0,0,0,.15000001,.5,.50992715,1,.1388889,0,0,.40000001,1,,.25,.019290125,0
1,0,0,0,0,0,.25,0,.39747462,0,.5,1,.80000001,.80000001,1,.22222222,.25,.25,0
1,0,0,0,0,0,.60000002,1,.5661788,1,.31944445,0,.60000002,.60000002,1,.22222222,.25,.10204475,0
1,0,0,0,0,0,.25,.25,.24956405,1,.5,1,0,.80000001,1,.33333334,.5,.25,1
1,0,0,0,0,0,.34999999,.5,.81820047,0,.70833331,1,1,.80000001,1,1,.5,.5017361,1
1,1,0,1,0,0,.25,.25,.67437291,0,.70833331,1,1,1,1,.66666669,.5,.5017361,1
1,0,0,0,0,0,.25,.75,.46870056,0,.041666668,0,.60000002,.40000001,1,.44444445,.25,.0017361112,0
1,0,0,0,0,0,.64999998,.25,.58319062,0,.72222221,1,.40000001,1,1,1,.75,.5216049,1
1,0,0,0,0,0,,0,.5638501,1,.1388889,0,.2,.80000001,0,.44444445,.5,.019290125,1
1,0,0,0,0,0,.64999998,.25,.64765072,0,.097222224,0,1,1,1,.44444445,0,.0094521604,0
1,1,0,1,0,0,.60000002,1,.74991268,0,.7361111,0,.2,0,1,.33333334,.25,.54185957,0
1,0,0,0,0,0,.5,.75,.5726546,1,.47222221,0,.80000001,.60000002,1,.22222222,.5,.22299382,1
1,0,1,0,0,1,.2,.25,.4492332,0,.125,0,.60000002,1,1,.77777779,.5,.015625,1
1,1,0,1,0,0,.5,.75,.43000716,1,.2361111,1,.80000001,.40000001,0,.44444445,0,.055748455,0
1,0,1,0,0,1,.34999999,0,.73004174,0,.6388889,1,.40000001,1,0,.77777779,.5,.40817901,1
1,0,0,0,0,0,.30000001,0,.32094803,0,.3888889,1,.2,.80000001,1,1,.75,.15123457,1
1,0,0,0,0,0,0,0,.27880624,1,.125,0,.2,.40000001,0,.11111111,0,.015625,0
1,1,0,1,0,0,.30000001,0,.27372327,1,.56944442,0,0,.80000001,1,.55555558,.5,.32426694,1
1,0,0,0,1,0,,0,.32659397,1,.20833333,1,0,.80000001,1,.55555558,.5,.043402776,1
1,1,0,1,0,0,.25,.25,.76872832,1,.41666666,1,.60000002,.60000002,1,.66666669,1,.1736111,1
1,1,0,1,0,0,.30000001,.5,.69550884,1,.7361111,0,0,.60000002,1,0,.75,.54185957,1
1,1,0,1,0,0,.1,0,.53050822,1,.15277778,1,0,1,1,.77777779,1,.023341049,1
1,0,0,0,0,0,.30000001,.25,.3626264,1,.65277779,0,.40000001,1,1,.55555558,.5,.42611885,1
1,0,0,0,0,0,.2,0,.71586502,0,.5138889,0,.2,1,1,.22222222,1,.26408181,1
1,0,0,0,0,0,.44999999,.5,.74680042,1,.40277779,0,0,.80000001,0,.33333334,0,.16222996,0
1,1,0,1,0,0,.2,.75,.68874246,0,.013888889,0,.40000001,.2,0,0,0,.00019290124,0
1,0,0,0,0,0,.40000001,0,.24058419,1,.33333334,0,.2,1,1,.44444445,.75,.11111112,1
1,0,1,0,0,1,.15000001,.25,.39446425,1,.2638889,0,0,1,1,.66666669,.5,.069637351,1
1,0,0,0,0,0,.80000001,0,.51626283,0,.31944445,1,.40000001,.80000001,0,.11111111,0,.10204475,0
1,0,0,0,0,0,,1,.37474641,1,.027777778,0,.2,.40000001,0,.11111111,.25,.00077160494,0
1,0,0,0,0,0,,0,.41077566,0,.45833334,0,.2,.2,1,.11111111,.5,.21006945,1
1,1,0,1,0,0,.5,.25,.59936774,1,.3888889,1,0,.80000001,1,.33333334,.5,.15123457,1
1,0,0,0,0,0,.2,.5,.38576737,1,.20833333,1,.60000002,1,1,.22222222,.25,.043402776,0
1,0,0,0,1,0,.1,1,.71907073,1,.54166669,1,1,.80000001,1,.11111111,.5,.29340279,1
1,0,0,0,0,0,.30000001,.25,.64650398,1,.2638889,1,.80000001,.80000001,1,.66666669,.5,.069637351,1
1,0,0,0,0,0,.40000001,0,.67793959,1,.5138889,0,0,0,0,.33333334,.5,.26408181,1
1,0,0,0,0,0,.40000001,1,.59908623,1,.40277779,0,0,.60000002,0,0,.25,.16222996,0
1,0,0,0,0,0,.40000001,.5,.22484945,0,.33333334,1,.60000002,1,0,0,.5,.11111112,1
1,0,1,0,0,1,.050000001,.5,.64736295,1,.54166669,1,.40000001,.80000001,1,.77777779,.25,.29340279,0
1,0,1,0,0,1,.30000001,0,.49845013,1,.375,1,.2,.80000001,1,.55555558,.5,.140625,1
1,0,0,0,0,0,.25,0,.5898698,1,.19444445,1,0,1,1,.44444445,.75,.037808642,1
1,0,0,0,0,0,0,0,.30956036,1,.19444445,1,0,.80000001,1,.44444445,.5,.037808642,1
1,0,0,0,1,0,.40000001,.25,.3662571,1,.59722221,0,1,.80000001,1,.55555558,.5,.35667437,1
1,0,0,0,0,0,,.75,.63353211,1,.3888889,0,1,.40000001,1,.66666669,0,.15123457,0
0,1,0,1,0,0,.15000001,.25,.73735547,0,.69444442,1,.2,.40000001,1,.22222222,.5,.48225304,1
0,1,0,1,0,0,.64999998,1,.63334817,0,.52777779,0,.80000001,.40000001,1,.44444445,.5,.2785494,1
0,0,0,0,0,0,.40000001,.5,.6895386,1,.47222221,1,.80000001,.40000001,1,.77777779,0,.22299382,0
0,0,0,0,0,0,.34999999,.25,.61836016,0,.6111111,0,.2,.80000001,1,0,0,.37345678,0
0,0,0,0,0,0,.30000001,1,.71981096,1,.375,0,.60000002,.40000001,1,0,.25,.140625,0
0,1,0,1,0,0,.34999999,.75,.54004735,1,.3611111,1,.60000002,.80000001,1,.55555558,0,.13040122,0
0,0,0,0,0,0,.25,1,.59112978,1,.29166666,1,0,0,1,0,0,.08506944,0
0,0,0,0,0,0,0,0,.70695817,1,.40277779,1,.40000001,.60000002,1,.44444445,.5,.16222996,1
0,1,0,1,0,0,.30000001,.5,.31848502,0,.55555558,1,0,.80000001,1,.44444445,.25,.308642,0
0,1,0,1,0,0,0,.5,.09336026,0,.55555558,1,0,.80000001,1,.44444445,.5,.308642,1
0,0,0,0,0,0,.40000001,1,.83621961,1,.41666666,1,.60000002,.2,1,.55555558,0,.1736111,0
0,0,0,0,0,0,,.75,.54943562,0,.43055555,1,.80000001,.80000001,1,.44444445,.25,.18537809,0
0,1,0,1,0,0,.5,.75,.43985638,1,.68055558,0,.40000001,.40000001,1,0,0,.4631559,0
0,1,0,1,0,0,.40000001,.5,.73319256,1,.5,1,.2,.40000001,1,.11111111,0,.25,0
0,0,0,0,0,0,.15000001,0,.48107207,0,.4861111,0,.2,.80000001,0,.11111111,1,.236304,1
0,1,0,1,0,0,.34999999,.75,.57912719,1,.66666669,1,1,.40000001,1,.44444445,0,.44444448,0
0,1,0,1,0,0,.40000001,.75,.54785204,0,.5,0,0,.2,1,0,.5,.25,1
0,0,0,0,0,0,.2,.5,.51540488,1,.34722221,0,0,.60000002,1,.22222222,.25,.12056326,0
0,0,1,0,0,1,.15000001,.5,.20990759,1,.3888889,0,.80000001,.60000002,1,.11111111,.25,.15123457,0
0,1,0,1,0,0,,.5,.77130979,1,.2638889,1,.40000001,.40000001,1,0,.25,.069637351,0
0,1,0,1,0,0,,.75,.4979544,1,.6388889,1,.80000001,.40000001,1,.11111111,0,.40817901,0
0,1,0,1,0,0,.5,.5,.46265587,1,.68055558,0,0,.80000001,0,0,.5,.4631559,1
0,0,0,0,0,0,,.75,.54191309,1,.2361111,0,.2,.40000001,1,0,0,.055748455,0
0,0,0,0,0,0,.5,1,.68428224,1,.65277779,1,1,.40000001,1,0,0,.42611885,0
0,1,0,1,0,0,.44999999,.75,.4943988,1,.65277779,0,1,.40000001,1,0,0,.42611885,0
0,1,0,1,0,0,.40000001,.5,.76852018,0,.59722221,1,.60000002,.80000001,1,0,.5,.35667437,1
0,1,0,1,0,0,.15000001,1,.5668121,1,.68055558,1,1,.2,1,0,.25,.4631559,0
0,0,0,0,0,0,.69999999,1,.43508527,1,.56944442,0,1,.60000002,1,.22222222,0,.32426694,0
0,0,0,0,1,0,.44999999,1,.66498333,1,.2361111,1,.80000001,.80000001,1,.55555558,0,.055748455,0
0,0,0,0,0,0,.30000001,.75,.82650071,1,.56944442,0,.2,.40000001,1,.11111111,.5,.32426694,1
0,0,0,0,0,0,.44999999,1,.61772233,0,.44444445,1,1,.2,1,.33333334,0,.19753087,0
0,1,0,1,0,0,.25,.5,.52503055,1,.65277779,1,.60000002,.40000001,1,.33333334,0,.42611885,0
0,1,0,1,0,0,.34999999,1,.37368354,1,.52777779,0,1,.2,1,0,0,.2785494,0
0,1,0,1,0,0,.050000001,0,.83776808,1,.30555555,0,0,.2,0,0,.5,.093364194,1
0,1,0,1,0,0,0,0,.50576633,1,.5,0,0,.40000001,1,0,.5,.25,1
0,1,0,1,0,0,.40000001,.75,.438122,1,.52777779,1,.80000001,.40000001,1,.11111111,0,.2785494,0
0,0,0,0,0,0,.40000001,.5,.46236023,0,.2361111,0,0,.40000001,1,0,.5,.055748455,1
0,1,0,1,0,0,.40000001,.25,.64131314,1,.6388889,1,1,.80000001,1,.33333334,.5,.40817901,1
0,0,0,0,0,0,0,1,.91922146,1,.625,0,1,.80000001,1,.33333334,.25,.390625,0
1,1,0,1,0,0,,.5,.64323527,0,.083333336,0,.40000001,.60000002,0,0,1,.006944445,1
1,1,0,1,0,0,.40000001,.25,.4598226,1,.055555556,0,.40000001,.40000001,1,,.5,.0030864198,1
1,0,1,0,0,1,.30000001,1,.58700401,0,.31944445,1,.60000002,.2,0,.33333334,.5,.10204475,1
1,0,0,0,0,0,.5,.5,.73631841,1,.4861111,0,0,.40000001,0,.11111111,.5,.236304,1
1,1,0,1,0,0,.34999999,0,.6470288,0,.5138889,0,0,.60000002,0,0,.5,.26408181,1
1,0,0,0,0,0,.40000001,0,.73920393,1,.56944442,0,.2,.60000002,0,.11111111,.5,.32426694,1
1,0,0,0,0,0,.15000001,1,.45065525,1,.11111111,1,.60000002,.40000001,1,.22222222,0,.012345679,0
1,1,0,1,0,0,.40000001,.5,.58833396,1,.55555558,1,0,.40000001,0,.22222222,0,.308642,0
1,1,0,1,0,0,.5,.25,.7067588,0,.7638889,1,0,1,0,1,.5,.58352625,1
1,0,0,0,1,0,,.25,.66245234,1,.125,0,0,.40000001,1,0,.25,.015625,0
1,1,0,1,0,0,.2,.5,.70353562,1,.7361111,1,0,1,1,0,0,.54185957,0
1,0,0,0,1,0,,.75,.56947678,0,.52777779,0,0,.40000001,0,.11111111,0,.2785494,0
1,0,0,0,0,0,.30000001,1,.42912853,1,.47222221,1,.60000002,1,1,.66666669,1,.22299382,1
1,0,0,0,0,0,.25,.25,.53143656,0,.15277778,0,0,1,1,.33333334,.5,.023341049,1
1,0,0,0,0,0,.40000001,0,.46868551,0,.11111111,1,.2,.80000001,0,.44444445,.75,.012345679,1
1,1,0,1,0,0,.050000001,0,.83187354,1,.66666669,0,0,.40000001,1,.55555558,.5,.44444448,1
1,0,0,0,0,0,.30000001,0,.82732904,1,.29166666,1,.2,1,1,.55555558,.5,.08506944,1
1,1,0,1,0,0,.5,.25,.9999997,0,.19444445,0,.2,.2,1,0,.25,.037808642,0
1,0,0,0,0,0,.34999999,0,.52589142,1,.34722221,1,.40000001,1,1,1,.75,.12056326,1
1,0,0,0,0,0,.25,.75,.72173643,1,.125,1,.2,1,1,.55555558,.5,.015625,1
1,0,0,0,0,0,,.5,.8029139,1,.625,0,0,.80000001,0,0,.5,.390625,1
1,1,0,1,0,0,.34999999,.25,.59105605,1,.20833333,1,.2,.2,1,.22222222,0,.043402776,0
1,0,0,0,1,0,.34999999,.5,.38559136,1,.30555555,0,0,.80000001,0,.8888889,.25,.093364194,0
0,0,0,0,0,0,.2,0,.57735091,1,.375,1,.40000001,.40000001,1,0,.5,.140625,1
0,1,0,1,0,0,.55000001,1,.70167845,1,.25,1,.60000002,.2,1,.11111111,.25,.0625,0
0,1,0,1,0,0,.2,.25,.62734163,0,.65277779,1,.60000002,1,0,.8888889,1,.42611885,1
0,1,0,1,0,0,.44999999,.5,.73801911,0,.47222221,1,.80000001,.80000001,1,.33333334,.5,.22299382,1
0,1,0,1,0,0,.60000002,.75,.57252806,1,.77777779,1,.80000001,.40000001,1,0,.5,.60493827,1
0,0,0,0,0,0,.60000002,.75,.69108713,0,.3611111,1,.60000002,.2,1,.77777779,.25,.13040122,0
0,0,0,0,0,0,.30000001,1,.60757041,1,.58333331,1,1,.80000001,1,.33333334,.25,.34027776,0
0,1,0,1,0,0,.34999999,.5,.7763021,1,.54166669,1,1,.2,1,.22222222,.25,.29340279,0
0,1,0,1,0,0,.44999999,1,.6756379,1,.4861111,1,0,.40000001,0,0,0,.236304,0
0,1,0,1,0,0,.40000001,.25,.56026292,1,.54166669,1,1,.2,1,.22222222,0,.29340279,0
0,0,0,0,0,0,.5,.5,.72363085,1,.4861111,0,1,.60000002,1,.33333334,0,.236304,0
0,0,0,0,0,0,.40000001,.75,.63965571,1,.3611111,0,.2,.60000002,1,0,.25,.13040122,0
0,0,0,0,0,0,.75,1,.67021859,1,.041666668,0,.60000002,.40000001,1,.11111111,0,.0017361112,0
0,1,0,1,0,0,0,1,.54492539,1,.45833334,1,.80000001,.40000001,1,0,.5,.21006945,1
0,0,0,0,0,0,,1,.65595728,1,.59722221,1,1,.2,1,.22222222,.5,.35667437,1
0,0,0,0,0,0,.55000001,.25,.65143859,1,.22222222,1,1,.2,1,.66666669,.25,.049382716,0
0,0,1,0,0,1,,.25,.61774403,1,.33333334,1,.60000002,.80000001,1,0,.25,.11111112,0
0,1,0,1,0,0,.30000001,.75,.030460104,1,.55555558,0,.40000001,.60000002,1,0,.5,.308642,1
0,0,0,0,0,0,.5,.75,.83583361,1,.2361111,1,.80000001,.2,1,.11111111,.25,.055748455,0
0,0,0,0,0,0,.55000001,.75,.49520537,1,.41666666,0,.80000001,.2,1,.11111111,.5,.1736111,1
1,1,0,1,0,0,,1,.72663575,1,.30555555,1,.40000001,.80000001,1,0,0,.093364194,0
1,1,0,1,0,0,.34999999,.75,.55791116,1,.7361111,0,0,.40000001,1,0,.25,.54185957,0
1,1,0,1,0,0,.44999999,1,.80547857,1,.77777779,1,1,.2,1,0,0,.60493827,0
1,1,0,1,0,0,.25,.75,.3555679,1,.45833334,1,.40000001,.2,1,0,0,.21006945,0
1,1,0,1,0,0,.34999999,.75,.49525827,1,.19444445,1,.2,.40000001,1,0,0,.037808642,0
1,0,0,0,0,0,.2,.5,.50505996,0,.30555555,0,0,.80000001,0,.44444445,.25,.093364194,0
1,0,0,0,0,0,.5,.75,.4742088,1,.34722221,0,.2,.2,1,.33333334,0,.12056326,0
1,0,1,0,0,1,.75,.25,.44961607,0,.2361111,1,.40000001,.60000002,1,.44444445,0,.055748455,0
1,1,0,1,0,0,.40000001,.25,.4366017,1,.2361111,0,.60000002,.40000001,1,0,.5,.055748455,1
1,0,1,0,0,1,.44999999,.5,.42046806,0,.43055555,1,1,1,1,.8888889,.5,.18537809,1
1,0,0,0,0,0,,.25,.32770389,1,.4861111,1,.40000001,1,1,.66666669,0,.236304,0
1,1,0,1,0,0,.34999999,.75,.83128202,1,.68055558,0,.2,.40000001,1,0,.25,.4631559,0
1,0,0,0,0,0,.44999999,.5,.8426165,1,.4861111,1,.40000001,.40000001,1,.11111111,.5,.236304,1
1,0,0,0,0,0,.1,.25,.71560544,1,.52777779,1,1,1,1,.8888889,0,.2785494,0
1,0,0,0,0,0,.5,.75,.081400856,0,.66666669,0,.60000002,1,0,.77777779,.25,.44444448,0
1,0,0,0,0,0,.5,.25,.30956572,0,.2638889,0,.60000002,.80000001,0,0,.75,.069637351,1
1,1,0,1,0,0,.40000001,.5,.73753792,0,.83333331,1,.60000002,1,1,.66666669,.25,.69444442,0
1,0,0,0,0,0,.25,.25,.36451864,1,.31944445,1,.2,.2,1,.44444445,.25,.10204475,0
1,0,0,0,0,0,.30000001,.5,.68561506,1,.3888889,0,.2,.2,1,0,0,.15123457,0
1,0,0,0,0,0,.40000001,0,.52724326,1,.29166666,1,.40000001,1,1,.55555558,.5,.08506944,1
1,0,0,0,1,0,.34999999,.75,.5971185,1,.41666666,1,.60000002,.40000001,1,.66666669,.5,.1736111,1
1,0,0,0,0,0,.55000001,0,.51082563,1,.19444445,0,.40000001,.40000001,1,0,.5,.037808642,1
1,0,1,0,0,1,.34999999,.75,.63029718,1,.30555555,1,.40000001,.40000001,1,.11111111,0,.093364194,0
1,0,0,0,1,0,.40000001,.5,.52037132,1,.11111111,1,1,.2,1,.11111111,0,.012345679,0
1,0,0,0,0,0,.64999998,1,.85411853,1,.44444445,0,.60000002,.40000001,1,.11111111,0,.19753087,0
1,1,0,1,0,0,0,.25,.60416669,1,.18055555,0,.40000001,0,1,.11111111,0,.032600306,0
1,1,0,1,0,0,,.75,.86875504,1,.77777779,0,.2,.2,1,0,0,.60493827,0
1,1,0,1,0,0,.89999998,1,.6722852,1,.4861111,0,.40000001,.2,0,0,.25,.236304,0
1,0,0,0,0,0,,1,.72416967,1,.30555555,1,1,.2,1,.33333334,0,.093364194,0
1,0,0,0,0,0,.5,1,.60269582,0,.069444448,1,1,.40000001,1,.55555558,.5,.0048225312,1
1,0,0,0,0,0,0,.5,.98752075,0,.3888889,0,0,1,0,.66666669,.5,.15123457,1
1,0,0,0,0,0,.5,.75,.43901658,1,.3611111,0,1,1,1,.66666669,0,.13040122,0
1,1,0,1,0,0,.60000002,1,.75007302,1,.45833334,0,.80000001,.80000001,1,.66666669,0,.21006945,0
1,0,0,0,0,0,.40000001,.25,.40713349,0,.15277778,0,0,.40000001,0,0,.5,.023341049,1
1,0,0,0,0,0,.40000001,.25,.44289029,1,.41666666,0,.40000001,.80000001,1,.33333334,.5,.1736111,1
1,0,0,0,0,0,.40000001,.75,.68052888,0,.19444445,0,.2,.60000002,1,0,0,.037808642,0
1,0,1,0,0,1,.60000002,.5,.57688087,0,.4861111,1,1,.60000002,1,.66666669,.5,.236304,1
1,0,0,0,0,0,.050000001,.25,.68135393,1,.097222224,0,.40000001,.40000001,1,.11111111,.5,.0094521604,1
1,0,0,0,0,0,.15000001,.75,.60254186,0,.125,1,0,.40000001,0,0,0,.015625,0
0,1,0,1,0,0,.44999999,.75,.4693279,1,.55555558,0,.2,.2,1,0,.25,.308642,0
1,1,0,1,0,0,.15000001,.75,.76949334,1,.041666668,0,.2,.40000001,1,.11111111,.5,.0017361112,1
1,1,0,1,0,0,.64999998,0,.70932633,1,.45833334,0,0,.40000001,1,.11111111,.25,.21006945,0
1,0,0,0,0,0,,.5,.59137404,1,.40277779,0,.2,.40000001,1,.22222222,0,.16222996,0
1,1,0,1,0,0,.55000001,.25,.77226096,1,.069444448,1,0,.60000002,1,.33333334,1,.0048225312,1
1,0,0,0,0,0,.2,0,.58917218,1,.625,1,.80000001,.80000001,1,.22222222,.25,.390625,0
1,0,1,0,0,1,.44999999,.75,.58490568,0,.11111111,0,.80000001,.60000002,1,0,.75,.012345679,1
1,0,0,0,0,0,.1,.75,.50825649,0,.58333331,1,.60000002,1,1,.44444445,.5,.34027776,1
1,1,0,1,0,0,.30000001,1,.5692566,1,.5,0,0,1,1,0,.25,.25,0
1,0,1,0,0,1,.15000001,.75,.70478392,0,.58333331,1,.60000002,1,1,.44444445,.5,.34027776,1
1,1,0,1,0,0,.5,.75,.23577152,1,.31944445,0,.40000001,.2,1,0,0,.10204475,0
1,0,0,0,0,0,.5,.5,.72901779,1,.19444445,1,.2,.80000001,1,.33333334,.5,.037808642,1
1,0,0,0,0,0,.34999999,1,.39623466,1,.3888889,0,1,.40000001,1,0,0,.15123457,0
1,0,1,0,0,1,,1,.62396526,0,.58333331,1,.40000001,.40000001,1,.22222222,0,.34027776,0
1,1,0,1,0,0,.40000001,0,.41453204,1,.75,0,0,.80000001,1,0,.75,.5625,1
1,1,0,1,0,0,.5,1,.40510601,1,.58333331,0,0,.2,1,0,0,.34027776,0
1,1,0,1,0,0,.30000001,.75,.6591,0,.43055555,0,.80000001,.40000001,1,0,.25,.18537809,0
1,0,0,0,0,0,.25,.5,.21170606,1,.5,0,.2,1,1,.44444445,.5,.25,1
1,1,0,1,0,0,,1,.56354535,1,.29166666,1,1,.40000001,1,.8888889,.5,.08506944,1
0,0,1,0,0,1,.5,.5,.31582135,0,.097222224,1,.60000002,.80000001,0,.44444445,.25,.0094521604,0
0,1,0,1,0,0,.2,.5,.65334398,1,.25,0,.80000001,.40000001,1,0,.25,.0625,0
1,1,0,1,0,0,.5,.5,.68148071,1,.4861111,0,.2,.40000001,1,0,.25,.236304,0
1,0,0,0,0,0,.15000001,1,.15714464,1,.72222221,0,1,.40000001,1,.11111111,0,.5216049,0
1,1,0,1,0,0,.34999999,.75,.55460495,1,.45833334,1,.60000002,.40000001,1,.44444445,.5,.21006945,1
0,1,0,1,0,0,,.75,.12534179,1,.44444445,1,0,1,0,.11111111,.25,.19753087,0
0,0,0,0,0,0,,.75,.80847657,1,.29166666,0,.60000002,.40000001,1,0,0,.08506944,0
0,0,0,0,0,0,.75,0,.68174338,0,.097222224,1,.80000001,.2,1,.22222222,0,.0094521604,0
0,0,0,0,0,0,.30000001,.75,.81457579,1,.55555558,0,.2,.60000002,1,.22222222,.25,.308642,0
0,1,0,1,0,0,.40000001,.25,.59375602,1,.3888889,1,1,.80000001,1,.11111111,.5,.15123457,1
0,0,0,0,0,0,.44999999,.25,.46688581,1,.083333336,0,0,.40000001,1,.11111111,.5,.006944445,1
0,0,0,0,0,0,.1,0,.83752,1,.43055555,1,0,1,1,.66666669,.75,.18537809,1
0,0,0,0,0,0,.30000001,.25,.77323931,1,.2361111,1,0,.80000001,1,.33333334,.25,.055748455,0
0,1,0,1,0,0,.050000001,0,.69606256,1,.56944442,1,.40000001,.60000002,1,.22222222,.25,.32426694,0
0,0,0,0,0,0,.40000001,.75,.52700478,1,.5,1,.80000001,.40000001,1,.77777779,.25,.25,0
0,0,0,0,0,0,.30000001,0,.60870081,1,.6111111,0,1,.40000001,1,0,1,.37345678,1
0,1,0,1,0,0,.2,1,.67963207,1,.30555555,0,.40000001,.40000001,1,.55555558,1,.093364194,1
0,1,0,1,0,0,.5,0,.44923812,1,.18055555,1,1,.80000001,1,.77777779,.5,.032600306,1
0,0,0,0,0,0,.34999999,.75,.65108615,0,.52777779,1,.60000002,.40000001,1,0,0,.2785494,0
0,1,0,1,0,0,.60000002,.5,.81323195,0,.52777779,0,.40000001,0,1,.11111111,.5,.2785494,1
0,0,0,0,0,0,.30000001,0,.475077,1,.4861111,0,0,1,1,.33333334,.75,.236304,1
0,0,0,0,0,0,.5,.5,.54058355,1,.47222221,0,.40000001,.80000001,1,0,.75,.22299382,1
1,0,0,0,0,0,,0,.46502817,0,.069444448,0,.60000002,.80000001,1,.77777779,.75,.0048225312,1
1,1,0,1,0,0,.40000001,.75,.85743678,1,.55555558,1,.80000001,.2,1,.22222222,1,.308642,1
1,1,0,1,0,0,.40000001,0,.66278952,1,.16666667,1,.60000002,.40000001,1,.11111111,0,.02777778,0
1,1,0,1,0,0,.25,.5,.66936147,1,.1388889,1,.40000001,.2,1,.22222222,0,.019290125,0
1,1,0,1,0,0,,1,.83333266,1,.44444445,1,0,.40000001,1,0,0,.19753087,0
1,0,0,0,0,0,.34999999,.25,.49179488,0,.16666667,0,.2,.40000001,1,0,.25,.02777778,0
1,0,0,0,0,0,.34999999,.5,.4286719,1,.65277779,0,1,.60000002,1,0,.25,.42611885,0
1,0,0,0,0,0,,1,.45228183,0,.125,0,.60000002,.2,0,0,0,.015625,0
1,1,0,1,0,0,.5,.5,.59014165,0,.52777779,0,.60000002,0,1,0,0,.2785494,0
1,0,0,0,0,0,.30000001,.25,.72829211,1,.52777779,1,.2,1,1,1,0,.2785494,0
1,0,0,0,0,0,.30000001,.75,.086486883,0,.55555558,0,.80000001,1,1,.55555558,.5,.308642,1
1,0,0,0,0,0,,1,.58056343,1,.11111111,0,0,.40000001,1,.11111111,.25,.012345679,0
1,0,0,0,0,0,.30000001,0,.45718899,1,.3611111,0,.40000001,.80000001,0,0,.25,.13040122,0
1,1,0,1,0,0,.15000001,.75,.71624231,1,.19444445,1,1,.40000001,1,.33333334,.5,.037808642,1
1,1,0,1,0,0,.30000001,.75,.37625775,1,.40277779,0,0,1,0,,.25,.16222996,0
1,0,0,0,0,0,.2,.5,.65091646,0,.44444445,1,1,.60000002,1,.11111111,.5,.19753087,1
1,0,0,0,0,0,,.5,.87583411,1,.31944445,1,.80000001,.2,1,,0,.10204475,0
1,0,0,0,0,0,.60000002,1,.65950334,1,.41666666,1,0,.2,1,0,.25,.1736111,0
1,1,0,1,0,0,.30000001,.5,.70277077,0,.70833331,1,0,.40000001,1,.22222222,.25,.5017361,0
1,0,0,0,0,0,.25,.25,.74460381,0,.43055555,0,.2,.2,1,.11111111,0,.18537809,0
1,0,1,0,0,1,.30000001,.5,.39093009,0,.59722221,0,.60000002,.80000001,1,.11111111,.25,.35667437,0
1,1,0,1,0,0,.44999999,.25,.69876772,1,.66666669,1,.2,.80000001,1,.44444445,.5,.44444448,1
1,1,0,1,0,0,.2,1,.34227854,1,.19444445,1,.60000002,.40000001,1,.22222222,.25,.037808642,0
1,1,0,1,0,0,.89999998,.75,.71814203,0,.34722221,0,.80000001,.40000001,1,.11111111,.25,.12056326,0
1,0,0,0,0,0,,.75,.75781542,1,.44444445,0,.40000001,.40000001,1,.11111111,.5,.19753087,1
1,1,0,1,0,0,.40000001,1,.68866879,1,.20833333,1,1,.2,1,0,0,.043402776,0
0,1,0,1,0,0,.34999999,.75,.78007436,1,.7638889,0,1,.80000001,1,0,.25,.58352625,0
0,1,0,1,0,0,.34999999,.5,.55177814,1,.7361111,1,.80000001,.40000001,1,.11111111,.25,.54185957,0
0,0,1,0,0,1,.1,1,.34522098,0,.40277779,1,.60000002,.80000001,1,.22222222,0,.16222996,0
0,0,0,0,0,0,.25,.5,.50602365,1,.375,1,.2,.2,1,.11111111,.75,.140625,1
0,0,0,0,0,0,.5,.75,.38378081,0,.25,0,0,.2,1,.22222222,0,.0625,0
0,1,0,1,0,0,.34999999,.25,.58073139,1,.6111111,0,0,1,1,.11111111,.5,.37345678,1
0,0,0,0,0,0,.5,.75,.73803568,0,.45833334,1,.40000001,.40000001,1,.22222222,0,.21006945,0
0,0,0,0,0,0,.25,0,.54367828,1,.45833334,1,.60000002,.2,1,.55555558,.5,.21006945,1
0,0,0,0,0,0,.25,.5,.57721072,0,.33333334,1,.60000002,.80000001,1,0,.25,.11111112,0
