techzip2,groupcat1,groupcat2,group_placzcat21,group_placzcat22,group_placzcat23,indian_traits,threatened2,dscore2,female,age,married,pid,educ,racewhite,income2,h1bvisas_scale,agesq,h1bvisas_indicator
0,1,0,1,0,0,.75,.75,.75810903,1,.69444442,1,.2,.2,1,.33333334,0,.48225304,0
0,1,0,1,0,0,0,.5,.38037863,0,.5138889,1,.2,.40000001,1,.11111111,.5,.26408181,1
0,1,0,1,0,0,.69999999,1,.76517767,1,.6388889,1,1,.2,1,0,0,.40817901,0
0,0,0,0,0,0,.25,.25,.67005408,1,.5,1,.80000001,.80000001,1,.33333334,.5,.25,1
1,1,0,1,0,0,.30000001,0,.38000339,0,.81944442,1,1,1,1,.44444445,1,.67148918,1
1,0,0,0,0,0,.25,0,.63920707,1,.45833334,0,.80000001,.80000001,1,1,0,.21006945,0
1,1,0,1,0,0,.80000001,1,.61443758,0,.66666669,1,.60000002,.80000001,1,.66666669,.25,.44444448,0
1,0,0,0,1,0,.15000001,0,.56180733,1,.59722221,0,0,.40000001,0,.22222222,0,.35667437,0
1,1,0,1,0,0,.25,.25,.55199546,1,.4861111,0,0,.60000002,0,.11111111,.25,.236304,0
1,0,1,0,0,1,.1,.5,.49950543,0,.44444445,1,0,.80000001,0,.8888889,.5,.19753087,1
0,1,0,1,0,0,.5,.5,.74101639,0,.59722221,0,.2,.2,1,0,.5,.35667437,1
1,0,0,0,0,0,.44999999,.75,.27393675,0,.66666669,0,.40000001,.60000002,1,.11111111,0,.44444448,0
1,0,0,0,0,0,.44999999,.25,.35785905,1,.4861111,1,.60000002,.40000001,0,1,.5,.236304,1
1,0,0,0,0,0,,0,.71278846,0,.55555558,1,.40000001,1,1,.8888889,.75,.308642,1
1,0,0,0,0,0,.34999999,.25,.46102223,0,.5,0,.2,.60000002,1,.22222222,.5,.25,1
1,0,0,0,0,0,.69999999,.75,.64294291,0,.625,1,.2,.60000002,1,.11111111,0,.390625,0
1,1,0,1,0,0,.34999999,.5,.47717464,1,.66666669,0,.60000002,.40000001,1,.11111111,0,.44444448,0
1,1,0,1,0,0,.40000001,.75,.65559566,0,.58333331,1,0,1,1,.55555558,0,.34027776,0
1,1,0,1,0,0,.44999999,1,.51031798,1,.19444445,0,1,.60000002,1,0,.25,.037808642,0
1,1,0,1,0,0,.25,0,.55585736,1,.6388889,0,.40000001,1,1,.11111111,.5,.40817901,1
1,1,0,1,0,0,.30000001,.5,.65066433,1,.16666667,1,.2,.40000001,1,.44444445,.25,.02777778,0
1,1,0,1,0,0,.34999999,.5,.51949769,1,.40277779,1,.2,.2,1,.55555558,.25,.16222996,0
1,0,0,0,0,0,.69999999,1,.72687894,0,.20833333,0,.60000002,.80000001,1,0,0,.043402776,0
1,1,0,1,0,0,.40000001,.5,.68119508,1,.59722221,0,.40000001,.40000001,1,.11111111,1,.35667437,1
1,1,0,1,0,0,.2,.75,.60674143,0,.7361111,0,0,.40000001,1,0,0,.54185957,0
1,0,0,0,1,0,.34999999,.25,.17174678,1,.5,0,0,1,0,.33333334,0,.25,0
1,0,0,0,0,0,.40000001,.75,.68706566,0,.56944442,0,.2,.40000001,0,.11111111,.5,.32426694,1
1,0,1,0,0,1,,.75,.49915427,1,.30555555,1,.2,.60000002,0,.44444445,.25,.093364194,0
1,0,0,0,0,0,.40000001,.25,.509067,1,.55555558,1,1,1,1,.55555558,.25,.308642,0
1,0,1,0,0,1,,.75,.53529662,1,.027777778,0,.60000002,.40000001,1,0,0,.00077160494,0
1,1,0,1,0,0,.44999999,1,.53619373,1,.55555558,1,.60000002,.2,1,.11111111,0,.308642,0
1,0,0,0,0,0,.25,0,.83364207,1,.2361111,0,.40000001,.80000001,1,0,0,.055748455,0
1,0,0,0,0,0,.2,.75,.59437299,0,.7361111,0,.60000002,.40000001,1,.22222222,.25,.54185957,0
1,0,0,0,0,0,.40000001,1,.62926698,1,.5,1,.60000002,.80000001,0,.55555558,0,.25,0
1,0,0,0,0,0,.5,.5,.7336238,0,.125,1,.80000001,.80000001,0,.33333334,.5,.015625,1
1,0,0,0,0,0,.5,.5,.71769941,0,.30555555,1,.60000002,.2,1,.44444445,0,.093364194,0
1,1,0,1,0,0,.69999999,.75,.79335529,0,.75,1,1,1,1,.55555558,0,.5625,0
1,1,0,1,0,0,.30000001,.75,.74584055,0,.77777779,1,.80000001,.80000001,1,.22222222,0,.60493827,0
1,1,0,1,0,0,.44999999,.75,.77289313,0,.375,0,1,.80000001,1,0,.25,.140625,0
1,0,0,0,0,0,0,0,.46529979,1,.34722221,0,0,.40000001,1,.22222222,0,.12056326,0
1,1,0,1,0,0,.5,.75,.8255235,0,.41666666,0,1,.60000002,0,.55555558,0,.1736111,0
1,0,0,0,0,0,.25,1,.84903568,1,.33333334,0,.40000001,.2,1,0,0,.11111112,0
1,0,0,0,0,0,.34999999,0,.137986,1,.5138889,1,0,.40000001,1,.44444445,0,.26408181,0
1,0,0,0,0,0,.2,1,.86376584,1,.52777779,1,.40000001,.40000001,1,.77777779,0,.2785494,0
1,1,0,1,0,0,.34999999,.75,.43299201,0,.6111111,1,.40000001,.80000001,0,.66666669,.5,.37345678,1
1,1,0,1,0,0,.25,0,.46689779,1,.20833333,1,.40000001,.80000001,1,.55555558,.75,.043402776,1
1,1,0,1,0,0,.64999998,.5,.40354091,0,.94444442,0,0,.80000001,1,.66666669,.75,.89197528,1
1,0,0,0,0,0,.34999999,0,.72319382,1,.72222221,1,.2,1,1,.44444445,.5,.5216049,1
1,0,0,0,0,0,,1,.53927374,0,.6388889,0,1,1,1,1,.5,.40817901,1
1,1,0,1,0,0,.40000001,.5,.78345376,0,.84722221,0,.80000001,1,1,.22222222,.5,.71778548,1
1,0,0,0,0,0,.44999999,.5,.76273149,1,.47222221,1,0,.80000001,1,.55555558,0,.22299382,0
1,0,0,0,0,0,.5,.25,.51665872,0,.1388889,0,0,.80000001,1,.11111111,0,.019290125,0
1,1,0,1,0,0,.55000001,0,.37299627,0,.56944442,1,1,1,1,.8888889,0,.32426694,0
1,1,0,1,0,0,.050000001,0,.71981686,1,.11111111,1,.2,0,1,0,.25,.012345679,0
1,1,0,1,0,0,.34999999,.5,.78951162,1,.16666667,0,.60000002,.80000001,1,0,.25,.02777778,0
1,1,0,1,0,0,.40000001,.25,.79078919,1,.68055558,1,.60000002,.40000001,1,.66666669,.25,.4631559,0
1,0,0,0,0,0,.40000001,.5,.62507975,1,.54166669,0,.2,.2,1,.22222222,.25,.29340279,0
1,0,0,0,0,0,.30000001,.75,.37277523,1,.59722221,1,1,.40000001,1,.22222222,0,.35667437,0
1,0,0,0,0,0,.5,.25,.55550832,1,.45833334,0,.2,.60000002,1,.22222222,.25,.21006945,0
1,1,0,1,0,0,.34999999,0,.77969652,1,.34722221,1,.2,.40000001,1,.66666669,.5,.12056326,1
1,1,0,1,0,0,.5,1,.41849855,1,.625,0,.40000001,.80000001,1,0,.25,.390625,0
1,0,0,0,0,0,.30000001,.5,.61877167,1,.25,1,0,.40000001,1,0,.5,.0625,1
1,0,0,0,0,0,,.5,.74390179,1,.6111111,1,0,.40000001,1,.44444445,.25,.37345678,0
1,1,0,1,0,0,.5,.5,.61437577,1,.69444442,0,.2,.2,1,0,.5,.48225304,1
1,1,0,1,0,0,.25,.5,.47709078,1,.34722221,0,.40000001,.60000002,0,0,1,.12056326,1
1,1,0,1,0,0,.2,0,.53907865,0,.013888889,0,.40000001,.40000001,1,,0,.00019290124,0
1,1,0,1,0,0,.5,1,.65825313,1,.40277779,0,1,.40000001,1,.11111111,.25,.16222996,0
1,0,0,0,0,0,.64999998,.75,.7413314,1,.5138889,0,0,.2,0,.11111111,0,.26408181,0
1,1,0,1,0,0,.34999999,.25,.74957508,1,.70833331,1,.60000002,.40000001,1,.66666669,0,.5017361,0
1,0,0,0,0,0,,0,.59262693,1,.19444445,0,.40000001,.40000001,0,.33333334,0,.037808642,0
1,1,0,1,0,0,.30000001,.75,.54238856,1,.7361111,0,0,1,0,0,0,.54185957,0
1,0,1,0,0,1,.30000001,.25,.55472416,0,.34722221,0,.2,.40000001,1,.55555558,.25,.12056326,0
1,1,0,1,0,0,0,.5,.16486391,0,.1388889,0,.2,.60000002,1,0,.75,.019290125,1
1,1,0,1,0,0,,.5,.47976539,1,.44444445,0,0,.40000001,1,0,.75,.19753087,1
1,1,0,1,0,0,0,0,.56713843,0,.56944442,0,0,.80000001,1,.55555558,.75,.32426694,1
1,1,0,1,0,0,.5,.5,.50881809,0,.6111111,1,0,.80000001,1,.77777779,1,.37345678,1
1,0,0,0,0,0,.050000001,.5,.68964845,1,.29166666,0,0,1,1,.33333334,0,.08506944,0
1,0,0,0,0,0,.34999999,1,.68188757,0,.40277779,1,.40000001,.40000001,1,.55555558,0,.16222996,0
1,1,0,1,0,0,.1,.75,.46361798,0,.56944442,1,.40000001,.40000001,0,.44444445,.5,.32426694,1
1,1,0,1,0,0,.050000001,.75,.61216134,0,.65277779,1,0,1,1,.44444445,.25,.42611885,0
1,0,0,0,0,0,,0,.5223006,1,.65277779,1,.60000002,.80000001,1,.44444445,.25,.42611885,0
1,1,0,1,0,0,.5,.75,.60590965,1,.6388889,1,.60000002,.40000001,1,.77777779,.5,.40817901,1
1,1,0,1,0,0,.30000001,1,.54818696,0,.54166669,0,.80000001,.80000001,1,.11111111,.25,.29340279,0
1,1,0,1,0,0,.69999999,.5,.5982185,1,.31944445,0,0,.80000001,1,.22222222,0,.10204475,0
1,0,0,0,0,0,.30000001,0,.67900419,1,.55555558,0,0,1,1,.33333334,.25,.308642,0
1,0,0,0,1,0,.34999999,0,.50249064,1,.22222222,0,.40000001,1,1,.33333334,0,.049382716,0
1,0,0,0,0,0,.2,.25,.18245766,1,.11111111,1,.2,.2,1,.22222222,.5,.012345679,1
1,0,0,0,0,0,.34999999,.25,.65770322,1,.5138889,0,.40000001,.2,0,0,.25,.26408181,0
1,0,0,0,0,0,.5,.25,.64185703,1,.2638889,0,.40000001,.60000002,1,.11111111,.25,.069637351,0
1,0,0,0,0,0,.40000001,.25,.64085007,0,.47222221,1,1,.2,1,.66666669,.5,.22299382,1
1,0,1,0,0,1,.60000002,.75,.59619826,1,.33333334,1,.40000001,1,1,.66666669,0,.11111112,0
1,0,0,0,0,0,,0,.28982341,0,.45833334,0,.40000001,.80000001,1,.11111111,.5,.21006945,1
1,1,0,1,0,0,.5,1,.74648756,1,.45833334,0,.80000001,1,1,.55555558,0,.21006945,0
1,0,0,0,0,0,.44999999,.5,.5132339,0,.68055558,1,.80000001,.80000001,1,1,.25,.4631559,0
1,1,0,1,0,0,,.5,.51416606,1,.4861111,1,.2,.40000001,1,.77777779,.5,.236304,1
1,0,0,0,0,0,.30000001,.5,.73912507,0,.34722221,1,.80000001,.40000001,1,.55555558,.25,.12056326,0
1,1,0,1,0,0,.5,.75,.50908911,1,.52777779,1,.40000001,.40000001,1,.77777779,0,.2785494,0
1,1,0,1,0,0,.2,.5,.65912813,1,.72222221,0,.40000001,1,1,.33333334,.75,.5216049,1
1,0,0,0,0,0,0,0,.26726601,1,.20833333,1,.40000001,.80000001,0,0,.5,.043402776,1
1,0,0,0,0,0,.5,.5,.62200701,0,.375,1,.60000002,1,1,.66666669,.5,.140625,1
1,0,0,0,0,0,.40000001,.5,.75320029,1,.6111111,1,.2,.2,1,0,0,.37345678,0
1,1,0,1,0,0,.25,1,.63341278,0,.16666667,0,.60000002,.40000001,1,0,0,.02777778,0
1,0,0,0,0,0,.34999999,.5,.83781862,1,.1388889,0,.80000001,.40000001,1,0,.25,.019290125,0
1,0,0,0,0,0,.25,.5,.58834386,0,.55555558,1,.40000001,.40000001,1,.66666669,0,.308642,0
1,1,0,1,0,0,.25,.75,.3186025,0,.43055555,0,.40000001,.2,1,.77777779,0,.18537809,0
1,0,0,0,0,0,.40000001,0,.66599488,0,.69444442,1,.40000001,1,1,1,.75,.48225304,1
1,1,0,1,0,0,.5,.75,.73982799,0,.083333336,1,.40000001,.40000001,1,.11111111,0,.006944445,0
1,0,0,0,0,0,.40000001,0,.46867275,0,.47222221,0,0,.80000001,1,.66666669,.5,.22299382,1
1,0,1,0,0,1,.5,1,.81718719,0,.59722221,1,.40000001,.60000002,1,.8888889,0,.35667437,0
1,0,0,0,0,0,.64999998,1,.6217531,1,.43055555,0,.60000002,.60000002,1,.11111111,.75,.18537809,1
1,1,0,1,0,0,0,1,.62260622,1,.59722221,0,.60000002,.80000001,1,0,0,.35667437,0
1,1,0,1,0,0,.40000001,.5,.56097019,1,.375,1,.40000001,.40000001,1,.44444445,0,.140625,0
1,1,0,1,0,0,.30000001,1,.68804055,1,.4861111,1,1,.40000001,1,.66666669,.25,.236304,0
1,0,0,0,0,0,.30000001,0,.63248533,1,.43055555,0,.60000002,.80000001,1,.77777779,.25,.18537809,0
1,0,0,0,0,0,.40000001,.25,.61607867,1,.4861111,1,0,.40000001,1,.22222222,.5,.236304,1
1,1,0,1,0,0,.30000001,0,.53048331,1,.55555558,0,0,.60000002,1,.33333334,.5,.308642,1
1,0,0,0,0,0,.25,.75,.61478949,1,.027777778,0,.40000001,.40000001,0,0,.25,.00077160494,0
1,1,0,1,0,0,.25,.5,.54984784,1,.33333334,1,1,.80000001,1,.77777779,.5,.11111112,1
1,1,0,1,0,0,.25,0,.27164838,1,.3888889,1,.60000002,1,1,.66666669,.75,.15123457,1
1,1,0,1,0,0,.15000001,.25,.89348018,0,.43055555,1,1,1,0,1,0,.18537809,0
1,0,0,0,0,0,.44999999,.75,.63911128,0,.43055555,0,.2,1,1,.55555558,0,.18537809,0
1,0,0,0,0,0,.30000001,0,.617019,0,.70833331,1,0,.40000001,1,.11111111,.5,.5017361,1
1,1,0,1,0,0,.69999999,.5,.52203453,0,.027777778,0,1,.2,0,,1,.00077160494,1
1,1,0,1,0,0,.15000001,.75,.82958096,1,.43055555,1,.80000001,.2,1,.44444445,.25,.18537809,0
0,0,0,0,0,0,.30000001,.75,.37466082,1,.54166669,1,0,.2,1,.77777779,0,.29340279,0
0,1,0,1,0,0,.34999999,1,.63698274,1,.4861111,0,.40000001,.2,1,0,0,.236304,0
0,1,0,1,0,0,.25,.5,.27551568,1,.3611111,1,.2,.40000001,1,.33333334,0,.13040122,0
0,1,0,1,0,0,.25,.25,.51920569,1,.56944442,0,0,1,1,.44444445,1,.32426694,1
0,1,0,1,0,0,,.5,.66020131,1,.16666667,1,.80000001,.40000001,1,.22222222,.5,.02777778,1
0,1,0,1,0,0,.25,1,.72355175,0,.625,1,.80000001,.80000001,1,.33333334,0,.390625,0
0,1,0,1,0,0,.25,.75,.33579454,1,.55555558,0,.2,.2,1,0,.25,.308642,0
0,1,0,1,0,0,.25,1,.486606,0,.47222221,1,.60000002,.2,1,0,0,.22299382,0
0,1,0,1,0,0,,.25,.38359812,1,.3611111,0,.60000002,0,1,0,0,.13040122,0
0,1,0,1,0,0,.40000001,1,.56645292,1,.43055555,1,.60000002,.2,1,0,0,.18537809,0
0,0,0,0,0,0,.15000001,.75,.60434234,1,.027777778,0,.40000001,.2,1,0,.25,.00077160494,0
0,1,0,1,0,0,.44999999,1,.43710789,0,.45833334,1,.60000002,.40000001,1,.22222222,0,.21006945,0
0,0,0,0,0,0,0,0,.3627528,1,.40277779,0,1,.40000001,1,0,.25,.16222996,0
0,0,0,0,0,0,.25,.5,.50201088,1,.19444445,0,.40000001,.40000001,1,0,.5,.037808642,1
0,0,0,0,0,0,.34999999,.5,.50685847,1,.3888889,1,0,.80000001,1,.22222222,.25,.15123457,0
0,1,0,1,0,0,,.75,.70615184,0,.6388889,0,.40000001,.2,1,0,.25,.40817901,0
0,0,0,0,0,0,.5,.5,.80944026,1,.097222224,0,0,.80000001,1,0,.75,.0094521604,1
0,0,0,0,0,0,.5,0,.61090785,1,.6111111,0,1,.80000001,1,0,.5,.37345678,1
0,1,0,1,0,0,.40000001,.25,.78414744,0,.54166669,0,0,.60000002,1,.11111111,.5,.29340279,1
0,0,0,0,0,0,.5,.5,.80951262,1,.40277779,0,0,.60000002,1,.11111111,0,.16222996,0
0,1,0,1,0,0,.30000001,.25,.81696588,1,.31944445,1,.2,.40000001,1,.55555558,.5,.10204475,1
0,0,0,0,0,0,.55000001,.5,.54153544,1,.4861111,1,.40000001,.40000001,1,,0,.236304,0
0,1,0,1,0,0,,1,.42822441,1,.6388889,0,.60000002,.40000001,1,.11111111,.5,.40817901,1
0,1,0,1,0,0,.5,.5,.7448464,0,.2638889,0,.60000002,.40000001,1,.11111111,.25,.069637351,0
0,1,0,1,0,0,.30000001,.5,.54342127,1,.58333331,1,0,.2,1,0,.5,.34027776,1
0,1,0,1,0,0,,.5,.48434401,1,.11111111,0,.60000002,.2,1,0,1,.012345679,1
0,1,0,1,0,0,.34999999,.75,.47838393,1,.3611111,1,.60000002,.80000001,1,.55555558,.25,.13040122,0
0,1,0,1,0,0,.34999999,.75,.76647282,1,.69444442,1,.60000002,.40000001,1,.44444445,0,.48225304,0
0,0,0,0,0,0,.34999999,.5,.77509612,1,.22222222,1,.40000001,.40000001,1,.44444445,0,.049382716,0
0,0,0,0,0,0,.5,.5,.66523594,1,.22222222,0,.2,.2,1,0,0,.049382716,0
0,1,0,1,0,0,.44999999,.25,.84603071,0,.75,0,.80000001,.80000001,1,.22222222,.5,.5625,1
0,0,0,0,0,0,.5,.5,.68863869,0,.41666666,1,.40000001,.80000001,1,0,.25,.1736111,0
0,0,0,0,0,0,.2,.5,.74012321,0,.34722221,0,.2,.40000001,0,.11111111,1,.12056326,1
0,0,1,0,0,1,.34999999,.5,.46690339,1,.2638889,1,.40000001,.40000001,1,.33333334,0,.069637351,0
0,0,0,0,0,0,.40000001,0,.63712406,1,.45833334,1,0,1,1,.55555558,.75,.21006945,1
0,0,0,0,0,0,.25,.75,.71884865,1,.375,0,.80000001,.40000001,1,.55555558,0,.140625,0
0,1,0,1,0,0,.050000001,.75,.67743921,1,.75,1,0,.60000002,1,.55555558,.75,.5625,1
0,0,0,0,1,0,.5,.5,.60499287,1,.52777779,1,.60000002,.40000001,1,.44444445,.25,.2785494,0
0,1,0,1,0,0,.34999999,0,.50267023,1,.16666667,1,0,.40000001,1,.44444445,.25,.02777778,0
0,0,0,0,0,0,.5,0,.53299767,0,.33333334,1,.2,.80000001,1,.66666669,.5,.11111112,1
0,1,0,1,0,0,.050000001,.25,.56076968,1,.44444445,0,.2,.60000002,1,.11111111,.5,.19753087,1
0,0,0,0,0,0,.40000001,.75,.74296427,0,.56944442,0,.2,.40000001,1,.22222222,0,.32426694,0
0,1,0,1,0,0,,1,.48427579,1,.44444445,0,.2,.2,1,0,.25,.19753087,0
0,1,0,1,0,0,.34999999,1,.73391974,1,.7638889,0,1,.40000001,1,0,0,.58352625,0
0,1,0,1,0,0,.5,.5,.80985814,1,.5,1,0,0,1,0,.25,.25,0
0,1,0,1,0,0,.34999999,.25,.74528813,1,.47222221,1,0,.2,1,.22222222,0,.22299382,0
0,0,0,0,0,0,.44999999,.25,.53992492,1,.5,1,.2,.60000002,1,.44444445,.25,.25,0
0,1,0,1,0,0,,1,.7878893,1,.625,1,.60000002,.40000001,1,.11111111,0,.390625,0
0,1,0,1,0,0,.2,0,.67169333,1,.4861111,1,.2,.40000001,1,.55555558,.75,.236304,1
0,1,0,1,0,0,,.25,.81588304,1,.6111111,1,.40000001,.60000002,1,.22222222,0,.37345678,0
0,1,0,1,0,0,.44999999,1,.60324013,0,.29166666,1,1,.2,1,.44444445,.5,.08506944,1
0,1,0,1,0,0,.050000001,.5,.51870501,0,.6111111,1,.60000002,.80000001,1,.55555558,1,.37345678,1
0,1,0,1,0,0,,.25,.63202131,0,.72222221,1,.60000002,.40000001,1,0,0,.5216049,0
0,1,0,1,0,0,.5,.75,.5673179,0,.79166669,0,.60000002,.40000001,1,0,0,.62673616,0
0,0,0,0,0,0,.60000002,.5,.5823617,1,.1388889,1,.80000001,.40000001,1,.44444445,0,.019290125,0
0,1,0,1,0,0,.25,.25,.59297156,0,.69444442,1,0,1,1,.44444445,.5,.48225304,1
0,0,0,0,0,0,.5,1,.25221205,0,.59722221,1,.80000001,.40000001,1,.33333334,.25,.35667437,0
0,0,0,0,0,0,.30000001,.5,.78521848,1,.43055555,1,.40000001,.40000001,1,.33333334,.75,.18537809,1
0,0,0,0,0,0,.80000001,.75,.90872848,1,.54166669,0,.80000001,.40000001,1,0,0,.29340279,0
0,1,0,1,0,0,.30000001,.75,.58899188,1,.29166666,1,.60000002,.60000002,0,.44444445,0,.08506944,0
0,1,0,1,0,0,.60000002,.25,.61302853,1,.34722221,1,.2,.2,1,.22222222,.25,.12056326,0
0,0,0,0,0,0,.30000001,.75,.74879903,1,.66666669,0,0,.80000001,1,0,0,.44444448,0
0,1,0,1,0,0,.5,.75,.65603912,0,.55555558,1,.40000001,.60000002,1,.55555558,.25,.308642,0
0,1,0,1,0,0,.25,.5,.26446918,1,.45833334,0,.2,.40000001,1,0,.25,.21006945,0
0,1,0,1,0,0,.44999999,1,.68449587,1,.54166669,0,1,.40000001,0,0,0,.29340279,0
0,1,0,1,0,0,0,1,.58570111,1,.15277778,0,.40000001,0,1,0,0,.023341049,0
0,1,0,1,0,0,0,0,.45807245,1,.125,0,.40000001,.40000001,1,.11111111,.75,.015625,1
0,1,0,1,0,0,0,0,.81265032,1,.18055555,0,1,.80000001,1,.11111111,.25,.032600306,0
0,1,0,1,0,0,.60000002,1,.77836448,1,.47222221,0,.60000002,.2,1,.11111111,0,.22299382,0
0,0,0,0,0,0,.60000002,.75,.8261587,1,.29166666,1,.2,.2,1,.22222222,.25,.08506944,0
0,0,0,0,0,0,.44999999,.25,.62124497,1,.30555555,0,.40000001,.2,1,0,.25,.093364194,0
0,1,0,1,0,0,.1,0,.59473664,1,.3611111,0,.40000001,.40000001,1,,.25,.13040122,0
0,1,0,1,0,0,.69999999,.75,.64783239,1,.2638889,1,.60000002,.40000001,1,0,.5,.069637351,1
0,1,0,1,0,0,.34999999,.75,.31548569,0,.68055558,1,.60000002,.40000001,1,0,.5,.4631559,1
0,1,0,1,0,0,1,.5,.62085623,1,.2638889,1,.60000002,.40000001,1,0,.5,.069637351,1
0,1,0,1,0,0,.40000001,1,.58371401,1,.30555555,1,1,.40000001,1,.44444445,0,.093364194,0
0,0,0,0,0,0,,1,.8300513,0,.41666666,0,.2,.40000001,1,0,0,.1736111,0
0,0,0,0,0,0,0,.25,.61159074,1,.3888889,0,0,1,1,.77777779,.5,.15123457,1
0,0,0,0,0,0,,0,.47767535,1,.5138889,1,.80000001,.2,1,.11111111,0,.26408181,0
0,0,0,0,0,0,.5,.5,.73951167,0,.56944442,1,0,.40000001,1,.55555558,.25,.32426694,0
0,1,0,1,0,0,.40000001,1,.45277172,1,.43055555,1,1,.80000001,1,0,0,.18537809,0
0,0,0,0,0,0,.25,.75,.70865738,1,.54166669,1,.40000001,.2,1,.11111111,1,.29340279,1
0,0,0,0,0,0,,1,.5350607,1,.30555555,0,.40000001,.2,1,0,0,.093364194,0
0,1,0,1,0,0,,.5,.81844348,0,.91666669,0,1,.80000001,1,.66666669,.5,.84027779,1
0,0,0,0,0,0,.5,.75,.52332205,1,.43055555,1,1,.40000001,1,.11111111,.25,.18537809,0
0,1,0,1,0,0,.44999999,.5,.62941098,1,.027777778,0,1,.40000001,1,,.25,.00077160494,0
0,1,0,1,0,0,.25,.5,.44334942,1,.6111111,1,1,.80000001,1,.55555558,.75,.37345678,1
0,0,0,0,0,0,.5,.5,.43361598,1,.22222222,0,0,.80000001,1,0,0,.049382716,0
0,0,0,0,0,0,.5,1,.77772129,1,.31944445,1,.80000001,.40000001,1,.11111111,.25,.10204475,0
0,0,0,0,0,0,.050000001,.5,.78838706,1,.43055555,1,1,.60000002,1,.11111111,0,.18537809,0
0,1,0,1,0,0,.30000001,.5,.37717789,0,.625,1,0,.80000001,0,.22222222,.5,.390625,1
0,1,0,1,0,0,.1,0,.42785516,0,.15277778,0,.2,.40000001,1,0,.5,.023341049,1
0,0,0,0,0,0,.2,.5,.23813644,1,.56944442,1,1,1,1,.8888889,.5,.32426694,1
0,0,0,0,0,0,.85000002,.5,.82662934,1,.34722221,1,.60000002,.2,1,.77777779,.5,.12056326,1
0,1,0,1,0,0,0,.25,.63018048,1,.31944445,1,.60000002,.2,1,0,0,.10204475,0
0,0,0,0,0,0,.30000001,.25,.63787907,0,.65277779,1,.80000001,.80000001,1,.77777779,.25,.42611885,0
0,1,0,1,0,0,.1,1,.75151139,1,.6388889,1,.2,.40000001,1,1,0,.40817901,0
0,1,0,1,0,0,.55000001,1,.59340578,1,.11111111,1,.60000002,.60000002,1,0,0,.012345679,0
0,1,0,1,0,0,.34999999,.75,.53010559,1,.1388889,1,0,0,1,0,1,.019290125,1
0,1,0,1,0,0,.44999999,.75,.46533659,1,.58333331,1,.60000002,.2,1,0,0,.34027776,0
0,0,0,0,0,0,.44999999,.5,.37455362,1,.31944445,1,.40000001,.80000001,1,.11111111,.75,.10204475,1
0,1,0,1,0,0,.15000001,1,.65267068,1,.65277779,1,.60000002,.40000001,1,.11111111,0,.42611885,0
0,1,0,1,0,0,.40000001,.5,.56421691,1,.6388889,1,1,0,1,0,.25,.40817901,0
0,0,0,0,0,0,.40000001,.75,.54189581,1,.52777779,1,.80000001,1,1,.77777779,.5,.2785494,1
0,1,0,1,0,0,.34999999,1,.7064569,1,.375,1,.60000002,.40000001,1,.44444445,0,.140625,0
0,1,0,1,0,0,.64999998,1,.61019319,1,.5,1,.80000001,.40000001,1,.33333334,0,.25,0
0,0,0,0,0,0,.2,.75,.42502668,1,.25,1,.80000001,.80000001,0,.77777779,0,.0625,0
0,0,0,0,0,0,.44999999,.5,.28549176,1,.58333331,0,.2,.2,1,0,0,.34027776,0
0,0,0,0,0,0,.30000001,.5,.74618226,1,.45833334,0,1,.2,1,.55555558,0,.21006945,0
0,1,0,1,0,0,.5,0,.93145633,1,.65277779,0,.40000001,.60000002,1,0,.25,.42611885,0
0,0,0,0,0,0,.85000002,.75,.53796655,0,.44444445,1,1,.60000002,1,.55555558,0,.19753087,0
0,1,0,1,0,0,.2,.25,.5257917,1,.52777779,0,1,.60000002,1,0,0,.2785494,0
0,1,0,1,0,0,.30000001,.5,.37668887,1,.54166669,0,.40000001,.2,1,0,.25,.29340279,0
0,0,0,0,0,0,.40000001,1,.37283167,1,.15277778,1,.60000002,.40000001,0,.11111111,1,.023341049,1
0,1,0,1,0,0,.40000001,.25,.49644375,0,.013888889,0,.2,.40000001,1,,.75,.00019290124,1
0,0,0,0,0,0,.80000001,1,.78304487,0,.5138889,1,.60000002,.40000001,1,0,0,.26408181,0
0,1,0,1,0,0,.2,1,.53950626,1,.75,0,.60000002,.40000001,1,0,0,.5625,0
0,0,1,0,0,1,.40000001,.25,.68007082,0,.65277779,1,1,.40000001,1,.55555558,.25,.42611885,0
0,1,0,1,0,0,.55000001,1,.60287869,1,.097222224,0,1,.2,1,0,.5,.0094521604,1
1,0,0,0,0,0,,0,.33086434,1,.22222222,1,0,.60000002,1,.55555558,.25,.049382716,0
1,1,0,1,0,0,.34999999,.5,.57327098,1,.4861111,0,0,.40000001,1,.11111111,.5,.236304,1
1,1,0,1,0,0,,1,.38471147,1,.083333336,0,.40000001,.80000001,0,.11111111,.5,.006944445,1
1,1,0,1,0,0,.40000001,.25,.71322769,1,.4861111,1,1,.80000001,1,1,.5,.236304,1
1,0,0,0,0,0,,1,.57475334,1,.5138889,1,.80000001,.80000001,1,.77777779,0,.26408181,0
1,1,0,1,0,0,.40000001,.5,.8538996,1,.75,1,.40000001,.40000001,1,.11111111,.25,.5625,0
1,0,0,0,0,0,.25,0,.79676861,1,.58333331,1,.40000001,.40000001,1,.66666669,.5,.34027776,1
